sub,window,fold,attention_high_cond_correct_low,attention_high_cond_correct_high,attention_high_cond_awareness_low,attention_high_cond_awareness_high,attention_high_cond_confidence_low,attention_high_cond_confidence_high
EU,1,0,0.45652173913043476,0.5240963855421686,0.46691176470588236,0.5555555555555556,0.4801980198019802,0.6515151515151515
EU,1,1,0.4375,0.5337423312883436,0.45555555555555555,0.57,0.47959183673469385,0.6282051282051282
EU,1,2,0.45925925925925926,0.5223880597014925,0.43911439114391143,0.592964824120603,0.47869674185463656,0.647887323943662
EU,1,3,0.4316546762589928,0.5347432024169184,0.45353159851301117,0.572139303482587,0.46923076923076923,0.675
EU,1,4,0.43478260869565216,0.5331325301204819,0.45955882352941174,0.5656565656565656,0.47619047619047616,0.6619718309859155
EU,1,5,0.4405594405594406,0.5321100917431193,0.45387453874538747,0.5728643216080402,0.4744897959183674,0.6538461538461539
EU,1,6,0.44370860927152317,0.5329153605015674,0.45161290322580644,0.581151832460733,0.47715736040609136,0.6447368421052632
EU,1,7,0.4316546762589928,0.5347432024169184,0.45787545787545786,0.5685279187817259,0.47103274559193953,0.684931506849315
EU,1,8,0.44366197183098594,0.5304878048780488,0.45454545454545453,0.5743589743589743,0.48120300751879697,0.6338028169014085
EU,1,9,0.4485294117647059,0.5269461077844312,0.45714285714285713,0.5736842105263158,0.4772727272727273,0.6486486486486487
EU,1,10,0.463768115942029,0.5210843373493976,0.4444444444444444,0.5916230366492147,0.46786632390745503,0.6790123456790124
EU,1,11,0.425531914893617,0.5379939209726444,0.424812030075188,0.6078431372549019,0.4595300261096606,0.7011494252873564
EU,1,12,0.4316546762589928,0.5347432024169184,0.45149253731343286,0.5742574257425742,0.47435897435897434,0.65
EU,1,13,0.4857142857142857,0.5121212121212121,0.4568345323741007,0.5729166666666666,0.4772727272727273,0.6486486486486487
EU,1,14,0.460431654676259,0.5226586102719033,0.4528985507246377,0.5773195876288659,0.4707379134860051,0.6753246753246753
