sub,window,fold,attention_high_cond_RT_correct_low,attention_high_cond_RT_correct_high,attention_high_cond_RT_awareness_low,attention_high_cond_RT_awareness_high,attention_high_cond_RT_confidence_low,attention_high_cond_RT_confidence_high
JD,1,0,0.4988558352402746,0.4482758620689655,0.4916467780429594,0.5217391304347826,0.5034168564920274,0.34615384615384615
JD,1,1,0.5011441647597255,0.41935483870967744,0.490521327014218,0.5227272727272727,0.5011286681715575,0.391304347826087
JD,1,2,0.4954337899543379,0.5185185185185185,0.49528301886792453,0.475,0.4954954954954955,0.38095238095238093
JD,1,3,0.4908256880733945,0.5862068965517241,0.4880952380952381,0.5217391304347826,0.5011286681715575,0.3
JD,1,4,0.4976958525345622,0.4838709677419355,0.4882075471698113,0.5365853658536586,0.497737556561086,0.38095238095238093
JD,1,5,0.49885057471264366,0.4666666666666667,0.4882075471698113,0.5609756097560976,0.49321266968325794,0.4583333333333333
JD,1,6,0.4930875576036866,0.53125,0.48693586698337293,0.5581395348837209,0.4988558352402746,0.38461538461538464
JD,1,7,0.5,0.45161290322580644,0.4882075471698113,0.5581395348837209,0.49774774774774777,0.38095238095238093
JD,1,8,0.4976958525345622,0.4838709677419355,0.4857142857142857,0.5869565217391305,0.5011337868480725,0.4
JD,1,9,0.4965675057208238,0.5,0.48564593301435405,0.5625,0.4988610478359909,0.4
JD,1,10,0.496551724137931,0.5151515151515151,0.49056603773584906,0.525,0.5045662100456622,0.3076923076923077
JD,1,11,0.49885057471264366,0.4666666666666667,0.49184149184149184,0.5142857142857142,0.4954545454545455,0.4166666666666667
JD,1,12,0.4954128440366973,0.53125,0.49643705463182897,0.4888888888888889,0.5011441647597255,0.34615384615384615
JD,1,13,0.49658314350797267,0.48148148148148145,0.48951048951048953,0.5428571428571428,0.5022727272727273,0.36
JD,1,14,0.49653579676674364,0.48484848484848486,0.49292452830188677,0.5121951219512195,0.5045454545454545,0.2608695652173913
JD,1,15,0.4931506849315068,0.5357142857142857,0.490521327014218,0.5454545454545454,0.5,0.375
JD,1,16,0.49658314350797267,0.48148148148148145,0.49643705463182897,0.4772727272727273,0.502262443438914,0.3181818181818182
JD,1,17,0.4943310657596372,0.5185185185185185,0.4846335697399527,0.5853658536585366,0.49772727272727274,0.4
JD,1,18,0.4896551724137931,0.6,0.4964705882352941,0.475,0.49772727272727274,0.4
JD,1,19,0.49539170506912444,0.5161290322580645,0.4857142857142857,0.5555555555555556,0.4977168949771689,0.4
JD,1,20,0.49311926605504586,0.5483870967741935,0.49056603773584906,0.5365853658536586,0.502283105022831,0.34615384615384615
JD,1,21,0.496551724137931,0.4838709677419355,0.48448687350835323,0.5777777777777777,0.4988610478359909,0.375
JD,1,22,0.4988558352402746,0.43333333333333335,0.4880382775119617,0.5434782608695652,0.4965675057208238,0.4230769230769231
JD,1,23,0.49770642201834864,0.4827586206896552,0.49047619047619045,0.5333333333333333,0.5,0.375
JD,1,24,0.5,0.4666666666666667,0.49292452830188677,0.4878048780487805,0.5,0.34782608695652173
JD,1,25,0.4965197215777262,0.5,0.4821852731591449,0.6,0.4966139954853273,0.4166666666666667
JD,1,26,0.4965675057208238,0.4827586206896552,0.49406175771971494,0.5,0.502283105022831,0.39285714285714285
JD,1,27,0.494279176201373,0.5333333333333333,0.490521327014218,0.5348837209302325,0.4965986394557823,0.391304347826087
JD,1,28,0.502283105022831,0.42857142857142855,0.4916864608076009,0.5116279069767442,0.5,0.375
JD,1,29,0.4976851851851852,0.48484848484848486,0.49061032863849763,0.5384615384615384,0.49772727272727274,0.375
JD,1,30,0.4930555555555556,0.5454545454545454,0.48936170212765956,0.5476190476190477,0.5034168564920274,0.34615384615384615
JD,1,31,0.4954128440366973,0.53125,0.49295774647887325,0.5128205128205128,0.502262443438914,0.30434782608695654
JD,1,32,0.4942528735632184,0.5333333333333333,0.48936170212765956,0.5365853658536586,0.4988662131519274,0.375
JD,1,33,0.49534883720930234,0.4864864864864865,0.48564593301435405,0.5625,0.497737556561086,0.391304347826087
JD,1,34,0.49537037037037035,0.5151515151515151,0.48578199052132703,0.5581395348837209,0.502283105022831,0.34615384615384615
JD,1,35,0.4942528735632184,0.5333333333333333,0.4855769230769231,0.5625,0.5,0.34782608695652173
JD,1,36,0.49770642201834864,0.4827586206896552,0.48699763593380613,0.5714285714285714,0.49772727272727274,0.4166666666666667
JD,1,37,0.49430523917995445,0.5172413793103449,0.4882075471698113,0.55,0.5,0.34782608695652173
JD,1,38,0.49884526558891457,0.47058823529411764,0.49528301886792453,0.4878048780487805,0.4977168949771689,0.4
JD,1,39,0.4965675057208238,0.5172413793103449,0.4859154929577465,0.5641025641025641,0.4988610478359909,0.38461538461538464
JD,1,40,0.4988558352402746,0.4827586206896552,0.49645390070921985,0.4883720930232558,0.5011286681715575,0.3181818181818182
JD,1,41,0.4988662131519274,0.46153846153846156,0.491725768321513,0.5121951219512195,0.5011389521640092,0.36
JD,1,42,0.496551724137931,0.5,0.4858490566037736,0.5714285714285714,0.502262443438914,0.3333333333333333
JD,1,43,0.496551724137931,0.5,0.4881516587677725,0.5333333333333333,0.49772727272727274,0.391304347826087
JD,1,44,0.4976851851851852,0.48484848484848486,0.4892601431980907,0.5333333333333333,0.502262443438914,0.34782608695652173
JD,1,45,0.4931506849315068,0.5517241379310345,0.4894613583138173,0.5641025641025641,0.4988610478359909,0.4
JD,1,46,0.49653579676674364,0.48484848484848486,0.4988344988344988,0.42857142857142855,0.5011337868480725,0.375
JD,1,47,0.4954128440366973,0.5333333333333333,0.490521327014218,0.5,0.5,0.36
JD,1,48,0.5011494252873563,0.43333333333333335,0.48931116389548696,0.5333333333333333,0.502262443438914,0.3333333333333333
JD,1,49,0.49770642201834864,0.4666666666666667,0.48931116389548696,0.5227272727272727,0.49547511312217196,0.42857142857142855
JD,1,50,0.49885057471264366,0.46875,0.49411764705882355,0.5,0.5022727272727273,0.30434782608695654
JD,1,51,0.49539170506912444,0.5151515151515151,0.49406175771971494,0.4883720930232558,0.5056947608200456,0.28
JD,1,52,0.4977168949771689,0.4642857142857143,0.49643705463182897,0.4772727272727273,0.5,0.375
JD,1,53,0.49311926605504586,0.5666666666666667,0.4825174825174825,0.6052631578947368,0.5,0.3157894736842105
