sub,window,fold,success_high_cond_correct_low,success_high_cond_correct_high,success_high_cond_awareness_low,success_high_cond_awareness_high,success_high_cond_confidence_low,success_high_cond_confidence_high
AC,1,0,0.4411764705882353,0.5239520958083832,0.40540540540540543,0.5292479108635098,0.41134751773049644,0.6329787234042553
AC,1,1,0.4142857142857143,0.5363636363636364,0.38392857142857145,0.5363128491620112,0.40145985401459855,0.6377551020408163
AC,1,2,0.45255474452554745,0.5195195195195195,0.3983050847457627,0.5340909090909091,0.4275092936802974,0.5970149253731343
AC,1,3,0.42657342657342656,0.5321100917431193,0.36752136752136755,0.5439093484419264,0.40293040293040294,0.6345177664974619
AC,1,4,0.4397163120567376,0.5258358662613982,0.3826086956521739,0.5380281690140845,0.4124087591240876,0.6224489795918368
AC,1,5,0.41843971631205673,0.5349544072948328,0.36363636363636365,0.5472779369627507,0.3905109489051095,0.6530612244897959
AC,1,6,0.410958904109589,0.5401234567901234,0.39344262295081966,0.5373563218390804,0.4151624548736462,0.6217616580310881
AC,1,7,0.41911764705882354,0.5329341317365269,0.4,0.532394366197183,0.4254545454545455,0.6051282051282051
AC,1,8,0.39568345323741005,0.5438066465256798,0.3565217391304348,0.5464788732394367,0.40298507462686567,0.6287128712871287
AC,1,9,0.41843971631205673,0.5349544072948328,0.32432432432432434,0.5543175487465181,0.4059040590405904,0.628140703517588
AC,1,10,0.4421768707482993,0.5263157894736842,0.3949579831932773,0.5356125356125356,0.4,0.635
AC,1,11,0.4246575342465753,0.5339506172839507,0.3898305084745763,0.5369318181818182,0.40714285714285714,0.6368421052631579
AC,1,12,0.44366197183098594,0.524390243902439,0.3706896551724138,0.5423728813559322,0.41044776119402987,0.6188118811881188
AC,1,13,0.4460431654676259,0.5226586102719033,0.3706896551724138,0.5423728813559322,0.3970037453183521,0.6354679802955665
AC,1,14,0.43795620437956206,0.5255255255255256,0.3793103448275862,0.53954802259887,0.4065934065934066,0.6294416243654822
AC,1,15,0.43243243243243246,0.531055900621118,0.3728813559322034,0.5426136363636364,0.39923954372623577,0.6280193236714976
AC,1,16,0.4413793103448276,0.5261538461538462,0.38333333333333336,0.54,0.41911764705882354,0.6111111111111112
AC,1,17,0.4375,0.5276073619631901,0.3697478991596639,0.5441595441595442,0.4044943820224719,0.625615763546798
AC,1,18,0.46206896551724136,0.5169230769230769,0.4260869565217391,0.523943661971831,0.4051094890510949,0.6326530612244898
AC,1,19,0.4351145038167939,0.5250737463126843,0.36936936936936937,0.5403899721448467,0.4117647058823529,0.6212121212121212
AC,1,20,0.4172661870503597,0.5347432024169184,0.37815126050420167,0.5413105413105413,0.39776951672862454,0.6368159203980099
AC,1,21,0.4236111111111111,0.5337423312883436,0.3644067796610169,0.5454545454545454,0.41544117647058826,0.6161616161616161
AC,1,22,0.38235294117647056,0.5479041916167665,0.34513274336283184,0.5490196078431373,0.38345864661654133,0.6519607843137255
AC,1,23,0.4326241134751773,0.5288753799392097,0.35772357723577236,0.5504322766570605,0.39543726235741444,0.6328502415458938
AC,1,24,0.45517241379310347,0.52,0.371900826446281,0.5444126074498568,0.3971119133574007,0.6476683937823834
AC,1,25,0.41721854304635764,0.5391849529780565,0.38016528925619836,0.5415472779369628,0.4065934065934066,0.6294416243654822
AC,1,26,0.4236111111111111,0.5337423312883436,0.39285714285714285,0.5335195530726257,0.38783269961977185,0.642512077294686
AC,1,27,0.4244604316546763,0.5317220543806647,0.35514018691588783,0.5426997245179064,0.41044776119402987,0.6188118811881188
AC,1,28,0.43537414965986393,0.5294117647058824,0.41025641025641024,0.5297450424929179,0.4259927797833935,0.6062176165803109
AC,1,29,0.4236111111111111,0.5337423312883436,0.3783783783783784,0.5376044568245125,0.4,0.635
AC,1,30,0.40145985401459855,0.5405405405405406,0.3902439024390244,0.5389048991354467,0.39473684210526316,0.6372549019607843
AC,1,31,0.43448275862068964,0.5292307692307693,0.3418803418803419,0.5524079320113314,0.4,0.635
AC,1,32,0.45517241379310347,0.52,0.40869565217391307,0.5295774647887324,0.41304347826086957,0.6237113402061856
AC,1,33,0.4429530201342282,0.5264797507788161,0.3865546218487395,0.5384615384615384,0.40298507462686567,0.6287128712871287
AC,1,34,0.4383561643835616,0.5277777777777778,0.3644067796610169,0.5454545454545454,0.4132841328413284,0.6180904522613065
AC,1,35,0.4405594405594406,0.5259938837920489,0.3697478991596639,0.5441595441595442,0.41544117647058826,0.6161616161616161
AC,1,36,0.425531914893617,0.5319148936170213,0.39473684210526316,0.5337078651685393,0.4,0.6292682926829268
AC,1,37,0.4676258992805755,0.513595166163142,0.39473684210526316,0.5337078651685393,0.38636363636363635,0.6456310679611651
AC,1,38,0.4316546762589928,0.5287009063444109,0.3706896551724138,0.5423728813559322,0.40293040293040294,0.6345177664974619
AC,1,39,0.4393939393939394,0.5236686390532544,0.415929203539823,0.5266106442577031,0.39849624060150374,0.6323529411764706
AC,1,40,0.4357142857142857,0.5272727272727272,0.3963963963963964,0.532033426183844,0.4022140221402214,0.6331658291457286
AC,1,41,0.4315068493150685,0.5308641975308642,0.41739130434782606,0.5267605633802817,0.41947565543071164,0.6059113300492611
AC,1,42,0.46621621621621623,0.515527950310559,0.3826086956521739,0.5380281690140845,0.39473684210526316,0.6372549019607843
AC,1,43,0.4014084507042254,0.5426829268292683,0.4,0.532394366197183,0.39568345323741005,0.6510416666666666
AC,1,44,0.4306569343065693,0.5285285285285285,0.3879310344827586,0.536723163841808,0.40217391304347827,0.6391752577319587
AC,1,45,0.4583333333333333,0.5184049079754601,0.391304347826087,0.5352112676056338,0.4141791044776119,0.6138613861386139
AC,1,46,0.4326241134751773,0.5288753799392097,0.391304347826087,0.5352112676056338,0.40823970037453183,0.6206896551724138
AC,1,47,0.40714285714285714,0.5393939393939394,0.35398230088495575,0.5462184873949579,0.39338235294117646,0.6464646464646465
AC,1,48,0.4482758620689655,0.5230769230769231,0.40336134453781514,0.5327635327635327,0.3977272727272727,0.6310679611650486
AC,1,49,0.43448275862068964,0.5292307692307693,0.3826086956521739,0.5380281690140845,0.4,0.635
AC,1,50,0.4503311258278146,0.5235109717868338,0.4051724137931034,0.5310734463276836,0.41155234657039713,0.6269430051813472
AC,1,51,0.45454545454545453,0.5198776758409785,0.3884297520661157,0.5386819484240688,0.41544117647058826,0.6161616161616161
AC,1,52,0.4460431654676259,0.5226586102719033,0.3884297520661157,0.5386819484240688,0.40145985401459855,0.6377551020408163
AC,1,53,0.4306569343065693,0.5285285285285285,0.37962962962962965,0.5359116022099447,0.39338235294117646,0.6464646464646465
AC,1,54,0.43661971830985913,0.5274390243902439,0.3951612903225806,0.5375722543352601,0.40145985401459855,0.6377551020408163
AC,1,55,0.4413793103448276,0.5261538461538462,0.3826086956521739,0.5380281690140845,0.41304347826086957,0.6237113402061856
AC,1,56,0.41911764705882354,0.5329341317365269,0.36363636363636365,0.5416666666666666,0.4109090909090909,0.6256410256410256
AC,1,57,0.4357142857142857,0.5272727272727272,0.3813559322033898,0.5397727272727273,0.4044943820224719,0.625615763546798
AC,1,58,0.4411764705882353,0.5239520958083832,0.38461538461538464,0.5382436260623229,0.3946360153256705,0.631578947368421
AC,1,59,0.42962962962962964,0.5283582089552239,0.36666666666666664,0.5457142857142857,0.41155234657039713,0.6269430051813472
AC,1,60,0.42657342657342656,0.5321100917431193,0.36363636363636365,0.5416666666666666,0.4148148148148148,0.615
AC,1,61,0.41304347826086957,0.536144578313253,0.37606837606837606,0.5410764872521246,0.41025641025641024,0.6243654822335025
AC,1,62,0.4420289855072464,0.5240963855421686,0.4016393442622951,0.5344827586206896,0.39925373134328357,0.6336633663366337
AC,1,63,0.4652777777777778,0.5153374233128835,0.4016393442622951,0.5344827586206896,0.39928057553956836,0.6458333333333334
AC,1,64,0.4421768707482993,0.5263157894736842,0.4017094017094017,0.5325779036827195,0.3985239852398524,0.6381909547738693
AC,1,65,0.44029850746268656,0.5238095238095238,0.3445378151260504,0.5527065527065527,0.38345864661654133,0.6519607843137255
AC,1,66,0.4125874125874126,0.5382262996941896,0.39344262295081966,0.5373563218390804,0.41911764705882354,0.6111111111111112
AC,1,67,0.42962962962962964,0.5283582089552239,0.39285714285714285,0.5335195530726257,0.4044943820224719,0.625615763546798
AC,1,68,0.4391891891891892,0.5279503105590062,0.39316239316239315,0.5354107648725213,0.40892193308550184,0.6218905472636815
AC,1,69,0.4676258992805755,0.513595166163142,0.38738738738738737,0.5348189415041783,0.40293040293040294,0.6345177664974619
AC,1,70,0.417910447761194,0.5327380952380952,0.37037037037037035,0.5386740331491713,0.4117647058823529,0.6212121212121212
AC,1,71,0.45,0.5212121212121212,0.3902439024390244,0.5389048991354467,0.4007352941176471,0.6363636363636364
AC,1,72,0.45774647887323944,0.5182926829268293,0.35772357723577236,0.5504322766570605,0.4064748201438849,0.6354166666666666
