sub,window,fold,success_high_cond_RT_correct_low,success_high_cond_RT_correct_high,success_high_cond_RT_awareness_low,success_high_cond_RT_awareness_high,success_high_cond_RT_confidence_low,success_high_cond_RT_confidence_high
MC,1,0,0.4318181818181818,0.3641304347826087,0.2980132450331126,0.41935483870967744,0.3712871287128713,0.35051546391752575
MC,1,1,0.3897058823529412,0.3423913043478261,0.28205128205128205,0.37404580152671757,0.3497536945812808,0.3364485981308411
MC,1,2,0.3835616438356164,0.3505747126436782,0.29936305732484075,0.3893129770992366,0.375609756097561,0.35051546391752575
MC,1,3,0.4041095890410959,0.3522727272727273,0.3132530120481928,0.39849624060150374,0.397196261682243,0.36363636363636365
MC,1,4,0.3971631205673759,0.366120218579235,0.28,0.40458015267175573,0.3853658536585366,0.3490566037735849
MC,1,5,0.410958904109589,0.3442622950819672,0.29936305732484075,0.41353383458646614,0.3681592039800995,0.3541666666666667
MC,1,6,0.4166666666666667,0.35260115606936415,0.29936305732484075,0.3893129770992366,0.36538461538461536,0.36792452830188677
MC,1,7,0.410958904109589,0.35428571428571426,0.30718954248366015,0.37681159420289856,0.35784313725490197,0.37623762376237624
MC,1,8,0.4217687074829932,0.3277777777777778,0.29333333333333333,0.3897058823529412,0.37745098039215685,0.38613861386138615
MC,1,9,0.391304347826087,0.34972677595628415,0.3081761006289308,0.3953488372093023,0.38095238095238093,0.36
MC,1,10,0.39285714285714285,0.3651685393258427,0.29605263157894735,0.3953488372093023,0.375609756097561,0.3235294117647059
MC,1,11,0.38028169014084506,0.3621621621621622,0.3271604938271605,0.39166666666666666,0.3786407766990291,0.36633663366336633
MC,1,12,0.38461538461538464,0.3651685393258427,0.30201342281879195,0.38636363636363635,0.3891625615763547,0.34210526315789475
MC,1,13,0.4041095890410959,0.34054054054054056,0.32075471698113206,0.3805970149253731,0.3767441860465116,0.35185185185185186
MC,1,14,0.3793103448275862,0.3615819209039548,0.3051948051948052,0.39552238805970147,0.3584905660377358,0.3368421052631579
MC,1,15,0.4117647058823529,0.33695652173913043,0.2945205479452055,0.38848920863309355,0.37962962962962965,0.38144329896907214
MC,1,16,0.4028776978417266,0.3539325842696629,0.28859060402684567,0.39097744360902253,0.35714285714285715,0.375
MC,1,17,0.4125874125874126,0.32386363636363635,0.3,0.41044776119402987,0.3904761904761905,0.33653846153846156
MC,1,18,0.38620689655172413,0.3583815028901734,0.3,0.3828125,0.355,0.38461538461538464
MC,1,19,0.38848920863309355,0.36363636363636365,0.30666666666666664,0.40298507462686567,0.38190954773869346,0.36
MC,1,20,0.3986013986013986,0.3516483516483517,0.2903225806451613,0.4318181818181818,0.3582089552238806,0.38613861386138615
MC,1,21,0.42657342657342656,0.329608938547486,0.3223684210526316,0.38345864661654133,0.3942307692307692,0.3490566037735849
MC,1,22,0.3829787234042553,0.3539325842696629,0.2857142857142857,0.4108527131782946,0.36180904522613067,0.3644859813084112
MC,1,23,0.3986013986013986,0.34831460674157305,0.3146853146853147,0.3722627737226277,0.3719806763285024,0.36363636363636365
MC,1,24,0.4,0.34615384615384615,0.29605263157894735,0.38571428571428573,0.3469387755102041,0.37254901960784315
MC,1,25,0.3835616438356164,0.372972972972973,0.30128205128205127,0.4,0.36619718309859156,0.32989690721649484
MC,1,26,0.4142857142857143,0.34615384615384615,0.3157894736842105,0.38235294117647056,0.3853658536585366,0.34615384615384615
MC,1,27,0.40714285714285714,0.34444444444444444,0.3037974683544304,0.3722627737226277,0.3592233009708738,0.36893203883495146
MC,1,28,0.38620689655172413,0.35911602209944754,0.2913907284768212,0.41353383458646614,0.37320574162679426,0.36893203883495146
MC,1,29,0.42857142857142855,0.34782608695652173,0.29605263157894735,0.4166666666666667,0.36492890995260663,0.36363636363636365
MC,1,30,0.37410071942446044,0.3675675675675676,0.27450980392156865,0.40441176470588236,0.3737864077669903,0.35
MC,1,31,0.4264705882352941,0.3532608695652174,0.2894736842105263,0.40875912408759124,0.38571428571428573,0.35789473684210527
MC,1,32,0.39568345323741005,0.3548387096774194,0.2987012987012987,0.39097744360902253,0.35714285714285715,0.38461538461538464
MC,1,33,0.4068965517241379,0.3314285714285714,0.3223684210526316,0.3923076923076923,0.3619047619047619,0.37
MC,1,34,0.38571428571428573,0.36464088397790057,0.2987012987012987,0.38235294117647056,0.36018957345971564,0.35
MC,1,35,0.4142857142857143,0.33516483516483514,0.30246913580246915,0.3880597014925373,0.35467980295566504,0.36363636363636365
MC,1,36,0.41216216216216217,0.34831460674157305,0.28846153846153844,0.4108527131782946,0.3932038834951456,0.3434343434343434
MC,1,37,0.3722627737226277,0.35911602209944754,0.28104575163398693,0.38571428571428573,0.38613861386138615,0.36936936936936937
MC,1,38,0.4027777777777778,0.3333333333333333,0.27450980392156865,0.417910447761194,0.3755868544600939,0.3979591836734694
MC,1,39,0.3904109589041096,0.33519553072625696,0.28,0.4,0.3584905660377358,0.3711340206185567
MC,1,40,0.36423841059602646,0.36416184971098264,0.3081761006289308,0.4015748031496063,0.37668161434977576,0.34782608695652173
MC,1,41,0.39416058394160586,0.3563218390804598,0.28859060402684567,0.38405797101449274,0.3463414634146341,0.36893203883495146
MC,1,42,0.4244604316546763,0.3314917127071823,0.27741935483870966,0.3969465648854962,0.3480392156862745,0.38317757009345793
MC,1,43,0.4084507042253521,0.3423913043478261,0.2967741935483871,0.37681159420289856,0.3564356435643564,0.3523809523809524
MC,1,44,0.40425531914893614,0.3516483516483517,0.294478527607362,0.41605839416058393,0.35858585858585856,0.3644859813084112
MC,1,45,0.38571428571428573,0.36257309941520466,0.3146853146853147,0.36764705882352944,0.3684210526315789,0.36363636363636365
MC,1,46,0.4057971014492754,0.3641304347826087,0.2974683544303797,0.37593984962406013,0.38095238095238093,0.34375
MC,1,47,0.39552238805970147,0.3386243386243386,0.2875,0.424,0.37320574162679426,0.34285714285714286
MC,1,48,0.4236111111111111,0.34545454545454546,0.31543624161073824,0.3816793893129771,0.3737864077669903,0.37755102040816324
MC,1,49,0.40816326530612246,0.34831460674157305,0.25477707006369427,0.4253731343283582,0.357487922705314,0.3469387755102041
MC,1,50,0.4014084507042254,0.3388888888888889,0.28289473684210525,0.3984375,0.38235294117647056,0.3584905660377358
MC,1,51,0.39705882352941174,0.35555555555555557,0.2896551724137931,0.38405797101449274,0.37623762376237624,0.3394495412844037
MC,1,52,0.37410071942446044,0.36065573770491804,0.2948717948717949,0.3968253968253968,0.3744075829383886,0.375
MC,1,53,0.4084507042253521,0.35195530726256985,0.3161290322580645,0.40476190476190477,0.3952380952380952,0.35353535353535354
MC,1,54,0.4,0.35795454545454547,0.28846153846153844,0.3925925925925926,0.375609756097561,0.34
MC,1,55,0.37681159420289856,0.3858695652173913,0.2875816993464052,0.40875912408759124,0.3592233009708738,0.36893203883495146
MC,1,56,0.3971631205673759,0.3442622950819672,0.28187919463087246,0.3769230769230769,0.35784313725490197,0.38
MC,1,57,0.4,0.34594594594594597,0.3137254901960784,0.40298507462686567,0.37073170731707317,0.34951456310679613
MC,1,58,0.41134751773049644,0.33519553072625696,0.27702702702702703,0.4117647058823529,0.37623762376237624,0.34615384615384615
MC,1,59,0.3877551020408163,0.35555555555555557,0.294478527607362,0.4,0.36619718309859156,0.3592233009708738
