sub,window,fold,attention_high_cond_RT_correct_low,attention_high_cond_RT_correct_high,attention_high_cond_RT_awareness_low,attention_high_cond_RT_awareness_high,attention_high_cond_RT_confidence_low,attention_high_cond_RT_confidence_high
YS,1,0,0.5307692307692308,0.5694444444444444,0.5393939393939394,0.5701754385964912,0.5465116279069767,0.4854368932038835
YS,1,1,0.5319693094629157,0.5416666666666666,0.5212121212121212,0.5964912280701754,0.55,0.4807692307692308
YS,1,2,0.5384615384615384,0.5205479452054794,0.5248447204968945,0.5867768595041323,0.5467836257309941,0.4811320754716981
YS,1,3,0.5298701298701298,0.5657894736842105,0.513595166163142,0.6050420168067226,0.5555555555555556,0.46808510638297873
YS,1,4,0.5364583333333334,0.5256410256410257,0.5274390243902439,0.5677966101694916,0.5348837209302325,0.5098039215686274
YS,1,5,0.5372750642673522,0.527027027027027,0.524390243902439,0.5798319327731093,0.5491329479768786,0.49019607843137253
YS,1,6,0.5282051282051282,0.5753424657534246,0.5274390243902439,0.5826086956521739,0.5513196480938416,0.4716981132075472
YS,1,7,0.5335051546391752,0.5540540540540541,0.5403726708074534,0.552,0.5497076023391813,0.49523809523809526
YS,1,8,0.5295629820051414,0.56,0.5389408099688473,0.56,0.5350877192982456,0.5384615384615384
YS,1,9,0.5338541666666666,0.5454545454545454,0.5316455696202531,0.5793650793650794,0.5433526011560693,0.504950495049505
YS,1,10,0.5297157622739018,0.5641025641025641,0.5457227138643068,0.5377358490566038,0.5459770114942529,0.4895833333333333
YS,1,11,0.5355329949238579,0.5507246376811594,0.5412844036697247,0.5384615384615384,0.5352112676056338,0.53125
YS,1,12,0.5360824742268041,0.5263157894736842,0.5258358662613982,0.5877192982456141,0.5478260869565217,0.4807692307692308
YS,1,13,0.5288220551378446,0.578125,0.5389221556886228,0.5535714285714286,0.5470085470085471,0.51
YS,1,14,0.5333333333333333,0.5555555555555556,0.544891640866873,0.5371900826446281,0.5425219941348973,0.4953271028037383
YS,1,15,0.5357142857142857,0.5352112676056338,0.536144578313253,0.5739130434782609,0.5331412103746398,0.5257731958762887
YS,1,16,0.537467700258398,0.52,0.5398773006134969,0.5416666666666666,0.5375722543352601,0.5252525252525253
YS,1,17,0.5357142857142857,0.5492957746478874,0.5438066465256798,0.5555555555555556,0.5425219941348973,0.4811320754716981
YS,1,18,0.5355329949238579,0.5507246376811594,0.5303030303030303,0.5701754385964912,0.5369318181818182,0.5161290322580645
YS,1,19,0.5294117647058824,0.5774647887323944,0.5317220543806647,0.584070796460177,0.5470085470085471,0.4742268041237113
YS,1,20,0.5297157622739018,0.56,0.5319148936170213,0.5726495726495726,0.5483870967741935,0.47572815533980584
YS,1,21,0.5301837270341208,0.5555555555555556,0.5347432024169184,0.5663716814159292,0.5527065527065527,0.47959183673469385
YS,1,22,0.5335051546391752,0.5466666666666666,0.5358255451713395,0.5564516129032258,0.5398230088495575,0.5145631067961165
YS,1,23,0.517948717948718,0.6301369863013698,0.5398773006134969,0.5583333333333333,0.5389048991354467,0.5
YS,1,24,0.5242966751918159,0.6,0.5319148936170213,0.5789473684210527,0.5362318840579711,0.5098039215686274
YS,1,25,0.539440203562341,0.5147058823529411,0.5197568389057751,0.5982905982905983,0.5393586005830904,0.5047619047619047
YS,1,26,0.5318066157760815,0.5416666666666666,0.5375375375375375,0.5779816513761468,0.5449275362318841,0.5
YS,1,27,0.5264483627204031,0.6060606060606061,0.5349544072948328,0.5565217391304348,0.546242774566474,0.48
YS,1,28,0.5319693094629157,0.5342465753424658,0.5396341463414634,0.5431034482758621,0.5457227138643068,0.5
YS,1,29,0.5376623376623376,0.5443037974683544,0.5292307692307693,0.5798319327731093,0.5488505747126436,0.48514851485148514
YS,1,30,0.5384615384615384,0.5205479452054794,0.5290519877675841,0.5847457627118644,0.5323529411764706,0.5094339622641509
YS,1,31,0.5347043701799485,0.547945205479452,0.5311572700296736,0.5688073394495413,0.5444126074498568,0.49
YS,1,32,0.5348837209302325,0.5405405405405406,0.5379939209726444,0.55,0.5373563218390804,0.5051546391752577
YS,1,33,0.5370843989769821,0.5138888888888888,0.5287009063444109,0.591304347826087,0.5411764705882353,0.49056603773584906
YS,1,34,0.5433673469387755,0.49295774647887325,0.5306748466257669,0.5785123966942148,0.5364431486880467,0.5242718446601942
YS,1,35,0.5335051546391752,0.547945205479452,0.5321100917431193,0.576271186440678,0.5449275362318841,0.5048543689320388
YS,1,36,0.5368956743002544,0.5555555555555556,0.5468277945619335,0.5603448275862069,0.5520231213872833,0.46534653465346537
YS,1,37,0.5335051546391752,0.5466666666666666,0.5396341463414634,0.5338983050847458,0.5344827586206896,0.5463917525773195
YS,1,38,0.537467700258398,0.5263157894736842,0.5446153846153846,0.5431034482758621,0.5462686567164179,0.5
YS,1,39,0.5265822784810127,0.5942028985507246,0.5426829268292683,0.5470085470085471,0.5454545454545454,0.49473684210526314
YS,1,40,0.5283505154639175,0.5753424657534246,0.5405405405405406,0.5398230088495575,0.5375722543352601,0.52
YS,1,41,0.5345268542199488,0.5492957746478874,0.5306748466257669,0.5798319327731093,0.5398230088495575,0.514018691588785
YS,1,42,0.5421994884910486,0.5,0.5384615384615384,0.5603448275862069,0.5514285714285714,0.4895833333333333
YS,1,43,0.5392405063291139,0.5428571428571428,0.534375,0.5655737704918032,0.5501432664756447,0.4791666666666667
YS,1,44,0.5414507772020726,0.5131578947368421,0.5281899109792285,0.5779816513761468,0.5409356725146199,0.5188679245283019
YS,1,45,0.5367088607594936,0.5373134328358209,0.5274390243902439,0.5726495726495726,0.5431034482758621,0.5102040816326531
YS,1,46,0.5268542199488491,0.5972222222222222,0.5335365853658537,0.5826086956521739,0.5352941176470588,0.5094339622641509
YS,1,47,0.5314136125654451,0.5487804878048781,0.5295950155763239,0.5634920634920635,0.5362318840579711,0.5247524752475248
YS,1,48,0.5355329949238579,0.5507246376811594,0.5303030303030303,0.5775862068965517,0.5436046511627907,0.5
YS,1,49,0.5378590078328982,0.5308641975308642,0.5279503105590062,0.5806451612903226,0.5358166189111748,0.5212765957446809
YS,1,50,0.5260416666666666,0.5822784810126582,0.5329153605015674,0.568,0.5327380952380952,0.5277777777777778
YS,1,51,0.5272727272727272,0.5769230769230769,0.5351681957186545,0.5619834710743802,0.5380116959064327,0.5047619047619047
YS,1,52,0.5440414507772021,0.49333333333333335,0.5457317073170732,0.5365853658536586,0.5433526011560693,0.5
YS,1,53,0.5382653061224489,0.5342465753424658,0.5337423312883436,0.5630252100840336,0.5375722543352601,0.5102040816326531
YS,1,54,0.5292620865139949,0.5735294117647058,0.5386996904024768,0.5537190082644629,0.5417867435158501,0.49
YS,1,55,0.5364583333333334,0.5256410256410257,0.5258358662613982,0.5897435897435898,0.5384615384615384,0.5
YS,1,56,0.5318066157760815,0.5492957746478874,0.5288753799392097,0.5826086956521739,0.5451895043731778,0.49
YS,1,57,0.5298701298701298,0.5657894736842105,0.5281899109792285,0.5794392523364486,0.5436046511627907,0.5
YS,1,58,0.5297157622739018,0.5657894736842105,0.5348101265822784,0.5703125,0.5323529411764706,0.5196078431372549
YS,1,59,0.5382653061224489,0.5285714285714286,0.5353846153846153,0.5833333333333334,0.5393586005830904,0.49504950495049505
YS,1,60,0.5331632653061225,0.5555555555555556,0.5435435435435435,0.5350877192982456,0.5465116279069767,0.5098039215686274
YS,1,61,0.5298701298701298,0.5657894736842105,0.5292307692307693,0.5798319327731093,0.54,0.4895833333333333
YS,1,62,0.5292620865139949,0.5774647887323944,0.5272727272727272,0.5862068965517241,0.521865889212828,0.5555555555555556
YS,1,63,0.5406091370558376,0.5,0.5303030303030303,0.584070796460177,0.5335276967930029,0.5339805825242718
YS,1,64,0.5413533834586466,0.5230769230769231,0.5272727272727272,0.5833333333333334,0.54,0.5
YS,1,65,0.5406091370558376,0.5211267605633803,0.5319148936170213,0.584070796460177,0.5465116279069767,0.4803921568627451
YS,1,66,0.5368956743002544,0.5492957746478874,0.5365853658536586,0.5603448275862069,0.538235294117647,0.51
YS,1,67,0.5297157622739018,0.5675675675675675,0.5384615384615384,0.5630252100840336,0.5470588235294118,0.5047619047619047
YS,1,68,0.5331632653061225,0.5492957746478874,0.5308641975308642,0.5833333333333334,0.5393586005830904,0.5142857142857142
YS,1,69,0.537467700258398,0.5263157894736842,0.5507692307692308,0.5338983050847458,0.5549295774647888,0.45054945054945056
YS,1,70,0.5345268542199488,0.5416666666666666,0.5396341463414634,0.55,0.5411764705882353,0.5094339622641509
YS,1,71,0.5307692307692308,0.5555555555555556,0.5288753799392097,0.5789473684210527,0.547550432276657,0.51
YS,1,72,0.5306122448979592,0.5633802816901409,0.5347432024169184,0.5701754385964912,0.5366568914956011,0.5238095238095238
YS,1,73,0.5352480417754569,0.5443037974683544,0.5339506172839507,0.5785123966942148,0.5491329479768786,0.49504950495049505
YS,1,74,0.5292620865139949,0.5571428571428572,0.5446153846153846,0.5416666666666666,0.5393586005830904,0.5050505050505051
