sub,window,fold,attention_high_cond_correct_low,attention_high_cond_correct_high,attention_high_cond_awareness_low,attention_high_cond_awareness_high,attention_high_cond_confidence_low,attention_high_cond_confidence_high
PC,1,0,0.5833333333333334,0.5460122699386503,0.5994152046783626,0.4453125,0.5598086124401914,0.5555555555555556
PC,1,1,0.5472972972972973,0.562111801242236,0.5897435897435898,0.46218487394957986,0.5305164319248826,0.5797665369649806
PC,1,2,0.5714285714285714,0.5506329113924051,0.5818713450292398,0.4921875,0.527363184079602,0.5799256505576208
PC,1,3,0.54421768707483,0.5634674922600619,0.5914285714285714,0.4583333333333333,0.5471698113207547,0.5658914728682171
PC,1,4,0.5436241610738255,0.5638629283489096,0.5884057971014492,0.472,0.5263157894736842,0.5823754789272031
PC,1,5,0.5517241379310345,0.56,0.5982404692082112,0.4496124031007752,0.5458937198067633,0.5665399239543726
PC,1,6,0.5510204081632653,0.5603715170278638,0.6023391812865497,0.4375,0.5576923076923077,0.5572519083969466
PC,1,7,0.5592105263157895,0.5566037735849056,0.5902578796561605,0.4628099173553719,0.5370370370370371,0.5748031496062992
PC,1,8,0.5448717948717948,0.5636942675159236,0.5952380952380952,0.4626865671641791,0.5476190476190477,0.5653846153846154
PC,1,9,0.5419354838709678,0.5650793650793651,0.5894428152492669,0.4728682170542636,0.5471698113207547,0.5658914728682171
PC,1,10,0.5472972972972973,0.562111801242236,0.5898203592814372,0.47794117647058826,0.5373831775700935,0.57421875
PC,1,11,0.551948051948052,0.560126582278481,0.5845272206303725,0.4793388429752066,0.5299539170506913,0.5810276679841897
PC,1,12,0.551948051948052,0.560126582278481,0.5941176470588235,0.46153846153846156,0.54337899543379,0.5697211155378487
PC,1,13,0.5675675675675675,0.5527950310559007,0.5862068965517241,0.47540983606557374,0.5392156862745098,0.5714285714285714
PC,1,14,0.5540540540540541,0.5590062111801242,0.5838150289017341,0.4838709677419355,0.5343137254901961,0.575187969924812
PC,1,15,0.5448275862068965,0.563076923076923,0.5930232558139535,0.4603174603174603,0.542713567839196,0.5682656826568265
PC,1,16,0.5436241610738255,0.5638629283489096,0.5860058309037901,0.48031496062992124,0.5238095238095238,0.5846153846153846
PC,1,17,0.535031847133758,0.5686900958466453,0.5865102639296188,0.4806201550387597,0.5240384615384616,0.583969465648855
PC,1,18,0.5666666666666667,0.553125,0.5982404692082112,0.4496124031007752,0.5497630331753555,0.5637065637065637
PC,1,19,0.54421768707483,0.5634674922600619,0.5797101449275363,0.496,0.5560747663551402,0.55859375
PC,1,20,0.5675675675675675,0.5527950310559007,0.5929203539823009,0.46564885496183206,0.5603864734299517,0.5551330798479087
PC,1,21,0.54,0.565625,0.5925925925925926,0.453781512605042,0.5352112676056338,0.5758754863813229
PC,1,22,0.5592105263157895,0.5566037735849056,0.5970588235294118,0.45384615384615384,0.5450236966824644,0.5675675675675675
PC,1,23,0.5704697986577181,0.5514018691588785,0.5828402366863905,0.49242424242424243,0.5450236966824644,0.5675675675675675
PC,1,24,0.5379310344827586,0.5661538461538461,0.5860058309037901,0.48031496062992124,0.5339805825242718,0.5757575757575758
PC,1,25,0.5460992907801419,0.5623100303951368,0.5860058309037901,0.48031496062992124,0.5406698564593302,0.5708812260536399
PC,1,26,0.5379310344827586,0.5661538461538461,0.5903954802259888,0.45689655172413796,0.5488372093023256,0.5647058823529412
PC,1,27,0.5547945205479452,0.558641975308642,0.5739130434782609,0.512,0.5497630331753555,0.5637065637065637
PC,1,28,0.541095890410959,0.5648148148148148,0.5843023255813954,0.48412698412698413,0.5529953917050692,0.5612648221343873
PC,1,29,0.5666666666666667,0.553125,0.5771428571428572,0.5,0.5263157894736842,0.5823754789272031
PC,1,30,0.5405405405405406,0.5652173913043478,0.5826086956521739,0.488,0.5406698564593302,0.5708812260536399
PC,1,31,0.5510204081632653,0.5603715170278638,0.5870206489675516,0.48091603053435117,0.5476190476190477,0.5653846153846154
PC,1,32,0.5816993464052288,0.5457413249211357,0.5895953757225434,0.46774193548387094,0.5384615384615384,0.5725190839694656
PC,1,33,0.5460526315789473,0.5628930817610063,0.5855072463768116,0.48,0.5211267605633803,0.5875486381322957
PC,1,34,0.5298013245033113,0.5705329153605015,0.5895953757225434,0.46774193548387094,0.5518867924528302,0.562015503875969
PC,1,35,0.5333333333333333,0.56875,0.5811209439528023,0.4961832061068702,0.5285714285714286,0.5807692307692308
PC,1,36,0.5466666666666666,0.5625,0.592375366568915,0.46511627906976744,0.5414634146341464,0.569811320754717
PC,1,37,0.5477707006369427,0.5623003194888179,0.591715976331361,0.4696969696969697,0.5633802816901409,0.5525291828793775
PC,1,38,0.5526315789473685,0.559748427672956,0.5843023255813954,0.48412698412698413,0.5545023696682464,0.5598455598455598
PC,1,39,0.5323741007194245,0.56797583081571,0.5865102639296188,0.4806201550387597,0.5320197044334976,0.5767790262172284
PC,1,40,0.5266666666666666,0.571875,0.5918367346938775,0.4645669291338583,0.5532994923857868,0.5604395604395604
PC,1,41,0.5616438356164384,0.5555555555555556,0.5845272206303725,0.4793388429752066,0.5260663507109005,0.583011583011583
PC,1,42,0.5263157894736842,0.5723270440251572,0.5867052023121387,0.47580645161290325,0.5355450236966824,0.5752895752895753
PC,1,43,0.547945205479452,0.5617283950617284,0.6005747126436781,0.4344262295081967,0.5514018691588785,0.5625
PC,1,44,0.5490196078431373,0.5615141955835962,0.5899705014749262,0.4732824427480916,0.5024630541871922,0.599250936329588
PC,1,45,0.5374149659863946,0.56656346749226,0.5830903790087464,0.4881889763779528,0.5384615384615384,0.5725190839694656
PC,1,46,0.5324675324675324,0.569620253164557,0.5784883720930233,0.5,0.5523809523809524,0.5615384615384615
PC,1,47,0.5547945205479452,0.558641975308642,0.5860058309037901,0.48031496062992124,0.5476190476190477,0.5653846153846154
PC,1,48,0.5436241610738255,0.5638629283489096,0.5885714285714285,0.4666666666666667,0.5420560747663551,0.5703125
PC,1,49,0.5555555555555556,0.558282208588957,0.5918367346938775,0.4645669291338583,0.5458937198067633,0.5665399239543726
PC,1,50,0.5655172413793104,0.5538461538461539,0.573134328358209,0.5185185185185185,0.5308056872037915,0.5791505791505791
PC,1,51,0.5652173913043478,0.5542168674698795,0.5855855855855856,0.48905109489051096,0.553921568627451,0.5601503759398496
PC,1,52,0.535031847133758,0.5686900958466453,0.5870206489675516,0.48091603053435117,0.5480769230769231,0.5648854961832062
PC,1,53,0.5483870967741935,0.5619047619047619,0.5801749271137027,0.49606299212598426,0.5566037735849056,0.5581395348837209
PC,1,54,0.5486111111111112,0.5613496932515337,0.5860058309037901,0.48031496062992124,0.5502392344497608,0.5632183908045977
PC,1,55,0.5379310344827586,0.5661538461538461,0.5867052023121387,0.47580645161290325,0.5422885572139303,0.5687732342007435
PC,1,56,0.527027027027027,0.5714285714285714,0.5911764705882353,0.46923076923076923,0.5384615384615384,0.5725190839694656
PC,1,57,0.5620915032679739,0.555205047318612,0.5813953488372093,0.49206349206349204,0.539906103286385,0.5719844357976653
