sub,window,fold,attention_high_cond_RT_correct_low,attention_high_cond_RT_correct_high,attention_high_cond_RT_awareness_low,attention_high_cond_RT_awareness_high,attention_high_cond_RT_confidence_low,attention_high_cond_RT_confidence_high
JZ,1,0,0.5393013100436681,0.6,0.5573770491803278,0.3235294117647059,0.5316742081447964,0.75
JZ,1,1,0.5361050328227571,0.7272727272727273,0.5539906103286385,0.35294117647058826,0.5384615384615384,0.5909090909090909
JZ,1,2,0.5374449339207048,0.6153846153846154,0.5509259259259259,0.3448275862068966,0.5391498881431768,0.5789473684210527
JZ,1,3,0.5382932166301969,0.6363636363636364,0.5610328638497653,0.3157894736842105,0.5306122448979592,0.75
JZ,1,4,0.5413043478260869,0.5,0.5601851851851852,0.29411764705882354,0.5401785714285714,0.5555555555555556
JZ,1,5,0.5339168490153173,0.8181818181818182,0.5571095571095571,0.3142857142857143,0.5363636363636364,0.64
JZ,1,6,0.5382932166301969,0.6,0.5545243619489559,0.36363636363636365,0.5325842696629214,0.7142857142857143
JZ,1,7,0.5350877192982456,0.7272727272727273,0.5514018691588785,0.375,0.5363636363636364,0.625
JZ,1,8,0.5374449339207048,0.6428571428571429,0.5560747663551402,0.37142857142857144,0.5328798185941043,0.7083333333333334
JZ,1,9,0.5361050328227571,0.7272727272727273,0.5571095571095571,0.3235294117647059,0.5339366515837104,0.6956521739130435
JZ,1,10,0.5393013100436681,0.6,0.5490654205607477,0.3939393939393939,0.5358744394618834,0.631578947368421
JZ,1,11,0.5382932166301969,0.6,0.5607476635514018,0.29411764705882354,0.5327313769751693,0.7142857142857143
JZ,1,12,0.5394736842105263,0.5833333333333334,0.5506912442396313,0.3870967741935484,0.5339366515837104,0.6818181818181818
JZ,1,13,0.5391304347826087,0.625,0.5506912442396313,0.39285714285714285,0.5334821428571429,0.7647058823529411
JZ,1,14,0.5384615384615384,0.6428571428571429,0.5594405594405595,0.30303030303030304,0.5382882882882883,0.5909090909090909
JZ,1,15,0.5350877192982456,0.7272727272727273,0.5498839907192575,0.375,0.5349887133182845,0.6818181818181818
JZ,1,16,0.5372807017543859,0.6363636363636364,0.5545243619489559,0.34375,0.5339366515837104,0.6818181818181818
JZ,1,17,0.5374449339207048,0.6153846153846154,0.550351288056206,0.4117647058823529,0.5351473922902494,0.6521739130434783
JZ,1,18,0.5393013100436681,0.5555555555555556,0.5586854460093896,0.3142857142857143,0.536036036036036,0.6666666666666666
JZ,1,19,0.5394736842105263,0.5833333333333334,0.5488372093023256,0.3870967741935484,0.5372460496613995,0.6363636363636364
JZ,1,20,0.5340659340659341,0.75,0.5547785547785548,0.35294117647058826,0.5339366515837104,0.7083333333333334
JZ,1,21,0.5403050108932462,0.5,0.5597189695550351,0.3142857142857143,0.5349887133182845,0.6666666666666666
JZ,1,22,0.5359477124183006,0.7777777777777778,0.5571095571095571,0.3333333333333333,0.5370786516853933,0.65
JZ,1,23,0.5414847161572053,0.5454545454545454,0.5560747663551402,0.3333333333333333,0.536036036036036,0.65
JZ,1,24,0.5382932166301969,0.6666666666666666,0.5560747663551402,0.3235294117647059,0.5381165919282511,0.631578947368421
JZ,1,25,0.5413043478260869,0.5555555555555556,0.5560747663551402,0.3125,0.536036036036036,0.6666666666666666
JZ,1,26,0.5372807017543859,0.6363636363636364,0.5560747663551402,0.3333333333333333,0.5346756152125279,0.7
JZ,1,27,0.5384615384615384,0.6153846153846154,0.5511627906976744,0.3548387096774194,0.536036036036036,0.6666666666666666
JZ,1,28,0.5350877192982456,0.7272727272727273,0.5547785547785548,0.38235294117647056,0.5372460496613995,0.6363636363636364
JZ,1,29,0.5350877192982456,0.75,0.5537383177570093,0.35294117647058826,0.5315315315315315,0.7619047619047619
JZ,1,30,0.5361050328227571,0.7272727272727273,0.5534883720930233,0.3548387096774194,0.5391498881431768,0.6
JZ,1,31,0.5364238410596026,0.6428571428571429,0.5566037735849056,0.35135135135135137,0.5316742081447964,0.6956521739130435
JZ,1,32,0.5372807017543859,0.6363636363636364,0.5571095571095571,0.3235294117647059,0.531390134529148,0.7894736842105263
JZ,1,33,0.5350877192982456,0.7272727272727273,0.5558139534883721,0.35294117647058826,0.5348314606741573,0.6666666666666666
JZ,1,34,0.5374449339207048,0.6428571428571429,0.5522041763341067,0.36666666666666664,0.5325842696629214,0.7391304347826086
JZ,1,35,0.5361050328227571,0.7,0.5454545454545454,0.4117647058823529,0.5306122448979592,0.7391304347826086
JZ,1,36,0.5350877192982456,0.7272727272727273,0.5519630484988453,0.3225806451612903,0.5336322869955157,0.7
JZ,1,37,0.5361050328227571,0.7272727272727273,0.5584112149532711,0.29411764705882354,0.5337837837837838,0.7142857142857143
JZ,1,38,0.5404814004376368,0.5454545454545454,0.5547785547785548,0.34375,0.5349887133182845,0.6818181818181818
JZ,1,39,0.5394736842105263,0.5454545454545454,0.5465116279069767,0.42424242424242425,0.5349887133182845,0.6818181818181818
JZ,1,40,0.5414847161572053,0.4444444444444444,0.5612009237875288,0.2727272727272727,0.5381165919282511,0.65
JZ,1,41,0.5372807017543859,0.6363636363636364,0.5496535796766744,0.41379310344827586,0.5334821428571429,0.6842105263157895
JZ,1,42,0.5384615384615384,0.6153846153846154,0.5552995391705069,0.2692307692307692,0.5374149659863946,0.625
JZ,1,43,0.5394736842105263,0.5833333333333334,0.5555555555555556,0.3548387096774194,0.5339366515837104,0.6956521739130435
JZ,1,44,0.537117903930131,0.6666666666666666,0.5552941176470588,0.3611111111111111,0.5316742081447964,0.6956521739130435
JZ,1,45,0.5369565217391304,0.75,0.5529953917050692,0.35714285714285715,0.5339366515837104,0.6956521739130435
JZ,1,46,0.5382932166301969,0.6363636363636364,0.558891454965358,0.26666666666666666,0.5325842696629214,0.75
JZ,1,47,0.5391304347826087,0.625,0.5519630484988453,0.3103448275862069,0.5334821428571429,0.75
JZ,1,48,0.5374449339207048,0.6153846153846154,0.5560747663551402,0.30303030303030304,0.5348314606741573,0.65
JZ,1,49,0.5404814004376368,0.5454545454545454,0.5498839907192575,0.3548387096774194,0.5372460496613995,0.6521739130434783
JZ,1,50,0.5372807017543859,0.6666666666666666,0.558891454965358,0.2903225806451613,0.5403587443946188,0.5714285714285714
JZ,1,51,0.5404814004376368,0.5833333333333334,0.5568445475638051,0.3,0.5351473922902494,0.6521739130434783
