sub,window,fold,success_high_cond_RT_correct_low,success_high_cond_RT_correct_high,success_high_cond_RT_awareness_low,success_high_cond_RT_awareness_high,success_high_cond_RT_confidence_low,success_high_cond_RT_confidence_high
NN,1,0,0.6,0.3949579831932773,0.604982206405694,0.3851851851851852,0.5565610859728507,0.4794520547945205
NN,1,1,0.5960264900662252,0.39215686274509803,0.6057347670250897,0.38848920863309355,0.5586854460093896,0.47619047619047616
NN,1,2,0.6083916083916084,0.40350877192982454,0.6,0.3958333333333333,0.5467289719626168,0.496551724137931
NN,1,3,0.6190476190476191,0.3490566037735849,0.6071428571428571,0.37857142857142856,0.5654205607476636,0.46
NN,1,4,0.59375,0.41739130434782606,0.5971223021582733,0.3986013986013986,0.5377358490566038,0.4774193548387097
NN,1,5,0.5858585858585859,0.41904761904761906,0.6048951048951049,0.3851851851851852,0.5488372093023256,0.4697986577181208
NN,1,6,0.5910652920962199,0.41964285714285715,0.5915492957746479,0.39552238805970147,0.5454545454545454,0.4794520547945205
NN,1,7,0.6041666666666666,0.39823008849557523,0.5929824561403508,0.3953488372093023,0.5566037735849056,0.5066666666666667
NN,1,8,0.6188811188811189,0.3644067796610169,0.6181818181818182,0.3695652173913043,0.5613207547169812,0.4805194805194805
NN,1,9,0.5919732441471572,0.4,0.5957446808510638,0.39285714285714285,0.5539906103286385,0.5102040816326531
NN,1,10,0.5944055944055944,0.42342342342342343,0.6007067137809188,0.3969465648854962,0.5355450236966824,0.5099337748344371
NN,1,11,0.6068965517241379,0.3944954128440367,0.5993031358885017,0.362962962962963,0.5560747663551402,0.4900662251655629
NN,1,12,0.6027874564459931,0.423728813559322,0.6213235294117647,0.375,0.580952380952381,0.45695364238410596
NN,1,13,0.5993150684931506,0.4090909090909091,0.6007067137809188,0.4090909090909091,0.5613207547169812,0.4864864864864865
NN,1,14,0.6082474226804123,0.39823008849557523,0.6,0.38235294117647056,0.568075117370892,0.48344370860927155
NN,1,15,0.6027874564459931,0.4107142857142857,0.5905797101449275,0.41379310344827586,0.5377777777777778,0.46808510638297873
NN,1,16,0.6095890410958904,0.37272727272727274,0.6129032258064516,0.38235294117647056,0.54337899543379,0.4966442953020134
NN,1,17,0.6027397260273972,0.38461538461538464,0.6079136690647482,0.40145985401459855,0.5305164319248826,0.4967741935483871
NN,1,18,0.6067796610169491,0.38317757009345793,0.5992779783393501,0.39568345323741005,0.5681818181818182,0.4563758389261745
NN,1,19,0.6013513513513513,0.39473684210526316,0.5957446808510638,0.3795620437956204,0.5475113122171946,0.49295774647887325
NN,1,20,0.5985915492957746,0.4065040650406504,0.594306049822064,0.4117647058823529,0.5509259259259259,0.48026315789473684
NN,1,21,0.5833333333333334,0.4358974358974359,0.5886524822695035,0.41353383458646614,0.5406698564593302,0.4866666666666667
NN,1,22,0.6041666666666666,0.41379310344827586,0.5909090909090909,0.38848920863309355,0.5523809523809524,0.49333333333333335
NN,1,23,0.593103448275862,0.44642857142857145,0.5871886120996441,0.41605839416058393,0.5296803652968036,0.5170068027210885
NN,1,24,0.5979381443298969,0.40707964601769914,0.6137184115523465,0.37857142857142856,0.5229357798165137,0.5266666666666666
NN,1,25,0.6067796610169491,0.38392857142857145,0.6205673758865248,0.3582089552238806,0.5534883720930233,0.46357615894039733
NN,1,26,0.5973597359735974,0.3942307692307692,0.6082474226804123,0.35766423357664234,0.5619469026548672,0.45925925925925926
NN,1,27,0.6047297297297297,0.38181818181818183,0.6064981949458483,0.391304347826087,0.5405405405405406,0.48299319727891155
NN,1,28,0.597972972972973,0.4036697247706422,0.5979020979020979,0.3851851851851852,0.5381165919282511,0.5172413793103449
NN,1,29,0.590443686006826,0.39655172413793105,0.5929824561403508,0.40298507462686567,0.5384615384615384,0.4931506849315068
NN,1,30,0.5856164383561644,0.45045045045045046,0.5985663082437276,0.40145985401459855,0.5391705069124424,0.4899328859060403
NN,1,31,0.5923344947735192,0.43103448275862066,0.6091549295774648,0.3609022556390977,0.5534883720930233,0.4897959183673469
NN,1,32,0.602112676056338,0.41739130434782606,0.6014492753623188,0.3732394366197183,0.5467289719626168,0.48299319727891155
NN,1,33,0.5949820788530465,0.42276422764227645,0.6199261992619927,0.36423841059602646,0.5446009389671361,0.5
NN,1,34,0.5986394557823129,0.38392857142857145,0.6070175438596491,0.35251798561151076,0.5357142857142857,0.5179856115107914
NN,1,35,0.6028368794326241,0.4117647058823529,0.6209386281588448,0.3805970149253731,0.5518867924528302,0.474025974025974
NN,1,36,0.6,0.3942307692307692,0.605072463768116,0.38686131386861317,0.5422222222222223,0.4857142857142857
NN,1,37,0.6035087719298246,0.40336134453781514,0.5942028985507246,0.4172661870503597,0.5384615384615384,0.4863013698630137
NN,1,38,0.6,0.37272727272727274,0.6134751773049646,0.36496350364963503,0.5486725663716814,0.5106382978723404
NN,1,39,0.6026936026936027,0.4,0.6083916083916084,0.3787878787878788,0.547945205479452,0.4892086330935252
NN,1,40,0.5782312925170068,0.4594594594594595,0.5842293906810035,0.4154929577464789,0.5267857142857143,0.5034013605442177
NN,1,41,0.5888501742160279,0.4358974358974359,0.5964285714285714,0.38571428571428573,0.5454545454545454,0.5163398692810458
NN,1,42,0.5979381443298969,0.41228070175438597,0.6063829787234043,0.38405797101449274,0.5436893203883495,0.4935897435897436
NN,1,43,0.6048109965635738,0.4017857142857143,0.60431654676259,0.3897058823529412,0.5450236966824644,0.4838709677419355
NN,1,44,0.5958188153310104,0.4298245614035088,0.6007067137809188,0.3805970149253731,0.5466666666666666,0.48299319727891155
NN,1,45,0.5884353741496599,0.4336283185840708,0.599290780141844,0.38405797101449274,0.5485436893203883,0.4966887417218543
NN,1,46,0.5925925925925926,0.4074074074074074,0.5985915492957746,0.40601503759398494,0.5475113122171946,0.5034965034965035
NN,1,47,0.5909090909090909,0.43478260869565216,0.5971731448763251,0.3795620437956204,0.5592417061611374,0.4966887417218543
NN,1,48,0.6068965517241379,0.4017094017094017,0.6137184115523465,0.3669064748201439,0.5687203791469194,0.4868421052631579
NN,1,49,0.593103448275862,0.42342342342342343,0.6042402826855123,0.37593984962406013,0.539906103286385,0.48366013071895425
NN,1,50,0.5878136200716846,0.4491525423728814,0.6088560885608856,0.4084507042253521,0.5446009389671361,0.4899328859060403
NN,1,51,0.5859649122807018,0.452991452991453,0.6086956521739131,0.38405797101449274,0.5308056872037915,0.5
NN,1,52,0.6047297297297297,0.41509433962264153,0.6145454545454545,0.37410071942446044,0.5633802816901409,0.47651006711409394
NN,1,53,0.593103448275862,0.41964285714285715,0.5859649122807018,0.39849624060150374,0.5471698113207547,0.4868421052631579
NN,1,54,0.5958904109589042,0.4,0.5993031358885017,0.3858267716535433,0.5391705069124424,0.4866666666666667
NN,1,55,0.5972696245733788,0.40350877192982454,0.5944055944055944,0.39097744360902253,0.5560747663551402,0.4827586206896552
NN,1,56,0.5966101694915255,0.4017857142857143,0.6022304832713755,0.4068965517241379,0.5462962962962963,0.4866666666666667
NN,1,57,0.5972222222222222,0.43478260869565216,0.5915492957746479,0.417910447761194,0.54337899543379,0.49324324324324326
NN,1,58,0.5951557093425606,0.40869565217391307,0.5913978494623656,0.4264705882352941,0.5525114155251142,0.48322147651006714
NN,1,59,0.5924657534246576,0.42016806722689076,0.5971731448763251,0.37681159420289856,0.5299539170506913,0.4896551724137931
NN,1,60,0.5924657534246576,0.4051724137931034,0.5935251798561151,0.4,0.5355450236966824,0.5095541401273885
NN,1,61,0.6006944444444444,0.40869565217391307,0.6071428571428571,0.36496350364963503,0.539906103286385,0.5031847133757962
NN,1,62,0.608540925266904,0.4297520661157025,0.6071428571428571,0.381294964028777,0.5388127853881278,0.5067567567567568
NN,1,63,0.5888501742160279,0.4369747899159664,0.6063829787234043,0.37777777777777777,0.5458715596330275,0.5202702702702703
NN,1,64,0.6089965397923875,0.3728813559322034,0.6134751773049646,0.3609022556390977,0.56,0.4791666666666667
NN,1,65,0.5777027027027027,0.42201834862385323,0.5907473309608541,0.3925925925925926,0.5244444444444445,0.5034013605442177
NN,1,66,0.593103448275862,0.42857142857142855,0.6029411764705882,0.3931034482758621,0.5305164319248826,0.5131578947368421
NN,1,67,0.6089965397923875,0.37815126050420167,0.604982206405694,0.3795620437956204,0.5467289719626168,0.4899328859060403
NN,1,68,0.5924657534246576,0.42105263157894735,0.6079136690647482,0.36428571428571427,0.5502392344497608,0.506578947368421
NN,1,69,0.5916955017301038,0.4336283185840708,0.607773851590106,0.37593984962406013,0.5539906103286385,0.5100671140939598
NN,1,70,0.5813148788927336,0.4369747899159664,0.6007194244604317,0.391304347826087,0.5428571428571428,0.487012987012987
NN,1,71,0.6083916083916084,0.4,0.5894736842105263,0.3939393939393939,0.5636363636363636,0.47297297297297297
NN,1,72,0.603448275862069,0.39823008849557523,0.5921985815602837,0.40601503759398494,0.5509259259259259,0.506578947368421
NN,1,73,0.613013698630137,0.3644067796610169,0.6042402826855123,0.3816793893129771,0.543778801843318,0.49333333333333335
NN,1,74,0.6167247386759582,0.3879310344827586,0.6020761245674741,0.3779527559055118,0.5727699530516432,0.4797297297297297
NN,1,75,0.5979020979020979,0.4152542372881356,0.5878136200716846,0.40875912408759124,0.5471698113207547,0.4810126582278481
NN,1,76,0.5958188153310104,0.4297520661157025,0.597864768683274,0.3805970149253731,0.5607476635514018,0.5066666666666667
NN,1,77,0.6027874564459931,0.4017094017094017,0.6181818181818182,0.3680555555555556,0.5631067961165048,0.5067567567567568
NN,1,78,0.6082474226804123,0.3963963963963964,0.6142857142857143,0.35251798561151076,0.5636363636363636,0.49295774647887325
NN,1,79,0.6027397260273972,0.4107142857142857,0.6134751773049646,0.3560606060606061,0.547945205479452,0.5103448275862069
NN,1,80,0.6048951048951049,0.39823008849557523,0.6142857142857143,0.352112676056338,0.5424528301886793,0.4897959183673469
NN,1,81,0.5972696245733788,0.4017857142857143,0.5971731448763251,0.38686131386861317,0.5381165919282511,0.4962962962962963
NN,1,82,0.5925925925925926,0.3963963963963964,0.6120996441281139,0.37037037037037035,0.5619469026548672,0.47297297297297297
NN,1,83,0.6068965517241379,0.41228070175438597,0.6115107913669064,0.36619718309859156,0.5518867924528302,0.49324324324324326
NN,1,84,0.6172413793103448,0.3783783783783784,0.6062717770034843,0.36496350364963503,0.5581395348837209,0.4966442953020134
NN,1,85,0.5979020979020979,0.4406779661016949,0.5857142857142857,0.41007194244604317,0.5446009389671361,0.4966442953020134
NN,1,86,0.6020761245674741,0.4152542372881356,0.6113074204946997,0.37777777777777777,0.5280373831775701,0.5138888888888888
NN,1,87,0.5807560137457045,0.45132743362831856,0.6028880866425993,0.38405797101449274,0.543778801843318,0.5133333333333333
NN,1,88,0.6006944444444444,0.41964285714285715,0.5944055944055944,0.375,0.5488372093023256,0.4899328859060403
NN,1,89,0.6055363321799307,0.38596491228070173,0.59375,0.38345864661654133,0.5492957746478874,0.48366013071895425
NN,1,90,0.587248322147651,0.41818181818181815,0.5857142857142857,0.42028985507246375,0.5483870967741935,0.4934210526315789
NN,1,91,0.593103448275862,0.4298245614035088,0.6028880866425993,0.3819444444444444,0.5592417061611374,0.4768211920529801
NN,1,92,0.6013986013986014,0.4051724137931034,0.6123188405797102,0.3900709219858156,0.5509259259259259,0.4722222222222222
NN,1,93,0.6020761245674741,0.415929203539823,0.60431654676259,0.38405797101449274,0.5534883720930233,0.5033557046979866
NN,1,94,0.6013745704467354,0.3879310344827586,0.5985663082437276,0.4028776978417266,0.5576036866359447,0.49333333333333335
NN,1,95,0.6027874564459931,0.41228070175438597,0.6099290780141844,0.36363636363636365,0.5377358490566038,0.5131578947368421
NN,1,96,0.6013986013986014,0.40869565217391307,0.6107142857142858,0.3695652173913043,0.5450236966824644,0.49673202614379086
NN,1,97,0.593103448275862,0.4188034188034188,0.5964912280701754,0.37777777777777777,0.539906103286385,0.4896551724137931
NN,1,98,0.607773851590106,0.3949579831932773,0.594306049822064,0.41353383458646614,0.539906103286385,0.49324324324324326
