sub,window,fold,attention_high_cond_correct_low,attention_high_cond_correct_high,attention_high_cond_awareness_low,attention_high_cond_awareness_high,attention_high_cond_confidence_low,attention_high_cond_confidence_high
AS,1,0,0.38202247191011235,0.5328083989501312,0.25,0.5837988826815642,0.3181818181818182,0.6156462585034014
AS,1,1,0.4175824175824176,0.525065963060686,0.2807017543859649,0.5758426966292135,0.3275862068965517,0.6081081081081081
AS,1,2,0.3763440860215054,0.5358090185676393,0.25225225225225223,0.5821727019498607,0.3179190751445087,0.6127946127946128
AS,1,3,0.3956043956043956,0.5303430079155673,0.26785714285714285,0.5782122905027933,0.32947976878612717,0.6060606060606061
AS,1,4,0.3958333333333333,0.5320855614973262,0.2636363636363636,0.5777777777777777,0.34911242603550297,0.5913621262458472
AS,1,5,0.42857142857142855,0.5224274406332454,0.2796610169491525,0.5795454545454546,0.3333333333333333,0.6132404181184669
AS,1,6,0.38461538461538464,0.5329815303430079,0.24761904761904763,0.5780821917808219,0.3216374269005848,0.6086956521739131
AS,1,7,0.36666666666666664,0.5368421052631579,0.2605042016806723,0.5868945868945868,0.31521739130434784,0.6258741258741258
AS,1,8,0.4166666666666667,0.5267379679144385,0.25,0.5837988826815642,0.3202247191011236,0.6164383561643836
AS,1,9,0.40217391304347827,0.5291005291005291,0.2807017543859649,0.5758426966292135,0.35260115606936415,0.5925925925925926
AS,1,10,0.4166666666666667,0.5267379679144385,0.24770642201834864,0.5817174515235457,0.30994152046783624,0.6153846153846154
AS,1,11,0.38461538461538464,0.5329815303430079,0.2542372881355932,0.5880681818181818,0.3076923076923077,0.6284722222222222
AS,1,12,0.4111111111111111,0.5263157894736842,0.25471698113207547,0.5769230769230769,0.3313953488372093,0.6040268456375839
AS,1,13,0.40217391304347827,0.5291005291005291,0.25663716814159293,0.5826330532212886,0.3176470588235294,0.61
AS,1,14,0.43010752688172044,0.5225464190981433,0.2803738317757009,0.5702479338842975,0.35260115606936415,0.5925925925925926
