sub,window,fold,success_high_cond_RT_correct_low,success_high_cond_RT_correct_high,success_high_cond_RT_awareness_low,success_high_cond_RT_awareness_high,success_high_cond_RT_confidence_low,success_high_cond_RT_confidence_high
MP2,1,0,0.36716417910447763,0.26865671641791045,0.3931034482758621,0.3333333333333333,0.3373134328358209,0.2564102564102564
MP2,1,1,0.3620178041543027,0.29411764705882354,0.3879598662207358,0.27419354838709675,0.3413173652694611,0.2564102564102564
MP2,1,2,0.3614457831325301,0.2916666666666667,0.37966101694915255,0.359375,0.3323262839879154,0.2891566265060241
MP2,1,3,0.3515151515151515,0.34285714285714286,0.38461538461538464,0.36666666666666664,0.32326283987915405,0.3125
MP2,1,4,0.3649851632047478,0.2727272727272727,0.38305084745762713,0.3442622950819672,0.331306990881459,0.2976190476190476
MP2,1,5,0.3498542274052478,0.30303030303030304,0.3783783783783784,0.3968253968253968,0.3323262839879154,0.26506024096385544
MP2,1,6,0.3611940298507463,0.3188405797101449,0.375,0.38235294117647056,0.3333333333333333,0.31645569620253167
MP2,1,7,0.3473053892215569,0.32,0.37209302325581395,0.36507936507936506,0.32142857142857145,0.3076923076923077
MP2,1,8,0.3644578313253012,0.2878787878787879,0.3945578231292517,0.3114754098360656,0.32727272727272727,0.3048780487804878
MP2,1,9,0.35276967930029157,0.328125,0.37748344370860926,0.3384615384615385,0.3282674772036474,0.29411764705882354
MP2,1,10,0.3633633633633634,0.27941176470588236,0.38461538461538464,0.3181818181818182,0.3373134328358209,0.2987012987012987
MP2,1,11,0.35735735735735735,0.30434782608695654,0.3864406779661017,0.32786885245901637,0.3253012048192771,0.2926829268292683
MP2,1,12,0.3609467455621302,0.29411764705882354,0.3890784982935154,0.3125,0.3404255319148936,0.2716049382716049
MP2,1,13,0.3480825958702065,0.3333333333333333,0.3771043771043771,0.36764705882352944,0.3293768545994065,0.2839506172839506
MP2,1,14,0.3582089552238806,0.30434782608695654,0.3875432525951557,0.3188405797101449,0.33433734939759036,0.27380952380952384
MP2,1,15,0.36666666666666664,0.2676056338028169,0.3888888888888889,0.3235294117647059,0.33534743202416917,0.27848101265822783
MP2,1,16,0.3588235294117647,0.29411764705882354,0.3815789473684211,0.2982456140350877,0.3303834808259587,0.2911392405063291
MP2,1,17,0.3548387096774194,0.2835820895522388,0.38562091503267976,0.3125,0.3484848484848485,0.2682926829268293
MP2,1,18,0.36036036036036034,0.30434782608695654,0.3898305084745763,0.35294117647058826,0.338368580060423,0.28205128205128205
MP2,1,19,0.35365853658536583,0.34285714285714286,0.3848797250859107,0.3333333333333333,0.3343558282208589,0.3058823529411765
MP2,1,20,0.35693215339233036,0.3283582089552239,0.38175675675675674,0.359375,0.3303303303303303,0.2988505747126437
MP2,1,21,0.3560830860534125,0.30434782608695654,0.38127090301003347,0.3387096774193548,0.3333333333333333,0.28735632183908044
MP2,1,22,0.3548387096774194,0.328125,0.38047138047138046,0.3333333333333333,0.3393939393939394,0.27710843373493976
MP2,1,23,0.3567251461988304,0.3,0.3848797250859107,0.3188405797101449,0.3373860182370821,0.2727272727272727
MP2,1,24,0.3592814371257485,0.28169014084507044,0.3877551020408163,0.3333333333333333,0.3424242424242424,0.26744186046511625
MP2,1,25,0.35311572700296734,0.31343283582089554,0.37919463087248323,0.3484848484848485,0.3323076923076923,0.29069767441860467
MP2,1,26,0.35347432024169184,0.3194444444444444,0.3843537414965986,0.3492063492063492,0.3230769230769231,0.32941176470588235
MP2,1,27,0.35798816568047337,0.29411764705882354,0.376271186440678,0.3333333333333333,0.331306990881459,0.2682926829268293
MP2,1,28,0.36716417910447763,0.2835820895522388,0.38461538461538464,0.35384615384615387,0.3343465045592705,0.2682926829268293
MP2,1,29,0.35398230088495575,0.3,0.3741496598639456,0.3787878787878788,0.3353658536585366,0.2823529411764706
MP2,1,30,0.3614457831325301,0.28169014084507044,0.3848797250859107,0.36065573770491804,0.3333333333333333,0.2682926829268293
MP2,1,31,0.34911242603550297,0.32432432432432434,0.37333333333333335,0.36507936507936506,0.3303303303303303,0.27710843373493976
MP2,1,32,0.3611940298507463,0.29411764705882354,0.3793103448275862,0.37142857142857144,0.34355828220858897,0.25301204819277107
MP2,1,33,0.3489736070381232,0.3333333333333333,0.3787375415282392,0.34375,0.33532934131736525,0.25882352941176473
MP2,1,34,0.35964912280701755,0.2923076923076923,0.3745819397993311,0.35294117647058826,0.3313782991202346,0.29333333333333333
MP2,1,35,0.35735735735735735,0.3013698630136986,0.3854166666666667,0.35294117647058826,0.338368580060423,0.25
MP2,1,36,0.35988200589970504,0.296875,0.378839590443686,0.3709677419354839,0.3393939393939394,0.2716049382716049
MP2,1,37,0.35522388059701493,0.3283582089552239,0.3825503355704698,0.3548387096774194,0.3283582089552239,0.3
MP2,1,38,0.36036036036036034,0.30985915492957744,0.38175675675675674,0.359375,0.3402985074626866,0.26506024096385544
MP2,1,39,0.36227544910179643,0.2753623188405797,0.3864406779661017,0.34328358208955223,0.3303303303303303,0.2839506172839506
