sub,window,fold,success_high_cond_correct_low,success_high_cond_correct_high,success_high_cond_awareness_low,success_high_cond_awareness_high,success_high_cond_confidence_low,success_high_cond_confidence_high
HB,1,0,0.6222222222222222,0.6763157894736842,0.5972222222222222,0.7244094488188977,0.5824175824175825,0.71875
HB,1,1,0.5934065934065934,0.683377308707124,0.6126126126126126,0.7137096774193549,0.575,0.7333333333333333
HB,1,2,0.6179775280898876,0.6771653543307087,0.6116071428571429,0.7154471544715447,0.5783783783783784,0.7228070175438597
HB,1,3,0.5909090909090909,0.6832460732984293,0.6238532110091743,0.7023809523809523,0.5828877005347594,0.7208480565371025
HB,1,4,0.5955056179775281,0.6824146981627297,0.6008771929824561,0.7272727272727273,0.583756345177665,0.7252747252747253
HB,1,5,0.6086956521739131,0.6798941798941799,0.625,0.7007874015748031,0.5870646766169154,0.724907063197026
HB,1,6,0.5978260869565217,0.6825396825396826,0.6133333333333333,0.7142857142857143,0.599009900990099,0.7164179104477612
HB,1,7,0.6630434782608695,0.6666666666666666,0.6116071428571429,0.7154471544715447,0.5862068965517241,0.7265917602996255
HB,1,8,0.6129032258064516,0.6790450928381963,0.6143497757847534,0.7125506072874493,0.5757575757575758,0.7316176470588235
HB,1,9,0.5897435897435898,0.6811224489795918,0.6181818181818182,0.708,0.5810055865921788,0.718213058419244
HB,1,10,0.6,0.6815789473684211,0.59375,0.7317073170731707,0.57,0.737037037037037
HB,1,11,0.5888888888888889,0.6842105263157895,0.5938864628820961,0.7344398340248963,0.581151832460733,0.7240143369175627
HB,1,12,0.6382978723404256,0.6728723404255319,0.6210045662100456,0.7051792828685259,0.5978835978835979,0.7117437722419929
HB,1,13,0.6235294117647059,0.6753246753246753,0.6098654708520179,0.7165991902834008,0.5989583333333334,0.7122302158273381
HB,1,14,0.6,0.6805194805194805,0.6197183098591549,0.7042801556420234,0.5842105263157895,0.7214285714285714
HB,1,15,0.6129032258064516,0.6790450928381963,0.6106194690265486,0.7172131147540983,0.5736040609137056,0.7326007326007326
HB,1,16,0.5955056179775281,0.6824146981627297,0.6035242290748899,0.7242798353909465,0.574468085106383,0.7269503546099291
HB,1,17,0.65,0.6692307692307692,0.6339285714285714,0.6951219512195121,0.5873015873015873,0.7188612099644128
HB,1,18,0.6451612903225806,0.6710875331564987,0.6136363636363636,0.712,0.5863874345549738,0.7204301075268817
HB,1,19,0.627906976744186,0.6744791666666666,0.6175115207373272,0.7075098814229249,0.574468085106383,0.7269503546099291
HB,1,20,0.5730337078651685,0.6876640419947506,0.6026200873362445,0.7261410788381742,0.5583756345177665,0.7435897435897436
