sub,window,fold,attention_high_cond_RT_correct_low,attention_high_cond_RT_correct_high,attention_high_cond_RT_awareness_low,attention_high_cond_RT_awareness_high,attention_high_cond_RT_confidence_low,attention_high_cond_RT_confidence_high
PC,1,0,0.5514705882352942,0.625,0.558641975308642,0.5688073394495413,0.5648148148148148,0.4666666666666667
PC,1,1,0.5526315789473685,0.6470588235294118,0.5548780487804879,0.5740740740740741,0.5623529411764706,0.4864864864864865
PC,1,2,0.559322033898305,0.5526315789473685,0.5460122699386503,0.5818181818181818,0.5674418604651162,0.4375
PC,1,3,0.5563725490196079,0.6097560975609756,0.5555555555555556,0.5643564356435643,0.5604651162790698,0.5142857142857142
PC,1,4,0.559322033898305,0.5714285714285714,0.5519287833827893,0.5876288659793815,0.5651162790697675,0.48484848484848486
PC,1,5,0.5498783454987834,0.6666666666666666,0.5558912386706949,0.5728155339805825,0.5620608899297423,0.4722222222222222
PC,1,6,0.5525672371638142,0.625,0.571875,0.543859649122807,0.5651162790697675,0.46875
PC,1,7,0.5544794188861986,0.6052631578947368,0.5684523809523809,0.5555555555555556,0.5604651162790698,0.5151515151515151
PC,1,8,0.5472154963680388,0.6666666666666666,0.5462962962962963,0.6126126126126126,0.5617715617715617,0.5
PC,1,9,0.5507246376811594,0.6486486486486487,0.5541795665634675,0.5779816513761468,0.5620608899297423,0.5
PC,1,10,0.5476772616136919,0.6190476190476191,0.5579937304075235,0.5575221238938053,0.5655172413793104,0.42857142857142855
PC,1,11,0.549636803874092,0.6666666666666666,0.5501519756838906,0.5607476635514018,0.5667447306791569,0.45714285714285713
PC,1,12,0.5571776155717761,0.5365853658536586,0.565625,0.5391304347826087,0.5586206896551724,0.5
PC,1,13,0.563855421686747,0.5277777777777778,0.544891640866873,0.5963302752293578,0.5638051044083526,0.45454545454545453
PC,1,14,0.5544794188861986,0.6052631578947368,0.5548780487804879,0.5754716981132075,0.5661252900232019,0.47058823529411764
PC,1,15,0.5463414634146342,0.65,0.5538461538461539,0.5545454545454546,0.5604651162790698,0.5151515151515151
PC,1,16,0.5569007263922519,0.6153846153846154,0.5572755417956656,0.5504587155963303,0.5687645687645687,0.42424242424242425
PC,1,17,0.5492610837438424,0.5869565217391305,0.5632530120481928,0.5514018691588785,0.5606407322654462,0.5
PC,1,18,0.5507246376811594,0.625,0.5585585585585585,0.5412844036697247,0.5658198614318707,0.5
PC,1,19,0.5525672371638142,0.65,0.5649546827794562,0.5566037735849056,0.5622119815668203,0.4838709677419355
PC,1,20,0.5507246376811594,0.6,0.5545454545454546,0.5849056603773585,0.5584112149532711,0.5428571428571428
PC,1,21,0.5501222493887531,0.6190476190476191,0.5515151515151515,0.5728155339805825,0.5552995391705069,0.5517241379310345
PC,1,22,0.5518072289156627,0.631578947368421,0.54858934169279,0.5775862068965517,0.568445475638051,0.41935483870967744
PC,1,23,0.5493975903614458,0.6388888888888888,0.5504587155963303,0.5619047619047619,0.5641025641025641,0.5
PC,1,24,0.5490196078431373,0.6585365853658537,0.5498489425981873,0.6116504854368932,0.5594405594405595,0.5294117647058824
PC,1,25,0.5579710144927537,0.5882352941176471,0.5592705167173252,0.5660377358490566,0.5578703703703703,0.5333333333333333
PC,1,26,0.5514705882352942,0.6190476190476191,0.5568862275449101,0.5784313725490197,0.5633802816901409,0.5
PC,1,27,0.5436893203883495,0.6842105263157895,0.5568862275449101,0.5794392523364486,0.5632183908045977,0.4482758620689655
PC,1,28,0.5547445255474452,0.5897435897435898,0.5460122699386503,0.5943396226415094,0.5545243619489559,0.5588235294117647
PC,1,29,0.542997542997543,0.6444444444444445,0.5602409638554217,0.5428571428571428,0.5625,0.5
PC,1,30,0.5579710144927537,0.5675675675675675,0.5621301775147929,0.5588235294117647,0.568075117370892,0.4444444444444444
PC,1,31,0.5579710144927537,0.6052631578947368,0.5572289156626506,0.5871559633027523,0.5654205607476636,0.4857142857142857
PC,1,32,0.5485436893203883,0.6486486486486487,0.5603715170278638,0.5663716814159292,0.5674418604651162,0.45714285714285713
PC,1,33,0.551219512195122,0.6097560975609756,0.5617283950617284,0.5607476635514018,0.5630841121495327,0.5
PC,1,34,0.5547445255474452,0.5789473684210527,0.5718654434250765,0.5277777777777778,0.5591647331786543,0.5625
PC,1,35,0.5472154963680388,0.6410256410256411,0.5505952380952381,0.5643564356435643,0.5601851851851852,0.5172413793103449
PC,1,36,0.5547445255474452,0.625,0.5598802395209581,0.5490196078431373,0.5581395348837209,0.53125
PC,1,37,0.5523114355231143,0.6097560975609756,0.5615615615615616,0.5566037735849056,0.5641025641025641,0.4857142857142857
PC,1,38,0.5531400966183575,0.5945945945945946,0.5626911314984709,0.5454545454545454,0.5578703703703703,0.53125
PC,1,39,0.5533980582524272,0.6052631578947368,0.5645645645645646,0.5523809523809524,0.5625,0.5
PC,1,40,0.5523114355231143,0.6341463414634146,0.5602409638554217,0.5631067961165048,0.5614849187935035,0.5
PC,1,41,0.5563725490196079,0.5952380952380952,0.5421686746987951,0.6,0.5604651162790698,0.48484848484848486
PC,1,42,0.5513126491646778,0.6,0.5559006211180124,0.5727272727272728,0.5560640732265446,0.5555555555555556
PC,1,43,0.5609756097560976,0.5384615384615384,0.5558912386706949,0.5619047619047619,0.5617715617715617,0.48484848484848486
PC,1,44,0.5528846153846154,0.6,0.5558912386706949,0.5607476635514018,0.5664335664335665,0.47058823529411764
PC,1,45,0.5476772616136919,0.6097560975609756,0.557632398753894,0.5446428571428571,0.5654205607476636,0.45454545454545453
PC,1,46,0.5432692307692307,0.6944444444444444,0.5585585585585585,0.5576923076923077,0.5607476635514018,0.5294117647058824
PC,1,47,0.5542168674698795,0.6,0.5596330275229358,0.5607476635514018,0.5625,0.5161290322580645
PC,1,48,0.5485436893203883,0.6578947368421053,0.5615615615615616,0.5643564356435643,0.5601851851851852,0.5172413793103449
PC,1,49,0.551980198019802,0.6046511627906976,0.5579268292682927,0.5688073394495413,0.5627906976744186,0.46875
PC,1,50,0.5590361445783133,0.5641025641025641,0.5545171339563862,0.5727272727272728,0.5581395348837209,0.53125
PC,1,51,0.5563725490196079,0.5609756097560976,0.5644171779141104,0.5504587155963303,0.5614849187935035,0.5
PC,1,52,0.5542168674698795,0.6,0.5606060606060606,0.5480769230769231,0.5614849187935035,0.5454545454545454
PC,1,53,0.5474452554744526,0.6341463414634146,0.5545454545454546,0.5849056603773585,0.5658198614318707,0.42857142857142855
PC,1,54,0.5563549160671463,0.5833333333333334,0.5508982035928144,0.5865384615384616,0.5638051044083526,0.4838709677419355
PC,1,55,0.5472154963680388,0.631578947368421,0.5465465465465466,0.59,0.5687645687645687,0.4411764705882353
PC,1,56,0.5447941888619855,0.7,0.5608308605341247,0.5643564356435643,0.5604651162790698,0.5151515151515151
PC,1,57,0.5560975609756098,0.6,0.5572289156626506,0.5784313725490197,0.5604651162790698,0.5
PC,1,58,0.5526315789473685,0.6,0.5552147239263804,0.5660377358490566,0.5627906976744186,0.4838709677419355
PC,1,59,0.5498783454987834,0.6,0.551829268292683,0.5740740740740741,0.562929061784897,0.4642857142857143
PC,1,60,0.5552825552825553,0.5853658536585366,0.5626911314984709,0.5607476635514018,0.5657276995305164,0.4722222222222222
PC,1,61,0.5576923076923077,0.5555555555555556,0.5538461538461539,0.5740740740740741,0.558891454965358,0.5333333333333333
PC,1,62,0.551219512195122,0.6428571428571429,0.5626911314984709,0.5545454545454546,0.5614849187935035,0.46875
PC,1,63,0.5552884615384616,0.5833333333333334,0.5548780487804879,0.5700934579439252,0.5571095571095571,0.5454545454545454
PC,1,64,0.5550122249388753,0.5641025641025641,0.5696594427244582,0.5221238938053098,0.568445475638051,0.45454545454545453
PC,1,65,0.5585365853658537,0.575,0.5602409638554217,0.5370370370370371,0.5571095571095571,0.5454545454545454
PC,1,66,0.5491606714628298,0.631578947368421,0.5538922155688623,0.5576923076923077,0.5609195402298851,0.5
PC,1,67,0.5587529976019184,0.5757575757575758,0.551829268292683,0.5794392523364486,0.5704387990762124,0.3870967741935484
PC,1,68,0.5558252427184466,0.6,0.5524691358024691,0.5803571428571429,0.5597189695550351,0.5142857142857142
PC,1,69,0.5558252427184466,0.5897435897435898,0.5527950310559007,0.5688073394495413,0.5644028103044496,0.4857142857142857
