sub,window,fold,success_high_cond_correct_low,success_high_cond_correct_high,success_high_cond_awareness_low,success_high_cond_awareness_high,success_high_cond_confidence_low,success_high_cond_confidence_high,success_high_cond_RT_correct_low,success_high_cond_RT_correct_high,success_high_cond_RT_awareness_low,success_high_cond_RT_awareness_high,success_high_cond_RT_confidence_low,success_high_cond_RT_confidence_high
CL,1,0,0.14388489208633093,0.256797583081571,0.06504065040650407,0.39732142857142855,0.09634551495016612,0.44970414201183434,0.39869281045751637,0.18478260869565216,0.3470319634703196,0.12,0.313953488372093,0.1935483870967742
CL,1,1,0.14615384615384616,0.2529411764705882,0.05761316872427984,0.4008810572687225,0.07849829351535836,0.4632768361581921,0.4064516129032258,0.18579234972677597,0.36363636363636365,0.09803921568627451,0.31446540880503143,0.21212121212121213
CL,1,2,0.15555555555555556,0.2507462686567164,0.07531380753138076,0.37662337662337664,0.09302325581395349,0.4556213017751479,0.40540540540540543,0.17553191489361702,0.3456221198156682,0.11538461538461539,0.32515337423312884,0.20408163265306123
CL,1,3,0.13636363636363635,0.257396449704142,0.0546218487394958,0.39655172413793105,0.08417508417508418,0.4624277456647399,0.4117647058823529,0.18085106382978725,0.3644859813084112,0.11926605504587157,0.33125,0.20418848167539266
CL,1,4,0.109375,0.26608187134502925,0.07024793388429752,0.38596491228070173,0.08080808080808081,0.4682080924855491,0.3790849673202614,0.21311475409836064,0.35454545454545455,0.10909090909090909,0.3128834355828221,0.20855614973262032
CL,1,5,0.11627906976744186,0.26392961876832843,0.058577405857740586,0.3939393939393939,0.087248322147651,0.45930232558139533,0.4014084507042254,0.19270833333333334,0.3584905660377358,0.12264150943396226,0.3333333333333333,0.19597989949748743
CL,1,6,0.15267175572519084,0.25073746312684364,0.06837606837606838,0.3771186440677966,0.08904109589041095,0.4438202247191011,0.391025641025641,0.1912568306010929,0.3424657534246575,0.12844036697247707,0.3167701863354037,0.22105263157894736
CL,1,7,0.15,0.24857142857142858,0.061224489795918366,0.4,0.07903780068728522,0.4581005586592179,0.41935483870967744,0.16756756756756758,0.37142857142857144,0.11607142857142858,0.3416149068322981,0.19576719576719576
CL,1,8,0.13533834586466165,0.258160237388724,0.058577405857740586,0.3939393939393939,0.08389261744966443,0.46511627906976744,0.4228187919463087,0.17277486910994763,0.36666666666666664,0.10091743119266056,0.3212121212121212,0.20304568527918782
CL,1,9,0.13533834586466165,0.258160237388724,0.07346938775510205,0.38666666666666666,0.09,0.4588235294117647,0.41333333333333333,0.17204301075268819,0.3444976076555024,0.12037037037037036,0.3333333333333333,0.17857142857142858
