sub,window,fold,attention_high_cond_correct_low,attention_high_cond_correct_high,attention_high_cond_awareness_low,attention_high_cond_awareness_high,attention_high_cond_confidence_low,attention_high_cond_confidence_high
OS,1,0,0.46357615894039733,0.4231974921630094,0.4322916666666667,0.45348837209302323,0.39285714285714285,0.44972067039106145
OS,1,1,0.47368421052631576,0.41823899371069184,0.43271767810026385,0.45054945054945056,0.3813559322033898,0.45454545454545453
OS,1,2,0.4506172839506173,0.42857142857142855,0.4322916666666667,0.45348837209302323,0.40350877192982454,0.44662921348314605
OS,1,3,0.46296296296296297,0.42207792207792205,0.4293193717277487,0.4659090909090909,0.39473684210526316,0.449438202247191
OS,1,4,0.44970414201183434,0.42857142857142855,0.43386243386243384,0.44565217391304346,0.3783783783783784,0.45403899721448465
OS,1,5,0.46706586826347307,0.41914191419141916,0.4296875,0.46511627906976744,0.36936936936936937,0.4568245125348189
OS,1,6,0.44970414201183434,0.42857142857142855,0.4348958333333333,0.4418604651162791,0.41379310344827586,0.4435028248587571
OS,1,7,0.4394904458598726,0.43450479233226835,0.4251968503937008,0.48314606741573035,0.3793103448275862,0.4548022598870056
OS,1,8,0.43312101910828027,0.43769968051118213,0.4342105263157895,0.4444444444444444,0.36633663366336633,0.45528455284552843
OS,1,9,0.41358024691358025,0.44805194805194803,0.42933333333333334,0.4631578947368421,0.4017857142857143,0.44692737430167595
OS,1,10,0.4117647058823529,0.4479495268138801,0.4244031830238727,0.4838709677419355,0.3644859813084112,0.4573002754820937
OS,1,11,0.47096774193548385,0.41904761904761906,0.424,0.4842105263157895,0.3879310344827586,0.4519774011299435
OS,1,12,0.45962732919254656,0.42394822006472493,0.43271767810026385,0.45054945054945056,0.43636363636363634,0.4361111111111111
OS,1,13,0.44516129032258067,0.43174603174603177,0.42216358839050133,0.4945054945054945,0.39473684210526316,0.449438202247191
OS,1,14,0.46496815286624205,0.4217252396166134,0.431266846361186,0.45454545454545453,0.4224137931034483,0.4406779661016949
OS,1,15,0.44936708860759494,0.42948717948717946,0.4199475065616798,0.5056179775280899,0.4,0.447887323943662
OS,1,16,0.4375,0.43548387096774194,0.42480211081794195,0.4835164835164835,0.38181818181818183,0.4527777777777778
OS,1,17,0.44370860927152317,0.43260188087774293,0.42592592592592593,0.4782608695652174,0.3739130434782609,0.4563380281690141
OS,1,18,0.4551282051282051,0.4267515923566879,0.4342105263157895,0.4444444444444444,0.37962962962962965,0.4530386740331492
OS,1,19,0.46296296296296297,0.42207792207792205,0.4365079365079365,0.43478260869565216,0.40707964601769914,0.44537815126050423
OS,1,20,0.45625,0.4258064516129032,0.43271767810026385,0.45054945054945056,0.40350877192982454,0.44662921348314605
OS,1,21,0.45751633986928103,0.42586750788643535,0.4308510638297872,0.4574468085106383,0.37815126050420167,0.45584045584045585
OS,1,22,0.4539877300613497,0.42671009771986973,0.42408376963350786,0.48863636363636365,0.3697478991596639,0.4586894586894587
OS,1,23,0.45962732919254656,0.42394822006472493,0.4312169312169312,0.45652173913043476,0.3728813559322034,0.45738636363636365
OS,1,24,0.4807692307692308,0.4140127388535032,0.4381720430107527,0.42857142857142855,0.4017094017094017,0.4475920679886686
OS,1,25,0.4675324675324675,0.4208860759493671,0.4376657824933687,0.43010752688172044,0.3761467889908257,0.45429362880886426
OS,1,26,0.4528301886792453,0.42765273311897106,0.4304461942257218,0.4606741573033708,0.3706896551724138,0.4576271186440678
OS,1,27,0.4267515923566879,0.44089456869009586,0.4251968503937008,0.48314606741573035,0.3925233644859813,0.4490358126721763
OS,1,28,0.43333333333333335,0.4375,0.43007915567282323,0.46153846153846156,0.3706896551724138,0.4576271186440678
OS,1,29,0.4375,0.43548387096774194,0.4251968503937008,0.48314606741573035,0.35964912280701755,0.4606741573033708
OS,1,30,0.4444444444444444,0.4318181818181818,0.4228723404255319,0.48936170212765956,0.38392857142857145,0.45251396648044695
OS,1,31,0.47468354430379744,0.4166666666666667,0.4308510638297872,0.4574468085106383,0.3898305084745763,0.45170454545454547
OS,1,32,0.4319526627218935,0.43853820598006643,0.4376657824933687,0.43010752688172044,0.39285714285714285,0.44972067039106145
OS,1,33,0.4716981132075472,0.4180064308681672,0.42744063324538256,0.4725274725274725,0.40869565217391307,0.4450704225352113
OS,1,34,0.41935483870967744,0.4444444444444444,0.4356955380577428,0.43820224719101125,0.41379310344827586,0.4435028248587571
OS,1,35,0.42424242424242425,0.4426229508196721,0.42782152230971127,0.47191011235955055,0.4017094017094017,0.4475920679886686
OS,1,36,0.4620253164556962,0.4230769230769231,0.4281984334203655,0.47126436781609193,0.41284403669724773,0.44321329639889195
OS,1,37,0.4658385093167702,0.42071197411003236,0.4297082228116711,0.46236559139784944,0.42105263157894735,0.4410112359550562
OS,1,38,0.45180722891566266,0.4276315789473684,0.4296875,0.46511627906976744,0.41818181818181815,0.44166666666666665
OS,1,39,0.4375,0.43548387096774194,0.421875,0.5,0.3963963963963964,0.44846796657381616
OS,1,40,0.41935483870967744,0.4444444444444444,0.4312169312169312,0.45652173913043476,0.4,0.447887323943662
OS,1,41,0.47058823529411764,0.4195583596214511,0.4308510638297872,0.4574468085106383,0.38461538461538464,0.45325779036827196
OS,1,42,0.4695121951219512,0.41830065359477125,0.4350132625994695,0.44086021505376344,0.4,0.447887323943662
OS,1,43,0.45569620253164556,0.42628205128205127,0.43157894736842106,0.45555555555555555,0.39655172413793105,0.4491525423728814
OS,1,44,0.4489795918367347,0.43034055727554177,0.4323607427055703,0.45161290322580644,0.38016528925619836,0.45558739255014324
OS,1,45,0.47435897435897434,0.4171974522292994,0.4421052631578947,0.4111111111111111,0.3983050847457627,0.44886363636363635
OS,1,46,0.4620253164556962,0.4230769230769231,0.43007915567282323,0.46153846153846156,0.3826086956521739,0.4535211267605634
