sub,window,fold,attention_high_cond_RT_correct_low,attention_high_cond_RT_correct_high,attention_high_cond_RT_awareness_low,attention_high_cond_RT_awareness_high,attention_high_cond_RT_confidence_low,attention_high_cond_RT_confidence_high
RL,1,0,0.5736434108527132,0.5652173913043478,0.5495495495495496,0.6666666666666666,0.5441988950276243,0.6744186046511628
RL,1,1,0.5818639798488665,0.5517241379310345,0.5565749235474006,0.6442307692307693,0.5631868131868132,0.6024096385542169
RL,1,2,0.5751295336787565,0.5633802816901409,0.5525525525525525,0.6372549019607843,0.5482093663911846,0.6463414634146342
RL,1,3,0.5788113695090439,0.5454545454545454,0.5565749235474006,0.6237623762376238,0.543661971830986,0.6593406593406593
RL,1,4,0.5788113695090439,0.5735294117647058,0.5498489425981873,0.6633663366336634,0.547486033519553,0.6404494382022472
RL,1,5,0.5732323232323232,0.5833333333333334,0.5522388059701493,0.65625,0.5616438356164384,0.5975609756097561
RL,1,6,0.5695876288659794,0.6029411764705882,0.5595238095238095,0.6530612244897959,0.5403899721448467,0.6627906976744186
RL,1,7,0.5792207792207792,0.5428571428571428,0.5701492537313433,0.5979381443298969,0.5601092896174863,0.6097560975609756
RL,1,8,0.5732647814910026,0.5970149253731343,0.5572289156626506,0.6161616161616161,0.5437158469945356,0.6790123456790124
RL,1,9,0.587467362924282,0.527027027027027,0.5504587155963303,0.6476190476190476,0.5472222222222223,0.6746987951807228
RL,1,10,0.5674300254452926,0.6153846153846154,0.5568862275449101,0.6435643564356436,0.5482093663911846,0.6470588235294118
RL,1,11,0.5677083333333334,0.6,0.5555555555555556,0.6391752577319587,0.5426997245179064,0.6904761904761905
RL,1,12,0.5833333333333334,0.5555555555555556,0.562874251497006,0.6176470588235294,0.5552486187845304,0.6309523809523809
RL,1,13,0.5736434108527132,0.5714285714285714,0.5538922155688623,0.6288659793814433,0.5552486187845304,0.6309523809523809
RL,1,14,0.5725190839694656,0.578125,0.5435435435435435,0.6494845360824743,0.5459459459459459,0.6794871794871795
RL,1,15,0.5759162303664922,0.5675675675675675,0.5565749235474006,0.6285714285714286,0.5484764542936288,0.6265060240963856
RL,1,16,0.574025974025974,0.5857142857142857,0.5596330275229358,0.6037735849056604,0.5533707865168539,0.6333333333333333
RL,1,17,0.5754475703324808,0.5522388059701493,0.5585585585585585,0.62,0.5464788732394367,0.651685393258427
RL,1,18,0.5729166666666666,0.6,0.5675675675675675,0.594059405940594,0.55,0.6436781609195402
RL,1,19,0.5788113695090439,0.5362318840579711,0.5555555555555556,0.63,0.5580110497237569,0.6309523809523809
RL,1,20,0.5766233766233766,0.5797101449275363,0.5589123867069486,0.6237623762376238,0.5506849315068493,0.6419753086419753
RL,1,21,0.5736434108527132,0.5735294117647058,0.5617283950617284,0.5981308411214953,0.5515320334261838,0.6428571428571429
RL,1,22,0.5850515463917526,0.5285714285714286,0.546583850931677,0.6396396396396397,0.55,0.651685393258427
RL,1,23,0.5790816326530612,0.5384615384615384,0.5589123867069486,0.6262626262626263,0.5494505494505495,0.6823529411764706
RL,1,24,0.5684754521963824,0.5833333333333334,0.5595238095238095,0.6382978723404256,0.5482093663911846,0.6341463414634146
RL,1,25,0.5714285714285714,0.5714285714285714,0.5615615615615616,0.59,0.5518207282913166,0.6292134831460674
RL,1,26,0.5813953488372093,0.5522388059701493,0.5602409638554217,0.6138613861386139,0.5516304347826086,0.6623376623376623
RL,1,27,0.5751295336787565,0.5857142857142857,0.5525525525525525,0.6363636363636364,0.5494505494505495,0.6470588235294118
RL,1,28,0.5754475703324808,0.6060606060606061,0.5440729483282675,0.6633663366336634,0.554945054945055,0.6341463414634146
RL,1,29,0.5728900255754475,0.609375,0.5650887573964497,0.6145833333333334,0.5521978021978022,0.6455696202531646
RL,1,30,0.574025974025974,0.5616438356164384,0.5637982195845698,0.6082474226804123,0.5605633802816902,0.6136363636363636
RL,1,31,0.5703125,0.6056338028169014,0.5602409638554217,0.6105263157894737,0.5464788732394367,0.6590909090909091
RL,1,32,0.5773195876288659,0.5652173913043478,0.5522388059701493,0.6326530612244898,0.5555555555555556,0.6046511627906976
RL,1,33,0.5684754521963824,0.6056338028169014,0.5645645645645646,0.62,0.547486033519553,0.6436781609195402
RL,1,34,0.5721649484536082,0.5857142857142857,0.5535168195718655,0.6470588235294118,0.547486033519553,0.6744186046511628
RL,1,35,0.5751295336787565,0.5882352941176471,0.5582089552238806,0.6336633663366337,0.5555555555555556,0.6352941176470588
RL,1,36,0.5801526717557252,0.5555555555555556,0.5504587155963303,0.6442307692307693,0.5469613259668509,0.6627906976744186
RL,1,37,0.5775,0.5689655172413793,0.5529411764705883,0.6483516483516484,0.5540540540540541,0.6419753086419753
