ps_mean,ps_std,level1,level2,p_corrected
0.0058226177382261785,0.0007470676892975764,2_correct,2_RT_awareness,0.3493570642935707
0.009973402659734027,0.000995382576097038,3_awareness,3_RT_confidence,0.5984041595840416
0.01637736226377362,0.0012297140096660364,3_awareness,3_RT_correct,0.9826417358264172
0.01945605439456054,0.0013703796529217615,4_awareness,4_RT_correct,1.0
0.02100929907009299,0.0013753369444402831,3_awareness,3_RT_awareness,1.0
0.03135266473352665,0.0016734354647685665,2_RT_confidence,2_RT_correct,1.0
0.03186601339866013,0.001761224274983607,1_correct,1_RT_awareness,1.0
0.03660993900609939,0.0018109884238693885,4_confidence,4_RT_confidence,1.0
0.04407559244075593,0.0019801049966181885,3_confidence,3_RT_confidence,1.0
0.044739126087391265,0.002053858644296266,4_confidence,4_RT_awareness,1.0
0.04613698630136986,0.00211566873219854,4_confidence,4_correct,1.0
0.046699930006999305,0.0020863288913361075,3_awareness,3_correct,1.0
0.04767123287671232,0.002176997034768068,3_confidence,3_RT_correct,1.0
0.04833956604339566,0.001983673765599757,3_confidence,3_RT_awareness,1.0
0.04981161883811619,0.0021267533422598493,1_RT_confidence,1_RT_awareness,1.0
0.05224417558244176,0.0022487881580517005,1_correct,1_RT_correct,1.0
0.056764923507649244,0.002270877410074978,4_confidence,4_RT_correct,1.0
0.06846375362463754,0.002609765008044177,2_correct,2_RT_correct,1.0
0.07013058694130586,0.002442742880815277,3_confidence,3_correct,1.0
0.07928347165283472,0.002702274136699526,4_RT_correct,4_RT_confidence,1.0
0.19586381361863814,0.004051007546705472,4_RT_correct,4_RT_awareness,1.0
0.27501929807019304,0.0046813616087145234,1_correct,1_RT_confidence,1.0
0.280994300569943,0.0044630834876758976,3_correct,3_RT_correct,1.0
0.28841155884411557,0.004756044955745915,2_RT_correct,2_RT_awareness,1.0
0.30138566143385664,0.00469968857740429,1_RT_correct,1_RT_awareness,1.0
0.3462639736026397,0.004729285843277087,3_correct,3_RT_confidence,1.0
0.35837496250374967,0.004730345431642153,4_correct,4_RT_confidence,1.0
0.4765603439656035,0.005071310689003111,3_correct,3_RT_awareness,1.0
0.5362235776422358,0.004787055123088801,3_awareness,3_confidence,1.0
0.586001599840016,0.0050831395849424525,4_correct,4_RT_awareness,1.0
0.5883915608439156,0.004937151456391092,4_RT_correct,4_correct,1.0
0.6805019498050195,0.004674797218666877,1_RT_confidence,1_RT_correct,1.0
0.7084573542645735,0.004554303044082572,1_awareness,1_confidence,1.0
0.7254862513748626,0.004313752505856012,3_RT_awareness,3_RT_correct,1.0
0.758953304669533,0.004349680818882869,3_RT_awareness,3_RT_confidence,1.0
0.8434708529147086,0.0032715641865204747,2_RT_confidence,2_correct,1.0
0.9298812118788121,0.002490332095764143,4_RT_awareness,4_RT_confidence,1.0
0.9633610638936106,0.0018432269824640074,3_RT_correct,3_RT_confidence,1.0
0.9767433256674333,0.001542135966622355,2_confidence,2_awareness,1.0
0.9904149585041496,0.000960156034641678,4_confidence,4_awareness,1.0
0.08917368263173682,0.002821185095547699,3,2,0.535042095790421
0.2147879212078792,0.003957726463970354,1,2,1.0
0.36258254174582544,0.004634387859799553,2,4,1.0
0.5262953704629536,0.0047949908636622145,3,4,1.0
0.6173164683531648,0.004709397928870019,3,1,1.0
0.8381051894810518,0.0037983277105915537,1,4,1.0
9.999000099989999e-05,2.710505431213761e-20,RT_awareness,correct,0.0014998500149985
9.999000099989999e-05,2.710505431213761e-20,RT_confidence,correct,0.0014998500149985
9.999000099989999e-05,2.710505431213761e-20,RT_correct,correct,0.0014998500149985
9.999000099989999e-05,2.710505431213761e-20,confidence,correct,0.0014998500149985
0.006250174982501751,0.0007731104798540696,awareness,correct,0.09375262473752627
0.05596940305969403,0.002326901813881495,confidence,RT_awareness,0.8395410458954105
0.1627691230876912,0.0036937566156928143,RT_correct,RT_awareness,1.0
0.2453730626937306,0.004113369678108223,confidence,RT_confidence,1.0
0.2505021497850215,0.004234420139512999,awareness,RT_awareness,1.0
0.26337386261373863,0.004238762361710919,RT_confidence,RT_awareness,1.0
0.35435916408359164,0.0047354477848046035,confidence,RT_correct,1.0
0.42514728527147283,0.004870261988069943,awareness,RT_confidence,1.0
0.5115222477752225,0.004778199030439529,awareness,RT_correct,1.0
0.7095046495350463,0.004771688444375624,RT_correct,RT_confidence,1.0
0.7181489851014898,0.00438248399138564,awareness,confidence,1.0
9.999000099989999e-05,2.710505431213761e-20,4_RT_awareness,4_correct,0.005999400059994
0.00010058994100589938,7.721921638359292e-06,3_RT_awareness,3_correct,0.006035396460353963
0.0001013898610138986,1.174786772740687e-05,4_RT_correct,4_correct,0.006083391660833916
0.000101989801019898,1.3998600139986001e-05,3_RT_confidence,3_correct,0.00611938806119388
0.00010278972102789719,1.6495622939547067e-05,1_confidence,1_correct,0.006167383261673831
0.00010358964103589638,1.8627146920819948e-05,2_confidence,2_correct,0.006215378462153783
0.0001157884211578842,4.2071439018694375e-05,2_RT_confidence,2_correct,0.006947305269473052
0.00015318468153184678,7.161518136451435e-05,1_confidence,1_RT_confidence,0.009191080891910806
0.00016058394160583942,7.711323265435973e-05,1_confidence,1_RT_correct,0.009635036496350365
0.00017218278172182784,8.176688063383643e-05,1_confidence,1_RT_awareness,0.01033096690330967
0.0005437456254374563,0.00022354320653342812,3_RT_correct,3_correct,0.03262473752624737
0.000930906909309069,0.00030587626094058973,2_RT_awareness,2_correct,0.05585441455854414
0.0009505049495050495,0.00027049030715923356,4_RT_confidence,4_correct,0.05703029697030297
0.001396060393960604,0.00035807808468943457,4_RT_correct,4_confidence,0.08376362363763623
0.0016016398360163984,0.00038082509502279736,1_awareness,1_correct,0.09609839016098391
0.001726027397260274,0.00043567831594290703,2_RT_correct,2_correct,0.10356164383561643
0.0017542245775422458,0.0003998608016159869,1_RT_awareness,1_correct,0.10525347465253475
0.002558944105589441,0.0004818391058159685,1_RT_confidence,1_correct,0.15353664633536646
0.003955804419558045,0.0006196327680224078,3_RT_confidence,3_confidence,0.23734826517348268
0.00423977602239776,0.0006635328932443045,2_awareness,2_correct,0.25438656134386556
0.0051160883911608845,0.0007082966173599351,1_RT_correct,1_correct,0.30696530346965306
0.007008099190080992,0.0008398222982562773,4_RT_awareness,4_confidence,0.4204859514048595
0.007461053894610538,0.0008471701206843593,1_awareness,1_RT_awareness,0.4476632336766323
0.009607439256074393,0.0009646052757619362,4_RT_confidence,4_confidence,0.5764463553644636
0.009612638736126387,0.0009636956411933884,1_awareness,1_RT_confidence,0.5767583241675832
0.011659034096590344,0.0010937260629140613,1_awareness,1_RT_correct,0.6995420457954207
0.024934706529347067,0.001521431295266147,4_RT_correct,4_RT_awareness,1.0
0.039698630136986296,0.0019040084438144424,4_awareness,4_correct,1.0
0.0432030796920308,0.0020587951501107636,3_RT_awareness,3_confidence,1.0
0.05118388161183882,0.002141378493815194,3_RT_correct,3_confidence,1.0
0.05752904709529047,0.002199432065634835,3_awareness,3_correct,1.0
0.058118988101189886,0.0022522722666676108,3_confidence,3_correct,1.0
0.07414258574142586,0.002667777449774499,4_RT_correct,4_awareness,1.0
0.17574622537746226,0.003820721114142525,4_RT_confidence,4_awareness,1.0
0.18422197780221977,0.0036218150422108195,4_confidence,4_correct,1.0
0.2056078392160784,0.004057735850360584,3_RT_confidence,3_RT_awareness,1.0
0.23032316768323166,0.0042706624387887655,2_awareness,2_RT_awareness,1.0
0.23170762923707627,0.0041187204831934976,2_awareness,2_RT_confidence,1.0
0.2528033196680332,0.003976259517931748,4_awareness,4_confidence,1.0
0.2641059894010599,0.004188470055794302,4_RT_confidence,4_RT_awareness,1.0
0.2933998600139986,0.004687446288730839,3_awareness,3_confidence,1.0
0.317998800119988,0.004546839416949515,3_RT_confidence,3_RT_correct,1.0
0.3502131786821318,0.004697259167921165,2_confidence,2_RT_confidence,1.0
0.38917628237176277,0.004945644228615603,2_RT_correct,2_RT_confidence,1.0
0.40794600539946,0.004810542304681854,4_RT_awareness,4_awareness,1.0
0.4332512748725127,0.004900459947628921,2_confidence,2_RT_awareness,1.0
0.45287291270872915,0.005029750374447052,2_awareness,2_RT_correct,1.0
0.4764429557044296,0.005040132022061597,4_RT_correct,4_RT_confidence,1.0
0.5217896210378962,0.004700167467680209,2_awareness,2_confidence,1.0
0.5367187281271872,0.004892252157690138,2_RT_correct,2_RT_awareness,1.0
0.5576444355564443,0.00496969215797041,1_confidence,1_awareness,1.0
0.6667015298470154,0.004699637349933492,3_RT_confidence,3_awareness,1.0
0.7446017398260174,0.004291215500270379,1_RT_correct,1_RT_awareness,1.0
0.7554670532946706,0.004260935806094188,1_RT_correct,1_RT_confidence,1.0
0.8062539746025398,0.004194217968967649,2_confidence,2_RT_correct,1.0
0.8831532846715328,0.0031952507589266357,2_RT_awareness,2_RT_confidence,1.0
0.9655260473952605,0.0018796070387575039,3_RT_correct,3_awareness,1.0
0.9680865913408658,0.0017916758600320221,3_RT_awareness,3_awareness,1.0
0.9813446655334467,0.0013404211264649102,1_RT_awareness,1_RT_confidence,1.0
0.9862623737626237,0.001126483552596973,3_RT_correct,3_RT_awareness,1.0
