,model,ps_mean,ps_std,window,ps_corrected
0,LogisticRegression,9.999000099989996e-05,5.421010862427522e-20,1,0.00039996000399959984
1,LogisticRegression,0.00011238876112388757,3.558070811524323e-05,2,0.0004495550444955503
3,LogisticRegression,0.13145955404459553,0.003301030935932583,3,0.5258382161783821
2,LogisticRegression,0.004426257374262574,0.0006815747915784848,4,0.017705029497050297
4,RandomForestClassifier,9.999000099989996e-05,5.421010862427522e-20,1,0.00039996000399959984
5,RandomForestClassifier,0.00011568843115688428,3.9283601468031505e-05,2,0.0004627537246275371
7,RandomForestClassifier,0.09897100289971002,0.0029266861816641516,3,0.39588401159884007
6,RandomForestClassifier,0.0034720527947205283,0.000557562607855749,4,0.013888211178882113
