,df,model,pval,t,window,ps_corrected
0,14,LogisticRegression,0.00014433957668295603,5.1617873712520685,1,0.0005773583067318241
1,14,LogisticRegression,0.0019782637088406156,3.7929229160984965,2,0.007913054835362462
2,14,LogisticRegression,0.0806230605367512,1.8831582029698202,3,0.3224922421470048
3,14,LogisticRegression,0.08825923862869464,1.832305604525313,4,0.35303695451477857
4,14,RandomForestClassifier,0.00021365635416606887,4.949474746536156,1,0.0008546254166642755
5,14,RandomForestClassifier,0.00179954987788493,3.840899590055212,2,0.00719819951153972
6,14,RandomForestClassifier,0.00668295917050056,3.1798558551700236,3,0.02673183668200224
7,14,RandomForestClassifier,0.013803834270290447,2.8136675901489445,4,0.05521533708116179
