df,model,pval,t,window,ps_corrected
14,LogisticRegression,4.4286359267640164e-07,8.80184858152994,1,1.7714543707056066e-06
14,LogisticRegression,1.0685785097581832e-05,6.665629335263088,2,4.274314039032733e-05
14,LogisticRegression,0.0012580388882644257,4.022999149096462,3,0.005032155553057703
14,LogisticRegression,0.012936200317141659,2.8466071752169158,4,0.051744801268566634
14,RandomForestClassifier,4.1360963281131997e-07,8.852123943005228,1,1.6544385312452799e-06
14,RandomForestClassifier,3.3140004558297565e-05,5.989516166473708,2,0.00013256001823319026
14,RandomForestClassifier,0.0022156438321396456,3.735589034721318,3,0.008862575328558582
14,RandomForestClassifier,0.008813582174085177,3.0405463029242377,4,0.03525432869634071
