df,level1,level2,model,pval,t,p_corrected
718,1,4,LogisticRegression,0.000134196654726949,3.9924870593348576,0.000805179928361694
718,1,2,LogisticRegression,0.00017638396642741393,3.915561130248696,0.0010583037985644837
718,1,3,LogisticRegression,0.00019807457207889263,3.8826455014903054,0.0011884474324733558
718,2,4,LogisticRegression,0.0011554530224688574,3.358368057940912,0.006932718134813144
718,3,4,LogisticRegression,0.04921605904011368,1.9939731703812777,0.2952963542406821
718,2,3,LogisticRegression,0.06466622094165156,1.870747704614084,0.38799732564990935
718,RT_awareness,confidence,LogisticRegression,2.7925692903392134e-07,-5.797875191162896,4.1888539355088204e-06
718,RT_correct,confidence,LogisticRegression,3.064282004170206e-07,-5.773394287143907,4.596423006255309e-06
718,confidence,correct,LogisticRegression,5.343149081519779e-07,5.626289126958535,8.014723622279669e-06
718,RT_confidence,confidence,LogisticRegression,6.281681170229547e-07,-5.583299549830552,9.422521755344322e-06
718,RT_awareness,awareness,LogisticRegression,2.9159841046517407e-05,-4.530937188296215,0.00043739761569776107
718,RT_confidence,awareness,LogisticRegression,4.03345530497803e-05,-4.438063193630416,0.0006050182957467045
718,RT_correct,awareness,LogisticRegression,4.654826902694901e-05,-4.396786451551819,0.0006982240354042351
718,awareness,correct,LogisticRegression,8.472024103442788e-05,4.222415724982444,0.0012708036155164183
718,RT_awareness,correct,LogisticRegression,0.008803437926352438,-2.7096619313467674,0.13205156889528658
718,RT_correct,correct,LogisticRegression,0.031959590149936115,-2.197009862382356,0.47939385224904174
718,RT_awareness,RT_confidence,LogisticRegression,0.054260531397173274,-1.9638861430547256,0.8139079709575991
718,RT_confidence,correct,LogisticRegression,0.1306659770136855,-1.532817192867107,1.0
718,RT_awareness,RT_correct,LogisticRegression,0.14055005180784383,-1.4938266405855687,1.0
718,awareness,confidence,LogisticRegression,0.59157893154632,0.5394902052075509,1.0
718,RT_confidence,RT_correct,LogisticRegression,0.5941597779652782,0.5357289645372181,1.0
28,window 1_confidence,window 1_correct,LogisticRegression,4.3558363018128136e-05,5.8316606047472765,0.0026135017810876883
28,window 1_RT_correct,window 1_confidence,LogisticRegression,4.970416228650512e-05,-5.75614765912269,0.0029822497371903072
28,window 1_RT_awareness,window 1_confidence,LogisticRegression,6.121725770884873e-05,-5.63785623462149,0.003673035462530924
28,window 1_RT_confidence,window 1_confidence,LogisticRegression,8.854186560512163e-05,-5.430938937930368,0.005312511936307298
28,window 2_RT_correct,window 2_confidence,LogisticRegression,0.0005527728462417098,-4.446809593456871,0.03316637077450259
28,window 2_RT_awareness,window 2_confidence,LogisticRegression,0.0005773491567258946,-4.424163462281797,0.03464094940355368
28,window 2_confidence,window 2_correct,LogisticRegression,0.001917454970510633,3.80873501955218,0.11504729823063799
28,window 2_RT_confidence,window 2_confidence,LogisticRegression,0.002743166298771437,-3.6277641128085873,0.1645899779262862
28,window 2_RT_awareness,window 2_RT_confidence,LogisticRegression,0.0035904301025639013,-3.4922009987042166,0.21542580615383408
28,window 2_RT_awareness,window 2_awareness,LogisticRegression,0.004147289069976437,-3.419684410364142,0.24883734419858622
28,window 1_RT_awareness,window 1_awareness,LogisticRegression,0.004439943531598421,-3.3854051325861905,0.26639661189590524
28,window 2_RT_correct,window 2_awareness,LogisticRegression,0.004584657113633842,-3.3692831083088373,0.2750794268180305
28,window 1_RT_confidence,window 1_awareness,LogisticRegression,0.00501073764008702,-3.3246176610045204,0.3006442584052212
28,window 1_RT_correct,window 1_awareness,LogisticRegression,0.0052957318254083265,-3.2968157484225795,0.3177439095244996
28,window 1_awareness,window 1_correct,LogisticRegression,0.005999964501474441,3.2340611842653932,0.35999787008846645
28,window 4_RT_confidence,window 4_awareness,LogisticRegression,0.006552591171328385,-3.189762996299843,0.3931554702797031
28,window 2_awareness,window 2_correct,LogisticRegression,0.009044623922332063,3.027501679933627,0.5426774353399237
28,window 2_RT_confidence,window 2_awareness,LogisticRegression,0.011642378206243132,-2.899985807558223,0.6985426923745879
28,window 4_RT_awareness,window 4_awareness,LogisticRegression,0.014208353263535423,-2.7989966306735683,0.8525011958121254
28,window 2_RT_awareness,window 2_correct,LogisticRegression,0.017824221970935757,-2.683467305385899,1.0
28,window 4_awareness,window 4_correct,LogisticRegression,0.018561707494830004,2.662732278442952,1.0
28,window 3_RT_confidence,window 3_awareness,LogisticRegression,0.023073763823182786,-2.5509740044764713,1.0
28,window 3_RT_correct,window 3_awareness,LogisticRegression,0.034886718085810856,-2.3359177502255126,1.0
28,window 4_RT_correct,window 4_awareness,LogisticRegression,0.04180888774087767,-2.240330223509121,1.0
28,window 3_RT_awareness,window 3_awareness,LogisticRegression,0.04516852452661769,-2.1991934793596113,1.0
28,window 2_RT_confidence,window 2_RT_correct,LogisticRegression,0.0565379215622588,2.0784669489411893,1.0
28,window 1_RT_awareness,window 1_correct,LogisticRegression,0.058627739087004575,-2.058760346838449,1.0
28,window 4_RT_confidence,window 4_confidence,LogisticRegression,0.06999154559343568,-1.9617223413504346,1.0
28,window 3_RT_confidence,window 3_confidence,LogisticRegression,0.07470364336018209,-1.9256546135078179,1.0
28,window 3_RT_correct,window 3_confidence,LogisticRegression,0.07849505474880052,-1.8981009822112231,1.0
28,window 4_RT_awareness,window 4_confidence,LogisticRegression,0.07957277882868265,-1.890488218070995,1.0
28,window 1_RT_awareness,window 1_RT_confidence,LogisticRegression,0.07986784575811084,-1.8884201546981505,1.0
28,window 3_awareness,window 3_correct,LogisticRegression,0.08243805645537863,1.8706914547283828,1.0
28,window 1_RT_correct,window 1_correct,LogisticRegression,0.08286362142218784,-1.8678041102608343,1.0
28,window 4_confidence,window 4_correct,LogisticRegression,0.08300841525733978,1.8668247606504358,1.0
28,window 3_RT_awareness,window 3_confidence,LogisticRegression,0.08596288258165583,-1.8471691079058512,1.0
28,window 4_RT_correct,window 4_confidence,LogisticRegression,0.0989160318875394,-1.7675453125949667,1.0
28,window 2_RT_correct,window 2_correct,LogisticRegression,0.10015458571638995,-1.7604258075330825,1.0
28,window 4_RT_confidence,window 4_RT_correct,LogisticRegression,0.1120993140938044,-1.6954816134540587,1.0
28,window 3_confidence,window 3_correct,LogisticRegression,0.11898950837888385,1.660730258523916,1.0
28,window 4_RT_awareness,window 4_RT_correct,LogisticRegression,0.2367702733828723,-1.2360707490645841,1.0
28,window 1_RT_confidence,window 1_correct,LogisticRegression,0.30718679008116706,-1.0597806127074674,1.0
28,window 3_RT_correct,window 3_correct,LogisticRegression,0.31597067660063394,-1.0399950263950541,1.0
28,window 2_RT_awareness,window 2_RT_correct,LogisticRegression,0.31900568629436166,-1.0332520870173578,1.0
28,window 1_RT_awareness,window 1_RT_correct,LogisticRegression,0.3342237650896649,-1.0001245434599246,1.0
28,window 3_RT_confidence,window 3_correct,LogisticRegression,0.3822833818421021,-0.9020581729583411,1.0
28,window 4_RT_confidence,window 4_correct,LogisticRegression,0.38561484634750653,-0.8955840620260201,1.0
28,window 3_RT_awareness,window 3_correct,LogisticRegression,0.5035701596562274,-0.6865655964496638,1.0
28,window 3_awareness,window 3_confidence,LogisticRegression,0.5629502570675675,0.5925212115744903,1.0
28,window 4_RT_correct,window 4_correct,LogisticRegression,0.605704228073628,0.5280940212383982,1.0
28,window 4_RT_awareness,window 4_correct,LogisticRegression,0.6059025021199764,-0.5278007390083154,1.0
