,model,ps_mean,ps_std,window,ps_corrected
0,LogisticRegression,9.999000099989996e-05,5.421010862427522e-20,1,0.00039996000399959984
1,LogisticRegression,9.999000099989996e-05,5.421010862427522e-20,2,0.00039996000399959984
2,LogisticRegression,0.001417158284171583,0.00036715629900953907,3,0.005668633136686332
3,LogisticRegression,0.0021177882211778822,0.0004492166947635325,4,0.008471152884711529
4,RandomForestClassifier,9.999000099989996e-05,5.421010862427522e-20,1,0.00039996000399959984
5,RandomForestClassifier,9.999000099989996e-05,5.421010862427522e-20,2,0.00039996000399959984
6,RandomForestClassifier,0.000906009399060094,0.00029596498115492197,3,0.003624037596240376
7,RandomForestClassifier,0.0019064093590640935,0.0004402699973056508,4,0.007625637436256374
