model,ps_mean,ps_std,window,ps_corrected
LogisticRegression,9.999000099989996e-05,5.421010862427522e-20,1,0.00039996000399959984
LogisticRegression,9.999000099989996e-05,5.421010862427522e-20,2,0.00039996000399959984
LogisticRegression,0.0002337766223377662,0.00011276088359655549,3,0.0009351064893510648
LogisticRegression,0.003734726527347265,0.0005857212414577154,4,0.01493890610938906
RandomForestClassifier,9.999000099989996e-05,5.421010862427522e-20,1,0.00039996000399959984
RandomForestClassifier,9.999000099989996e-05,5.421010862427522e-20,2,0.00039996000399959984
RandomForestClassifier,0.0004382561743825617,0.00018192440839799617,3,0.0017530246975302468
RandomForestClassifier,0.0028312168783121688,0.0005296240618265095,4,0.011324867513248675
