,df,model,pval,t,window,ps_corrected
0,14,LogisticRegression,1.5473316433039712e-06,7.916368542832495,1,6.189326573215885e-06
1,14,LogisticRegression,2.4009256573904243e-05,6.178252737703838,2,9.603702629561697e-05
2,14,LogisticRegression,0.007565772273682869,3.117434006337301,3,0.030263089094731476
3,14,LogisticRegression,0.013069251793205033,2.8414179873311696,4,0.052277007172820134
4,14,RandomForestClassifier,1.2018489158183445e-06,8.090057687904455,1,4.807395663273378e-06
5,14,RandomForestClassifier,2.284106777489169e-05,6.207722566645858,2,9.136427109956676e-05
6,14,RandomForestClassifier,0.005368896446448355,3.2899196212574986,3,0.02147558578579342
7,14,RandomForestClassifier,0.01199332160346177,2.884953058315815,4,0.04797328641384708
