ps_mean,ps_std,level1,level2,p_corrected
0.13356684331566843,0.0033608107410685963,1_awareness,1_RT_awareness,1.0
0.13990560943905608,0.003662225187944568,1_correct,1_RT_confidence,1.0
0.1656598340165983,0.0036628731315618917,2_RT_confidence,2_RT_correct,1.0
0.1951152884711529,0.004097144307177783,2_confidence,2_RT_correct,1.0
0.20109869013098688,0.003935264812348496,4_confidence,4_awareness,1.0
0.2247039296070393,0.0040588678216538655,2_correct,2_RT_correct,1.0
0.23256194380561943,0.00417368145195957,2_confidence,2_RT_awareness,1.0
0.23389821017898207,0.004032116278715603,3_confidence,3_awareness,1.0
0.258979502049795,0.004483655874949291,1_RT_correct,1_RT_awareness,1.0
0.26008259174082593,0.0045486929673865225,1_awareness,1_correct,1.0
0.29317648235176486,0.0048181016289818475,3_RT_awareness,3_RT_confidence,1.0
0.30839116088391166,0.004573516413040779,4_RT_awareness,4_awareness,1.0
0.32715108489151085,0.0048190489394932924,3_confidence,3_correct,1.0
0.36035536446355365,0.004784747333940634,2_awareness,2_RT_correct,1.0
0.36845855414458556,0.004918434750813554,1_confidence,1_awareness,1.0
0.3782853714628537,0.0047857539471641295,1_correct,1_RT_awareness,1.0
0.39234736526347364,0.005121589015421354,1_RT_awareness,1_RT_confidence,1.0
0.41513088691130884,0.004786958848355296,3_RT_correct,3_awareness,1.0
0.4331768823117689,0.00488851636006095,3_confidence,3_RT_confidence,1.0
0.45021577842215776,0.005079411680243323,1_awareness,1_RT_correct,1.0
0.463042095790421,0.005054799203281268,2_awareness,2_RT_awareness,1.0
0.4714084591540846,0.005003928509631317,4_correct,4_awareness,1.0
0.4734996500349965,0.005020188272357832,3_RT_awareness,3_correct,1.0
0.48374402559744023,0.004746589932941391,3_RT_correct,3_correct,1.0
0.4925361463853615,0.005074195216101487,1_RT_correct,1_correct,1.0
0.5099118088191181,0.004685529330122419,3_RT_awareness,3_awareness,1.0
0.51400899910009,0.005212377364768659,4_RT_correct,4_awareness,1.0
0.5461627837216279,0.004918101204146979,4_RT_awareness,4_RT_confidence,1.0
0.5473548645135486,0.004915831010057422,3_RT_correct,3_RT_confidence,1.0
0.6041075892410759,0.0048722836466098636,4_RT_awareness,4_correct,1.0
0.6469629037096291,0.004736694075141965,4_RT_awareness,4_RT_correct,1.0
0.6487339266073393,0.005057264390915001,4_confidence,4_RT_confidence,1.0
0.6545473452654735,0.0045892552442251475,2_correct,2_awareness,1.0
0.6765889411058895,0.004901666138523713,4_confidence,4_RT_correct,1.0
0.680098590140986,0.004216812535623659,4_RT_confidence,4_awareness,1.0
0.6809347065293471,0.004776415926407383,4_confidence,4_correct,1.0
0.7274856514348564,0.0044806042088569465,2_confidence,2_awareness,1.0
0.7720971902809719,0.00397751937138255,3_confidence,3_RT_awareness,1.0
0.8221289871012899,0.0038499285735940775,2_RT_confidence,2_awareness,1.0
0.8247017298270173,0.0037183874113313944,3_correct,3_awareness,1.0
0.8444571542845715,0.0034474878225587606,4_correct,4_RT_confidence,1.0
0.8609797020297969,0.003481153049422708,2_RT_awareness,2_RT_correct,1.0
0.8663579642035796,0.003539311425921547,3_correct,3_RT_confidence,1.0
0.8838254174582542,0.003221185224321907,2_correct,2_confidence,1.0
0.8912396760323968,0.0030648216652361263,3_RT_correct,3_RT_awareness,1.0
0.8996256374362562,0.002910206641248695,2_correct,2_RT_confidence,1.0
0.9166305369463054,0.002707364238974379,4_RT_correct,4_RT_confidence,1.0
0.9278662133786622,0.0025906054669807485,3_confidence,3_RT_correct,1.0
0.9513572642735726,0.002107834339422778,4_correct,4_RT_correct,1.0
0.9717040295970403,0.0016290205007625114,3_awareness,3_RT_confidence,1.0
0.983001699830017,0.0012272158625053606,2_RT_confidence,2_confidence,1.0
0.9947171282871714,0.0007181373758443924,4_confidence,4_RT_awareness,1.0
0.033612438756124394,0.0017990783726772334,1,4,0.20167463253674636
0.04381921807819218,0.002038472939251701,1,2,0.2629153084691531
0.16050614938506147,0.0036238350669642355,1,3,0.9630368963103688
0.5877626237376262,0.005000412079595604,4,2,1.0
0.7590692930706929,0.004210464485123201,2,3,1.0
0.9277882211778822,0.0025756731382759013,4,3,1.0
9.999000099989999e-05,2.710505431213761e-20,RT_awareness,confidence,0.0014998500149985
9.999000099989999e-05,2.710505431213761e-20,RT_awareness,correct,0.0014998500149985
9.999000099989999e-05,2.710505431213761e-20,RT_confidence,confidence,0.0014998500149985
9.999000099989999e-05,2.710505431213761e-20,RT_confidence,correct,0.0014998500149985
9.999000099989999e-05,2.710505431213761e-20,RT_correct,confidence,0.0014998500149985
9.999000099989999e-05,2.710505431213761e-20,RT_correct,correct,0.0014998500149985
0.0009361063893610639,0.00029409566586901755,RT_confidence,awareness,0.01404159584041596
0.0014212578742125788,0.0003612975664301367,RT_correct,awareness,0.021318868113188682
0.004071992800719929,0.00061887125950622,RT_awareness,awareness,0.06107989201079893
0.010864313568643135,0.0010142076248444252,awareness,correct,0.162964703529647
0.024153984601539846,0.0015184063702985931,confidence,correct,0.3623097690230977
0.1314170582941706,0.0034434599399665164,awareness,confidence,1.0
0.31027677232276774,0.004572537296890287,RT_correct,RT_awareness,1.0
0.4260171982801719,0.00479739103447935,RT_correct,RT_confidence,1.0
0.7350574942505749,0.004484858527050648,RT_confidence,RT_awareness,1.0
9.999000099989999e-05,2.710505431213761e-20,4_RT_confidence,4_correct,0.005999400059994
9.999000099989999e-05,2.710505431213761e-20,2_RT_confidence,2_confidence,0.005999400059994
9.999000099989999e-05,2.710505431213761e-20,3_RT_awareness,3_awareness,0.005999400059994
9.999000099989999e-05,2.710505431213761e-20,2_RT_awareness,2_correct,0.005999400059994
9.999000099989999e-05,2.710505431213761e-20,2_RT_correct,2_confidence,0.005999400059994
9.999000099989999e-05,2.710505431213761e-20,3_RT_awareness,3_confidence,0.005999400059994
9.999000099989999e-05,2.710505431213761e-20,3_RT_awareness,3_correct,0.005999400059994
9.999000099989999e-05,2.710505431213761e-20,2_RT_correct,2_correct,0.005999400059994
9.999000099989999e-05,2.710505431213761e-20,2_RT_confidence,2_correct,0.005999400059994
9.999000099989999e-05,2.710505431213761e-20,1_RT_correct,1_correct,0.005999400059994
9.999000099989999e-05,2.710505431213761e-20,4_RT_awareness,4_correct,0.005999400059994
9.999000099989999e-05,2.710505431213761e-20,3_RT_confidence,3_confidence,0.005999400059994
9.999000099989999e-05,2.710505431213761e-20,1_RT_confidence,1_correct,0.005999400059994
9.999000099989999e-05,2.710505431213761e-20,3_RT_confidence,3_correct,0.005999400059994
9.999000099989999e-05,2.710505431213761e-20,3_RT_correct,3_awareness,0.005999400059994
9.999000099989999e-05,2.710505431213761e-20,3_RT_correct,3_confidence,0.005999400059994
9.999000099989999e-05,2.710505431213761e-20,1_RT_awareness,1_correct,0.005999400059994
9.999000099989999e-05,2.710505431213761e-20,3_RT_correct,3_correct,0.005999400059994
0.00010038996100389959,6.311262408982901e-06,3_RT_confidence,3_awareness,0.006023397660233976
0.00010058994100589938,7.721921638359292e-06,4_RT_confidence,4_confidence,0.006035396460353963
0.00010218978102189778,1.4666866551991926e-05,2_RT_awareness,2_confidence,0.006131386861313867
0.00010258974102589739,1.5911925075118572e-05,4_RT_correct,4_correct,0.006155384461553843
0.00010338966103389659,1.812110156287102e-05,4_RT_correct,4_confidence,0.006203379662033795
0.00010578942105789418,2.421245021860561e-05,4_RT_awareness,4_confidence,0.0063473652634736515
0.00011498850114988498,3.787760608914271e-05,2_RT_correct,2_awareness,0.006899310068993099
0.0003687631236876312,0.0001695311521528767,2_RT_confidence,2_awareness,0.02212578742125787
0.0018192180781921809,0.0004255906633212066,1_awareness,1_correct,0.10915308469153086
0.002948305169483052,0.0005283201801618263,2_RT_awareness,2_awareness,0.17689831016898314
0.003602839716028397,0.0006095534801766015,1_confidence,1_correct,0.21617038296170382
0.0066391360863913606,0.0008388177572738098,4_RT_awareness,4_awareness,0.39834816518348165
0.008766123387661235,0.000895729047129499,4_RT_confidence,4_awareness,0.5259674032596742
0.01073012698730127,0.0009767680048569259,4_RT_correct,4_awareness,0.6438076192380762
0.012302969703029696,0.0010566262617519994,2_RT_correct,2_RT_awareness,0.7381781821817818
0.013242475752424756,0.0011189509092234735,2_awareness,2_correct,0.7945485451454853
0.062014998500149986,0.0024291007379101657,1_awareness,1_confidence,1.0
0.0769013098690131,0.002703471319521872,2_confidence,2_correct,1.0
0.09775342465753424,0.0028763224838431237,1_RT_awareness,1_confidence,1.0
0.10461773822617738,0.0029576536527282818,1_RT_confidence,1_confidence,1.0
0.10803099690030996,0.003205192350806155,1_RT_correct,1_confidence,1.0
0.12048675132486751,0.003235148407460543,2_RT_confidence,2_RT_awareness,1.0
0.26463693630636936,0.004247370036758353,1_awareness,1_RT_confidence,1.0
0.3146361363863614,0.004680535069756244,2_RT_correct,2_RT_confidence,1.0
0.3215908409159084,0.004614333361668266,2_awareness,2_confidence,1.0
0.38811918808119183,0.004642362058197193,1_RT_correct,1_RT_confidence,1.0
0.4261533846615338,0.005018097994926922,1_RT_awareness,1_RT_confidence,1.0
0.4635470452954704,0.005085627145266535,1_awareness,1_RT_awareness,1.0
0.48603159684031594,0.005246675343900279,1_awareness,1_RT_correct,1.0
0.5661487851214878,0.0050569868460454415,4_RT_confidence,4_RT_correct,1.0
0.6733674632536747,0.0046375777426868915,3_RT_correct,3_RT_confidence,1.0
0.6973238676132387,0.004740707115448713,4_RT_awareness,4_RT_correct,1.0
0.7122711728827118,0.004469416841475245,3_RT_awareness,3_RT_confidence,1.0
0.7444185581441854,0.004403527290203884,3_awareness,3_confidence,1.0
0.8033722627737226,0.0038554221863902442,3_awareness,3_correct,1.0
0.8086233376662334,0.003960997892229242,4_confidence,4_correct,1.0
0.8164085591440855,0.003816476217167068,4_RT_confidence,4_RT_awareness,1.0
0.8226643335666434,0.0040316643478809115,1_RT_correct,1_RT_awareness,1.0
0.9017678232176781,0.0029982724997083096,3_RT_correct,3_RT_awareness,1.0
0.9297730226977303,0.00272543543788049,4_awareness,4_correct,1.0
0.9328305169483052,0.0024417250246824567,4_confidence,4_awareness,1.0
0.9331608839116088,0.002545228213321262,3_correct,3_confidence,1.0
