fold,model,score,test,train,window
85,LogisticRegression,0.5461993761543136,ATT,POS,1
86,LogisticRegression,0.5473870345181602,ATT,POS,1
87,LogisticRegression,0.5429472286757385,ATT,POS,1
88,LogisticRegression,0.5456840475722883,ATT,POS,1
89,LogisticRegression,0.5411770866406836,ATT,POS,1
90,LogisticRegression,0.5430185086233569,ATT,POS,1
91,LogisticRegression,0.545873325669064,ATT,POS,1
92,LogisticRegression,0.5398728022688826,ATT,POS,1
93,LogisticRegression,0.5500381114916933,ATT,POS,1
94,LogisticRegression,0.5498005756946661,ATT,POS,1
95,LogisticRegression,0.5496161108612757,ATT,POS,1
96,LogisticRegression,0.540455558751618,ATT,POS,1
97,LogisticRegression,0.5478108003258433,ATT,POS,1
98,LogisticRegression,0.5440882353808858,ATT,POS,1
99,LogisticRegression,0.5364101286632822,ATT,POS,1
100,LogisticRegression,0.5450547432334355,ATT,POS,1
1,RandomForestClassifier,0.539391033477863,ATT,POS,1
2,RandomForestClassifier,0.5440364821594058,ATT,POS,1
3,RandomForestClassifier,0.5434046786739897,ATT,POS,1
4,RandomForestClassifier,0.5425043860013036,ATT,POS,1
5,RandomForestClassifier,0.5456088618377868,ATT,POS,1
6,RandomForestClassifier,0.5454378916340342,ATT,POS,1
7,RandomForestClassifier,0.5396565999671759,ATT,POS,1
8,RandomForestClassifier,0.5423873309491738,ATT,POS,1
9,RandomForestClassifier,0.5439287447478721,ATT,POS,1
10,RandomForestClassifier,0.5414478763161763,ATT,POS,1
11,RandomForestClassifier,0.5413852481958794,ATT,POS,1
12,RandomForestClassifier,0.5385395581475071,ATT,POS,1
13,RandomForestClassifier,0.5457682141845603,ATT,POS,1
14,RandomForestClassifier,0.5372691644978662,ATT,POS,1
15,RandomForestClassifier,0.5465776864971545,ATT,POS,1
16,RandomForestClassifier,0.5465007308198735,ATT,POS,1
17,RandomForestClassifier,0.542992260600234,ATT,POS,1
18,RandomForestClassifier,0.5446197256383294,ATT,POS,1
19,RandomForestClassifier,0.5441667390410041,ATT,POS,1
20,RandomForestClassifier,0.5425533229119534,ATT,POS,1
21,RandomForestClassifier,0.5454265507626073,ATT,POS,1
22,RandomForestClassifier,0.5399962865417932,ATT,POS,1
23,RandomForestClassifier,0.5481909761307494,ATT,POS,1
24,RandomForestClassifier,0.5470533321162735,ATT,POS,1
25,RandomForestClassifier,0.5430624298891723,ATT,POS,1
26,RandomForestClassifier,0.5440406618966886,ATT,POS,1
27,RandomForestClassifier,0.5411197132600627,ATT,POS,1
28,RandomForestClassifier,0.5467541528527106,ATT,POS,1
29,RandomForestClassifier,0.5408113294206388,ATT,POS,1
30,RandomForestClassifier,0.539564755868012,ATT,POS,1
31,RandomForestClassifier,0.5408149737782981,ATT,POS,1
32,RandomForestClassifier,0.54865851814702,ATT,POS,1
33,RandomForestClassifier,0.5360610159302676,ATT,POS,1
34,RandomForestClassifier,0.5422132568402146,ATT,POS,1
35,RandomForestClassifier,0.5439835904788931,ATT,POS,1
36,RandomForestClassifier,0.5433939341858036,ATT,POS,1
37,RandomForestClassifier,0.5454474002529862,ATT,POS,1
38,RandomForestClassifier,0.5378530477574783,ATT,POS,1
39,RandomForestClassifier,0.5439770124353093,ATT,POS,1
40,RandomForestClassifier,0.5338000057158608,ATT,POS,1
41,RandomForestClassifier,0.5413806459774116,ATT,POS,1
42,RandomForestClassifier,0.5491713552817687,ATT,POS,1
43,RandomForestClassifier,0.5433841764158163,ATT,POS,1
44,RandomForestClassifier,0.5496897327396263,ATT,POS,1
45,RandomForestClassifier,0.5408935717258232,ATT,POS,1
46,RandomForestClassifier,0.5403945098841814,ATT,POS,1
47,RandomForestClassifier,0.5440238073770122,ATT,POS,1
48,RandomForestClassifier,0.539113829286035,ATT,POS,1
49,RandomForestClassifier,0.5401594246588728,ATT,POS,1
50,RandomForestClassifier,0.5435663911577533,ATT,POS,1
51,RandomForestClassifier,0.5352924283909986,ATT,POS,1
52,RandomForestClassifier,0.5408180273566964,ATT,POS,1
53,RandomForestClassifier,0.5439022386788299,ATT,POS,1
54,RandomForestClassifier,0.5428198030704575,ATT,POS,1
55,RandomForestClassifier,0.5421799112723893,ATT,POS,1
56,RandomForestClassifier,0.5458763746723787,ATT,POS,1
57,RandomForestClassifier,0.5352132050533122,ATT,POS,1
58,RandomForestClassifier,0.5388058662565782,ATT,POS,1
59,RandomForestClassifier,0.5470029316591531,ATT,POS,1
60,RandomForestClassifier,0.5360921798571457,ATT,POS,1
61,RandomForestClassifier,0.544779955619597,ATT,POS,1
62,RandomForestClassifier,0.5412450090208692,ATT,POS,1
63,RandomForestClassifier,0.5417270143368548,ATT,POS,1
64,RandomForestClassifier,0.5489818321820908,ATT,POS,1
65,RandomForestClassifier,0.5444982168644661,ATT,POS,1
66,RandomForestClassifier,0.5450275289103803,ATT,POS,1
67,RandomForestClassifier,0.5450679307868392,ATT,POS,1
68,RandomForestClassifier,0.5474256673797897,ATT,POS,1
69,RandomForestClassifier,0.5365149887445197,ATT,POS,1
70,RandomForestClassifier,0.5366585155457078,ATT,POS,1
71,RandomForestClassifier,0.5455110552629469,ATT,POS,1
72,RandomForestClassifier,0.5401246433151976,ATT,POS,1
73,RandomForestClassifier,0.5417168898243596,ATT,POS,1
74,RandomForestClassifier,0.5410098456306902,ATT,POS,1
75,RandomForestClassifier,0.5426913690466313,ATT,POS,1
76,RandomForestClassifier,0.5373085534650801,ATT,POS,1
77,RandomForestClassifier,0.5432792773955054,ATT,POS,1
78,RandomForestClassifier,0.540946495607986,ATT,POS,1
79,RandomForestClassifier,0.5452186241222786,ATT,POS,1
80,RandomForestClassifier,0.5393732477664064,ATT,POS,1
81,RandomForestClassifier,0.5349321610287074,ATT,POS,1
82,RandomForestClassifier,0.5416755248288216,ATT,POS,1
83,RandomForestClassifier,0.5326954786800062,ATT,POS,1
84,RandomForestClassifier,0.539296614654891,ATT,POS,1
85,RandomForestClassifier,0.5473277823016055,ATT,POS,1
86,RandomForestClassifier,0.5481789595745767,ATT,POS,1
87,RandomForestClassifier,0.5438785632628977,ATT,POS,1
88,RandomForestClassifier,0.5456840475722883,ATT,POS,1
89,RandomForestClassifier,0.5421036978526517,ATT,POS,1
90,RandomForestClassifier,0.5422096713466479,ATT,POS,1
91,RandomForestClassifier,0.5443096487742548,ATT,POS,1
92,RandomForestClassifier,0.5398728022688826,ATT,POS,1
93,RandomForestClassifier,0.5500845293341404,ATT,POS,1
94,RandomForestClassifier,0.5496262834061756,ATT,POS,1
95,RandomForestClassifier,0.5496161108612757,ATT,POS,1
96,RandomForestClassifier,0.5400073109928568,ATT,POS,1
97,RandomForestClassifier,0.5481916453426646,ATT,POS,1
98,RandomForestClassifier,0.5451157975748574,ATT,POS,1
99,RandomForestClassifier,0.5364101286632822,ATT,POS,1
100,RandomForestClassifier,0.5457578880559145,ATT,POS,1
1,LogisticRegression,0.5576497897650661,POS,ATT,1
2,LogisticRegression,0.5633011508527277,POS,ATT,1
3,LogisticRegression,0.5588967814125174,POS,ATT,1
4,LogisticRegression,0.5673641190956162,POS,ATT,1
5,LogisticRegression,0.5598742119225313,POS,ATT,1
6,LogisticRegression,0.5653258312795635,POS,ATT,1
7,LogisticRegression,0.5597558510356918,POS,ATT,1
8,LogisticRegression,0.5665842977591395,POS,ATT,1
9,LogisticRegression,0.5564006447658945,POS,ATT,1
10,LogisticRegression,0.5681112780089286,POS,ATT,1
11,LogisticRegression,0.5633105001259764,POS,ATT,1
12,LogisticRegression,0.5665947421408127,POS,ATT,1
13,LogisticRegression,0.5602174417716237,POS,ATT,1
14,LogisticRegression,0.5626407369713314,POS,ATT,1
15,LogisticRegression,0.5571350496297383,POS,ATT,1
16,LogisticRegression,0.5695323844264235,POS,ATT,1
17,LogisticRegression,0.5549675911234685,POS,ATT,1
18,LogisticRegression,0.5605774131280614,POS,ATT,1
19,LogisticRegression,0.5670242659880731,POS,ATT,1
20,LogisticRegression,0.5576630710086575,POS,ATT,1
21,LogisticRegression,0.5594326391980746,POS,ATT,1
22,LogisticRegression,0.5556674605470163,POS,ATT,1
23,LogisticRegression,0.5633791578479,POS,ATT,1
24,LogisticRegression,0.5649971153348631,POS,ATT,1
25,LogisticRegression,0.552452628105225,POS,ATT,1
26,LogisticRegression,0.5648271588159577,POS,ATT,1
27,LogisticRegression,0.5637178148510376,POS,ATT,1
28,LogisticRegression,0.5542095189536682,POS,ATT,1
29,LogisticRegression,0.5614101805788158,POS,ATT,1
30,LogisticRegression,0.5474875554085679,POS,ATT,1
31,LogisticRegression,0.5648792880637556,POS,ATT,1
32,LogisticRegression,0.5584154269246272,POS,ATT,1
33,LogisticRegression,0.5588807038599839,POS,ATT,1
34,LogisticRegression,0.5608979004980441,POS,ATT,1
35,LogisticRegression,0.5624415228008584,POS,ATT,1
36,LogisticRegression,0.5605423352056326,POS,ATT,1
37,LogisticRegression,0.5706831621328481,POS,ATT,1
38,LogisticRegression,0.5621898327320433,POS,ATT,1
39,LogisticRegression,0.5543505560829594,POS,ATT,1
40,LogisticRegression,0.5665439015275574,POS,ATT,1
41,LogisticRegression,0.547483939306759,POS,ATT,1
42,LogisticRegression,0.5607834152179391,POS,ATT,1
43,LogisticRegression,0.5568275770704616,POS,ATT,1
44,LogisticRegression,0.5591004630014623,POS,ATT,1
45,LogisticRegression,0.5583735096278761,POS,ATT,1
46,LogisticRegression,0.5612275779104628,POS,ATT,1
47,LogisticRegression,0.5614915681134205,POS,ATT,1
48,LogisticRegression,0.5679899808138777,POS,ATT,1
49,LogisticRegression,0.5670751053459555,POS,ATT,1
50,LogisticRegression,0.5705079902541903,POS,ATT,1
51,LogisticRegression,0.568656302465189,POS,ATT,1
52,LogisticRegression,0.5580572388479139,POS,ATT,1
53,LogisticRegression,0.5677868973385267,POS,ATT,1
54,LogisticRegression,0.5667869875077833,POS,ATT,1
55,LogisticRegression,0.5571568758450265,POS,ATT,1
56,LogisticRegression,0.5645640917849157,POS,ATT,1
57,LogisticRegression,0.5599170153399449,POS,ATT,1
58,LogisticRegression,0.5635684532759402,POS,ATT,1
59,LogisticRegression,0.5636084948222518,POS,ATT,1
60,LogisticRegression,0.5539542824632928,POS,ATT,1
61,LogisticRegression,0.5622981431982085,POS,ATT,1
62,LogisticRegression,0.5607698062577869,POS,ATT,1
63,LogisticRegression,0.565547507044051,POS,ATT,1
64,LogisticRegression,0.5602214626981241,POS,ATT,1
65,LogisticRegression,0.561850893321915,POS,ATT,1
66,LogisticRegression,0.5611976848290203,POS,ATT,1
67,LogisticRegression,0.565025094310364,POS,ATT,1
68,LogisticRegression,0.561575944837595,POS,ATT,1
69,LogisticRegression,0.5649954089266753,POS,ATT,1
70,LogisticRegression,0.5633918712976452,POS,ATT,1
71,LogisticRegression,0.5657207205930561,POS,ATT,1
72,LogisticRegression,0.5621179621204179,POS,ATT,1
73,LogisticRegression,0.5610812060960738,POS,ATT,1
74,LogisticRegression,0.5567269278067855,POS,ATT,1
75,LogisticRegression,0.5594791885937398,POS,ATT,1
76,LogisticRegression,0.5560620413955693,POS,ATT,1
77,LogisticRegression,0.5662802083161683,POS,ATT,1
78,LogisticRegression,0.5686037647353247,POS,ATT,1
79,LogisticRegression,0.5592834485357538,POS,ATT,1
80,LogisticRegression,0.5562821949194072,POS,ATT,1
81,LogisticRegression,0.5615037617686617,POS,ATT,1
82,LogisticRegression,0.5584402105271337,POS,ATT,1
83,LogisticRegression,0.5687201850828163,POS,ATT,1
84,LogisticRegression,0.5608837460144718,POS,ATT,1
85,LogisticRegression,0.5610105266472156,POS,ATT,1
86,LogisticRegression,0.5601924452774482,POS,ATT,1
87,LogisticRegression,0.5645765953776385,POS,ATT,1
88,LogisticRegression,0.5593540928140913,POS,ATT,1
89,LogisticRegression,0.5647952175555917,POS,ATT,1
90,LogisticRegression,0.5556164133628838,POS,ATT,1
91,LogisticRegression,0.5624584922626639,POS,ATT,1
92,LogisticRegression,0.5608224628858361,POS,ATT,1
93,LogisticRegression,0.5598942039164437,POS,ATT,1
94,LogisticRegression,0.5638433603992467,POS,ATT,1
95,LogisticRegression,0.5537319776976057,POS,ATT,1
96,LogisticRegression,0.5646622254125371,POS,ATT,1
97,LogisticRegression,0.5625609834947805,POS,ATT,1
98,LogisticRegression,0.5592947614280387,POS,ATT,1
99,LogisticRegression,0.5593449958342711,POS,ATT,1
100,LogisticRegression,0.5580748700158753,POS,ATT,1
1,RandomForestClassifier,0.5583949581420357,POS,ATT,1
2,RandomForestClassifier,0.5629795569561263,POS,ATT,1
3,RandomForestClassifier,0.560839369905388,POS,ATT,1
4,RandomForestClassifier,0.5675633142548169,POS,ATT,1
5,RandomForestClassifier,0.5598904247013491,POS,ATT,1
6,RandomForestClassifier,0.5632949579326589,POS,ATT,1
7,RandomForestClassifier,0.5618593312190423,POS,ATT,1
8,RandomForestClassifier,0.5612931425129056,POS,ATT,1
9,RandomForestClassifier,0.5528514414883348,POS,ATT,1
10,RandomForestClassifier,0.5644398875544178,POS,ATT,1
11,RandomForestClassifier,0.5633105001259764,POS,ATT,1
12,RandomForestClassifier,0.5640637378101208,POS,ATT,1
13,RandomForestClassifier,0.5613894187699353,POS,ATT,1
14,RandomForestClassifier,0.5626407894484122,POS,ATT,1
15,RandomForestClassifier,0.5569189373067492,POS,ATT,1
16,RandomForestClassifier,0.5695323844264235,POS,ATT,1
17,RandomForestClassifier,0.5568388878814895,POS,ATT,1
18,RandomForestClassifier,0.5621165531491865,POS,ATT,1
19,RandomForestClassifier,0.5613473277860381,POS,ATT,1
20,RandomForestClassifier,0.5542542113316695,POS,ATT,1
21,RandomForestClassifier,0.559452953149938,POS,ATT,1
22,RandomForestClassifier,0.5573049503172985,POS,ATT,1
23,RandomForestClassifier,0.5649550656301022,POS,ATT,1
24,RandomForestClassifier,0.563990499969091,POS,ATT,1
25,RandomForestClassifier,0.552452628105225,POS,ATT,1
26,RandomForestClassifier,0.5633547934128452,POS,ATT,1
27,RandomForestClassifier,0.5626165363957882,POS,ATT,1
28,RandomForestClassifier,0.5531440106685224,POS,ATT,1
29,RandomForestClassifier,0.5608529143637493,POS,ATT,1
30,RandomForestClassifier,0.5488731041592387,POS,ATT,1
31,RandomForestClassifier,0.5617539420987764,POS,ATT,1
32,RandomForestClassifier,0.5602484776434028,POS,ATT,1
33,RandomForestClassifier,0.5570372085428811,POS,ATT,1
34,RandomForestClassifier,0.5608979004980441,POS,ATT,1
35,RandomForestClassifier,0.5620684550680939,POS,ATT,1
36,RandomForestClassifier,0.556401645820634,POS,ATT,1
37,RandomForestClassifier,0.5653295091655781,POS,ATT,1
38,RandomForestClassifier,0.5613781830108233,POS,ATT,1
39,RandomForestClassifier,0.5556884298114833,POS,ATT,1
40,RandomForestClassifier,0.5630070688366546,POS,ATT,1
41,RandomForestClassifier,0.5494308394908902,POS,ATT,1
42,RandomForestClassifier,0.5607834152179391,POS,ATT,1
43,RandomForestClassifier,0.5568275770704616,POS,ATT,1
44,RandomForestClassifier,0.5591004630014623,POS,ATT,1
45,RandomForestClassifier,0.5583735096278761,POS,ATT,1
46,RandomForestClassifier,0.5641575655657168,POS,ATT,1
47,RandomForestClassifier,0.5602163727982965,POS,ATT,1
48,RandomForestClassifier,0.5674263622356661,POS,ATT,1
49,RandomForestClassifier,0.5665610267419563,POS,ATT,1
50,RandomForestClassifier,0.5694669147896524,POS,ATT,1
51,RandomForestClassifier,0.568656302465189,POS,ATT,1
52,RandomForestClassifier,0.558539052989474,POS,ATT,1
53,RandomForestClassifier,0.5692011380287784,POS,ATT,1
54,RandomForestClassifier,0.5629760170974956,POS,ATT,1
55,RandomForestClassifier,0.5571568758450265,POS,ATT,1
56,RandomForestClassifier,0.5603771651466614,POS,ATT,1
57,RandomForestClassifier,0.5617462380651299,POS,ATT,1
58,RandomForestClassifier,0.5648879295369658,POS,ATT,1
59,RandomForestClassifier,0.5631268914415063,POS,ATT,1
60,RandomForestClassifier,0.55617770364741,POS,ATT,1
61,RandomForestClassifier,0.5638922142803535,POS,ATT,1
62,RandomForestClassifier,0.5576010486493662,POS,ATT,1
63,RandomForestClassifier,0.565547507044051,POS,ATT,1
64,RandomForestClassifier,0.5619840354370551,POS,ATT,1
65,RandomForestClassifier,0.5639038965291421,POS,ATT,1
66,RandomForestClassifier,0.5611976848290203,POS,ATT,1
67,RandomForestClassifier,0.5632932755983435,POS,ATT,1
68,RandomForestClassifier,0.561382253668663,POS,ATT,1
69,RandomForestClassifier,0.5649954089266753,POS,ATT,1
70,RandomForestClassifier,0.5611959629376179,POS,ATT,1
71,RandomForestClassifier,0.5657207205930561,POS,ATT,1
72,RandomForestClassifier,0.5640740590317493,POS,ATT,1
73,RandomForestClassifier,0.5610812060960738,POS,ATT,1
74,RandomForestClassifier,0.5587647643326191,POS,ATT,1
75,RandomForestClassifier,0.5593387153416634,POS,ATT,1
76,RandomForestClassifier,0.5560620413955693,POS,ATT,1
77,RandomForestClassifier,0.5642718396059127,POS,ATT,1
78,RandomForestClassifier,0.564052053686676,POS,ATT,1
79,RandomForestClassifier,0.5593666667051449,POS,ATT,1
80,RandomForestClassifier,0.5577082128527029,POS,ATT,1
81,RandomForestClassifier,0.5615037617686617,POS,ATT,1
82,RandomForestClassifier,0.5597495215554908,POS,ATT,1
83,RandomForestClassifier,0.5711393439051445,POS,ATT,1
84,RandomForestClassifier,0.5567309032632418,POS,ATT,1
85,RandomForestClassifier,0.5610105266472156,POS,ATT,1
86,RandomForestClassifier,0.5601924452774482,POS,ATT,1
87,RandomForestClassifier,0.5653306304337851,POS,ATT,1
88,RandomForestClassifier,0.5557068421528225,POS,ATT,1
89,RandomForestClassifier,0.5647711222300743,POS,ATT,1
90,RandomForestClassifier,0.5621595578682339,POS,ATT,1
91,RandomForestClassifier,0.5633796386864287,POS,ATT,1
92,RandomForestClassifier,0.55696913940483,POS,ATT,1
93,RandomForestClassifier,0.5598942039164437,POS,ATT,1
94,RandomForestClassifier,0.5638433603992467,POS,ATT,1
95,RandomForestClassifier,0.5562430698589701,POS,ATT,1
96,RandomForestClassifier,0.5661823474840588,POS,ATT,1
97,RandomForestClassifier,0.5590828250325806,POS,ATT,1
98,RandomForestClassifier,0.5592947614280387,POS,ATT,1
99,RandomForestClassifier,0.5538212583188596,POS,ATT,1
100,RandomForestClassifier,0.5576147283142804,POS,ATT,1
1,LogisticRegression,0.5113014784221331,ATT,POS,2
2,LogisticRegression,0.5127676652128534,ATT,POS,2
3,LogisticRegression,0.515019596141487,ATT,POS,2
4,LogisticRegression,0.5181224172170236,ATT,POS,2
5,LogisticRegression,0.5120985200034638,ATT,POS,2
6,LogisticRegression,0.501285787438365,ATT,POS,2
7,LogisticRegression,0.5140064027733832,ATT,POS,2
8,LogisticRegression,0.5167515690721004,ATT,POS,2
9,LogisticRegression,0.5078931574011994,ATT,POS,2
10,LogisticRegression,0.5055939697639551,ATT,POS,2
11,LogisticRegression,0.50750037392907,ATT,POS,2
12,LogisticRegression,0.5162079863879123,ATT,POS,2
13,LogisticRegression,0.5153247189608994,ATT,POS,2
14,LogisticRegression,0.5115021479828161,ATT,POS,2
15,LogisticRegression,0.5060490647106747,ATT,POS,2
16,LogisticRegression,0.5133541186635945,ATT,POS,2
17,LogisticRegression,0.5130515663089209,ATT,POS,2
18,LogisticRegression,0.5107778453832452,ATT,POS,2
19,LogisticRegression,0.5005845943944986,ATT,POS,2
20,LogisticRegression,0.5080549022243129,ATT,POS,2
21,LogisticRegression,0.5127823751915909,ATT,POS,2
22,LogisticRegression,0.503360117504752,ATT,POS,2
23,LogisticRegression,0.5103212480041044,ATT,POS,2
24,LogisticRegression,0.5102070782387944,ATT,POS,2
25,LogisticRegression,0.5062710622598097,ATT,POS,2
26,LogisticRegression,0.5160147375963652,ATT,POS,2
27,LogisticRegression,0.5175589610935218,ATT,POS,2
28,LogisticRegression,0.5089427199347485,ATT,POS,2
29,LogisticRegression,0.5090462610534853,ATT,POS,2
30,LogisticRegression,0.5138053845468551,ATT,POS,2
31,LogisticRegression,0.5086329921964875,ATT,POS,2
32,LogisticRegression,0.5142722549659802,ATT,POS,2
33,LogisticRegression,0.5100470552817,ATT,POS,2
34,LogisticRegression,0.5006977360825748,ATT,POS,2
35,LogisticRegression,0.5156320229599972,ATT,POS,2
36,LogisticRegression,0.5115134433665209,ATT,POS,2
37,LogisticRegression,0.5073665946841206,ATT,POS,2
38,LogisticRegression,0.5124240465243178,ATT,POS,2
39,LogisticRegression,0.5110139578516923,ATT,POS,2
40,LogisticRegression,0.5132764534477382,ATT,POS,2
41,LogisticRegression,0.5184936374133994,ATT,POS,2
42,LogisticRegression,0.5084642091617112,ATT,POS,2
43,LogisticRegression,0.5131706020841181,ATT,POS,2
44,LogisticRegression,0.5118879635185407,ATT,POS,2
45,LogisticRegression,0.5122867115693931,ATT,POS,2
46,LogisticRegression,0.5110715480957047,ATT,POS,2
47,LogisticRegression,0.5124983797952061,ATT,POS,2
48,LogisticRegression,0.5197428180574556,ATT,POS,2
49,LogisticRegression,0.5108117256903937,ATT,POS,2
50,LogisticRegression,0.5133333026096681,ATT,POS,2
51,LogisticRegression,0.512716722941384,ATT,POS,2
52,LogisticRegression,0.5145612790801264,ATT,POS,2
53,LogisticRegression,0.508858035654286,ATT,POS,2
54,LogisticRegression,0.5098838148342972,ATT,POS,2
55,LogisticRegression,0.5085583844625537,ATT,POS,2
56,LogisticRegression,0.5074264145697847,ATT,POS,2
57,LogisticRegression,0.5120102719178247,ATT,POS,2
58,LogisticRegression,0.5079430245346286,ATT,POS,2
59,LogisticRegression,0.5137432795698924,ATT,POS,2
60,LogisticRegression,0.5081368422184411,ATT,POS,2
61,LogisticRegression,0.5040453689575785,ATT,POS,2
62,LogisticRegression,0.5097099364799041,ATT,POS,2
63,LogisticRegression,0.5093932261785719,ATT,POS,2
64,LogisticRegression,0.5128740692012541,ATT,POS,2
65,LogisticRegression,0.5083306688942337,ATT,POS,2
66,LogisticRegression,0.5153084303502131,ATT,POS,2
67,LogisticRegression,0.5104988144037939,ATT,POS,2
68,LogisticRegression,0.5116398404269311,ATT,POS,2
69,LogisticRegression,0.5081500629195034,ATT,POS,2
70,LogisticRegression,0.5111360155923709,ATT,POS,2
71,LogisticRegression,0.5109385977021779,ATT,POS,2
72,LogisticRegression,0.5094104280955492,ATT,POS,2
73,LogisticRegression,0.513947112456637,ATT,POS,2
74,LogisticRegression,0.5188677261903802,ATT,POS,2
75,LogisticRegression,0.517742448626777,ATT,POS,2
76,LogisticRegression,0.5097748181583233,ATT,POS,2
77,LogisticRegression,0.5113460116927626,ATT,POS,2
78,LogisticRegression,0.5074480259210368,ATT,POS,2
79,LogisticRegression,0.5036939511304238,ATT,POS,2
80,LogisticRegression,0.5158802691831386,ATT,POS,2
81,LogisticRegression,0.5082551659586723,ATT,POS,2
82,LogisticRegression,0.5181998808840844,ATT,POS,2
83,LogisticRegression,0.5115068967364413,ATT,POS,2
84,LogisticRegression,0.5141809553378581,ATT,POS,2
85,LogisticRegression,0.5063297683096188,ATT,POS,2
86,LogisticRegression,0.5042618859049128,ATT,POS,2
87,LogisticRegression,0.5132340438032896,ATT,POS,2
88,LogisticRegression,0.5048670062578401,ATT,POS,2
89,LogisticRegression,0.5178894947536168,ATT,POS,2
90,LogisticRegression,0.5098478687706126,ATT,POS,2
91,LogisticRegression,0.5073872177166887,ATT,POS,2
92,LogisticRegression,0.5107712996253344,ATT,POS,2
93,LogisticRegression,0.5152533531169006,ATT,POS,2
94,LogisticRegression,0.5200735834113327,ATT,POS,2
95,LogisticRegression,0.5097347672053895,ATT,POS,2
96,LogisticRegression,0.5157514190614649,ATT,POS,2
97,LogisticRegression,0.5094074335693091,ATT,POS,2
98,LogisticRegression,0.5145217416182208,ATT,POS,2
99,LogisticRegression,0.5085756064555991,ATT,POS,2
100,LogisticRegression,0.5068042309533276,ATT,POS,2
1,RandomForestClassifier,0.5113418945023187,ATT,POS,2
2,RandomForestClassifier,0.5128892963098641,ATT,POS,2
3,RandomForestClassifier,0.515019596141487,ATT,POS,2
4,RandomForestClassifier,0.5139619322053489,ATT,POS,2
5,RandomForestClassifier,0.510606197042695,ATT,POS,2
6,RandomForestClassifier,0.501285787438365,ATT,POS,2
7,RandomForestClassifier,0.5140064027733832,ATT,POS,2
8,RandomForestClassifier,0.5161162410314395,ATT,POS,2
9,RandomForestClassifier,0.5064373282092753,ATT,POS,2
10,RandomForestClassifier,0.5055939697639551,ATT,POS,2
11,RandomForestClassifier,0.5089649854546872,ATT,POS,2
12,RandomForestClassifier,0.5146323799342283,ATT,POS,2
13,RandomForestClassifier,0.5127753031190301,ATT,POS,2
14,RandomForestClassifier,0.5105025079799361,ATT,POS,2
15,RandomForestClassifier,0.5060705748863321,ATT,POS,2
16,RandomForestClassifier,0.5124939996159754,ATT,POS,2
17,RandomForestClassifier,0.5117834140526958,ATT,POS,2
18,RandomForestClassifier,0.5107778453832452,ATT,POS,2
19,RandomForestClassifier,0.5003541934507764,ATT,POS,2
20,RandomForestClassifier,0.5080549022243129,ATT,POS,2
21,RandomForestClassifier,0.5126893517214527,ATT,POS,2
22,RandomForestClassifier,0.5002765777700977,ATT,POS,2
23,RandomForestClassifier,0.5103404005385367,ATT,POS,2
24,RandomForestClassifier,0.5102070782387944,ATT,POS,2
25,RandomForestClassifier,0.5066664356282045,ATT,POS,2
26,RandomForestClassifier,0.5160147375963652,ATT,POS,2
27,RandomForestClassifier,0.5164957038647648,ATT,POS,2
28,RandomForestClassifier,0.5084406219716916,ATT,POS,2
29,RandomForestClassifier,0.509007284893839,ATT,POS,2
30,RandomForestClassifier,0.5116627037704347,ATT,POS,2
31,RandomForestClassifier,0.5090846239177016,ATT,POS,2
32,RandomForestClassifier,0.5120318830356314,ATT,POS,2
33,RandomForestClassifier,0.5099824473892076,ATT,POS,2
34,RandomForestClassifier,0.500539382248204,ATT,POS,2
35,RandomForestClassifier,0.5175797078659841,ATT,POS,2
36,RandomForestClassifier,0.5103339952169279,ATT,POS,2
37,RandomForestClassifier,0.5069425043973866,ATT,POS,2
38,RandomForestClassifier,0.5114410937799703,ATT,POS,2
39,RandomForestClassifier,0.5107629653537232,ATT,POS,2
40,RandomForestClassifier,0.5127365323084816,ATT,POS,2
41,RandomForestClassifier,0.5167832254437413,ATT,POS,2
42,RandomForestClassifier,0.5084642091617112,ATT,POS,2
43,RandomForestClassifier,0.5111296454802698,ATT,POS,2
44,RandomForestClassifier,0.511238785551422,ATT,POS,2
45,RandomForestClassifier,0.5121229297099332,ATT,POS,2
46,RandomForestClassifier,0.5110715480957047,ATT,POS,2
47,RandomForestClassifier,0.5103325860388753,ATT,POS,2
48,RandomForestClassifier,0.5197622099023209,ATT,POS,2
49,RandomForestClassifier,0.5099405493810899,ATT,POS,2
50,RandomForestClassifier,0.5133333026096681,ATT,POS,2
51,RandomForestClassifier,0.5118469704003819,ATT,POS,2
52,RandomForestClassifier,0.5145612790801264,ATT,POS,2
53,RandomForestClassifier,0.5076210796125452,ATT,POS,2
54,RandomForestClassifier,0.5098838148342972,ATT,POS,2
55,RandomForestClassifier,0.5090626687187475,ATT,POS,2
56,RandomForestClassifier,0.507250735739103,ATT,POS,2
57,RandomForestClassifier,0.5116012671898624,ATT,POS,2
58,RandomForestClassifier,0.5079430245346286,ATT,POS,2
59,RandomForestClassifier,0.5136697868663594,ATT,POS,2
60,RandomForestClassifier,0.5069610443020841,ATT,POS,2
61,RandomForestClassifier,0.5040472889466422,ATT,POS,2
62,RandomForestClassifier,0.5093942848233954,ATT,POS,2
63,RandomForestClassifier,0.5092679422015572,ATT,POS,2
64,RandomForestClassifier,0.5128857338873243,ATT,POS,2
65,RandomForestClassifier,0.5084820858477478,ATT,POS,2
66,RandomForestClassifier,0.5139066487570396,ATT,POS,2
