fold,model,score,test,train,window
67,RandomForestClassifier,0.509092130905181,ATT,POS,2
68,RandomForestClassifier,0.5106328123994964,ATT,POS,2
69,RandomForestClassifier,0.506206316833972,ATT,POS,2
70,RandomForestClassifier,0.5099812776334929,ATT,POS,2
71,RandomForestClassifier,0.5109385977021779,ATT,POS,2
72,RandomForestClassifier,0.5093790772856517,ATT,POS,2
73,RandomForestClassifier,0.513947112456637,ATT,POS,2
74,RandomForestClassifier,0.5176494966379169,ATT,POS,2
75,RandomForestClassifier,0.517742448626777,ATT,POS,2
76,RandomForestClassifier,0.5097748181583233,ATT,POS,2
77,RandomForestClassifier,0.5114974992080026,ATT,POS,2
78,RandomForestClassifier,0.5074480259210368,ATT,POS,2
79,RandomForestClassifier,0.5034243340260721,ATT,POS,2
80,RandomForestClassifier,0.5142841782906294,ATT,POS,2
81,RandomForestClassifier,0.5074590443276454,ATT,POS,2
82,RandomForestClassifier,0.5187389168822811,ATT,POS,2
83,RandomForestClassifier,0.5115912327418388,ATT,POS,2
84,RandomForestClassifier,0.5135811258783594,ATT,POS,2
85,RandomForestClassifier,0.5063297683096188,ATT,POS,2
86,RandomForestClassifier,0.5047150982792138,ATT,POS,2
87,RandomForestClassifier,0.5132340438032896,ATT,POS,2
88,RandomForestClassifier,0.5037961112720806,ATT,POS,2
89,RandomForestClassifier,0.5179049027043113,ATT,POS,2
90,RandomForestClassifier,0.5104036830255344,ATT,POS,2
91,RandomForestClassifier,0.5061051263112036,ATT,POS,2
92,RandomForestClassifier,0.5092852803694355,ATT,POS,2
93,RandomForestClassifier,0.5148107956377079,ATT,POS,2
94,RandomForestClassifier,0.5198066575467396,ATT,POS,2
95,RandomForestClassifier,0.5097347672053895,ATT,POS,2
96,RandomForestClassifier,0.5151598234534707,ATT,POS,2
97,RandomForestClassifier,0.5092337215302869,ATT,POS,2
98,RandomForestClassifier,0.5143984229807186,ATT,POS,2
99,RandomForestClassifier,0.5058577737637322,ATT,POS,2
100,RandomForestClassifier,0.5061716442569346,ATT,POS,2
1,LogisticRegression,0.5419720946814544,POS,ATT,2
2,LogisticRegression,0.5228241451401849,POS,ATT,2
3,LogisticRegression,0.5449315071788988,POS,ATT,2
4,LogisticRegression,0.5410183795077104,POS,ATT,2
5,LogisticRegression,0.5342838584645163,POS,ATT,2
6,LogisticRegression,0.5354676290463692,POS,ATT,2
7,LogisticRegression,0.5222452759592494,POS,ATT,2
8,LogisticRegression,0.5205648848115775,POS,ATT,2
9,LogisticRegression,0.5143306979472603,POS,ATT,2
10,LogisticRegression,0.5357528339810901,POS,ATT,2
11,LogisticRegression,0.5258397424119136,POS,ATT,2
12,LogisticRegression,0.5190666346906412,POS,ATT,2
13,LogisticRegression,0.5205956125472816,POS,ATT,2
14,LogisticRegression,0.5227074811951603,POS,ATT,2
15,LogisticRegression,0.5315761165210183,POS,ATT,2
16,LogisticRegression,0.5213406869384203,POS,ATT,2
17,LogisticRegression,0.5420417633664427,POS,ATT,2
18,LogisticRegression,0.5274351317061956,POS,ATT,2
19,LogisticRegression,0.5159731225161549,POS,ATT,2
20,LogisticRegression,0.5303701629539532,POS,ATT,2
21,LogisticRegression,0.5392670065454945,POS,ATT,2
22,LogisticRegression,0.5256678302025034,POS,ATT,2
23,LogisticRegression,0.539480616669403,POS,ATT,2
24,LogisticRegression,0.5415468654483799,POS,ATT,2
25,LogisticRegression,0.5258093739308929,POS,ATT,2
26,LogisticRegression,0.5397221360118329,POS,ATT,2
27,LogisticRegression,0.5307299999223427,POS,ATT,2
28,LogisticRegression,0.5384244527061443,POS,ATT,2
29,LogisticRegression,0.5304350456067091,POS,ATT,2
30,LogisticRegression,0.5292658592870985,POS,ATT,2
31,LogisticRegression,0.5225227073308958,POS,ATT,2
32,LogisticRegression,0.5288849710299678,POS,ATT,2
33,LogisticRegression,0.5387632232641921,POS,ATT,2
34,LogisticRegression,0.5300504198556135,POS,ATT,2
35,LogisticRegression,0.5344857481516164,POS,ATT,2
36,LogisticRegression,0.5354324326541551,POS,ATT,2
37,LogisticRegression,0.543972517361265,POS,ATT,2
38,LogisticRegression,0.5341756378064517,POS,ATT,2
39,LogisticRegression,0.539266993084407,POS,ATT,2
40,LogisticRegression,0.5418179877263144,POS,ATT,2
41,LogisticRegression,0.5394133660731409,POS,ATT,2
42,LogisticRegression,0.5323559257918158,POS,ATT,2
43,LogisticRegression,0.5423556901319704,POS,ATT,2
44,LogisticRegression,0.5323871263607962,POS,ATT,2
45,LogisticRegression,0.5398679134637897,POS,ATT,2
46,LogisticRegression,0.5415997788559075,POS,ATT,2
47,LogisticRegression,0.5243559442276883,POS,ATT,2
48,LogisticRegression,0.5360057868182041,POS,ATT,2
49,LogisticRegression,0.5428098499331246,POS,ATT,2
50,LogisticRegression,0.5271476992513744,POS,ATT,2
51,LogisticRegression,0.5346156526899863,POS,ATT,2
52,LogisticRegression,0.5262536163192612,POS,ATT,2
53,LogisticRegression,0.5320121199328712,POS,ATT,2
54,LogisticRegression,0.5373844940274961,POS,ATT,2
55,LogisticRegression,0.5280362696954678,POS,ATT,2
56,LogisticRegression,0.5342619123131268,POS,ATT,2
57,LogisticRegression,0.5279721156114158,POS,ATT,2
58,LogisticRegression,0.5360171373583648,POS,ATT,2
59,LogisticRegression,0.5399049226884175,POS,ATT,2
60,LogisticRegression,0.5370604281546967,POS,ATT,2
61,LogisticRegression,0.5212163624788588,POS,ATT,2
62,LogisticRegression,0.5414331696848786,POS,ATT,2
63,LogisticRegression,0.537009785022621,POS,ATT,2
64,LogisticRegression,0.5419504582668291,POS,ATT,2
65,LogisticRegression,0.5336804820708176,POS,ATT,2
66,LogisticRegression,0.5273641220522312,POS,ATT,2
67,LogisticRegression,0.5308489628266896,POS,ATT,2
68,LogisticRegression,0.5237484063335502,POS,ATT,2
69,LogisticRegression,0.5349526625555603,POS,ATT,2
70,LogisticRegression,0.5398105478610604,POS,ATT,2
71,LogisticRegression,0.5348307198725086,POS,ATT,2
72,LogisticRegression,0.5344457696852979,POS,ATT,2
73,LogisticRegression,0.5493265787760416,POS,ATT,2
74,LogisticRegression,0.5282093047086539,POS,ATT,2
75,LogisticRegression,0.5494730980217106,POS,ATT,2
76,LogisticRegression,0.5176380353837111,POS,ATT,2
77,LogisticRegression,0.5250829718016202,POS,ATT,2
78,LogisticRegression,0.5377525146843782,POS,ATT,2
79,LogisticRegression,0.5360999140877967,POS,ATT,2
80,LogisticRegression,0.5447591466832933,POS,ATT,2
81,LogisticRegression,0.5367097905352207,POS,ATT,2
82,LogisticRegression,0.5295292071134818,POS,ATT,2
83,LogisticRegression,0.5417584583632864,POS,ATT,2
84,LogisticRegression,0.5370669587466226,POS,ATT,2
85,LogisticRegression,0.5410650863622714,POS,ATT,2
86,LogisticRegression,0.5376856117279252,POS,ATT,2
87,LogisticRegression,0.5402051642802129,POS,ATT,2
88,LogisticRegression,0.5425767858353954,POS,ATT,2
89,LogisticRegression,0.5213632307005801,POS,ATT,2
90,LogisticRegression,0.523325371084579,POS,ATT,2
91,LogisticRegression,0.5388979538271416,POS,ATT,2
92,LogisticRegression,0.5294521288936811,POS,ATT,2
93,LogisticRegression,0.5417786079726437,POS,ATT,2
94,LogisticRegression,0.5334165868704781,POS,ATT,2
95,LogisticRegression,0.5245519802454012,POS,ATT,2
96,LogisticRegression,0.5304227986216118,POS,ATT,2
97,LogisticRegression,0.5312333508372283,POS,ATT,2
98,LogisticRegression,0.5202526491869679,POS,ATT,2
99,LogisticRegression,0.5269220157672441,POS,ATT,2
100,LogisticRegression,0.528969944639007,POS,ATT,2
1,RandomForestClassifier,0.5417498757400234,POS,ATT,2
2,RandomForestClassifier,0.5311238989382823,POS,ATT,2
3,RandomForestClassifier,0.5449093067099768,POS,ATT,2
4,RandomForestClassifier,0.539930540173212,POS,ATT,2
5,RandomForestClassifier,0.539980248023298,POS,ATT,2
6,RandomForestClassifier,0.5455160214348207,POS,ATT,2
7,RandomForestClassifier,0.5218082638986137,POS,ATT,2
8,RandomForestClassifier,0.5337631025190085,POS,ATT,2
9,RandomForestClassifier,0.5234005591768521,POS,ATT,2
10,RandomForestClassifier,0.5362318713789236,POS,ATT,2
11,RandomForestClassifier,0.5258397424119136,POS,ATT,2
12,RandomForestClassifier,0.5338312691627869,POS,ATT,2
13,RandomForestClassifier,0.5348565623627061,POS,ATT,2
14,RandomForestClassifier,0.5322172228657399,POS,ATT,2
15,RandomForestClassifier,0.5382409111936456,POS,ATT,2
16,RandomForestClassifier,0.5285063056219129,POS,ATT,2
17,RandomForestClassifier,0.5416049465079806,POS,ATT,2
18,RandomForestClassifier,0.5344378485842718,POS,ATT,2
19,RandomForestClassifier,0.523604321381708,POS,ATT,2
20,RandomForestClassifier,0.5373668574978725,POS,ATT,2
21,RandomForestClassifier,0.5409534958316777,POS,ATT,2
22,RandomForestClassifier,0.5359656691315255,POS,ATT,2
23,RandomForestClassifier,0.5396400876893732,POS,ATT,2
24,RandomForestClassifier,0.542659889194638,POS,ATT,2
25,RandomForestClassifier,0.5322375094081422,POS,ATT,2
26,RandomForestClassifier,0.5391353460309928,POS,ATT,2
27,RandomForestClassifier,0.5307445470044113,POS,ATT,2
28,RandomForestClassifier,0.5397945471030664,POS,ATT,2
29,RandomForestClassifier,0.5374511762973749,POS,ATT,2
30,RandomForestClassifier,0.5420159729222812,POS,ATT,2
31,RandomForestClassifier,0.5342873038066916,POS,ATT,2
32,RandomForestClassifier,0.5362706881914298,POS,ATT,2
33,RandomForestClassifier,0.5384587358883284,POS,ATT,2
34,RandomForestClassifier,0.5313655136061435,POS,ATT,2
35,RandomForestClassifier,0.5352228589682089,POS,ATT,2
36,RandomForestClassifier,0.5371557096642757,POS,ATT,2
37,RandomForestClassifier,0.5441671433855542,POS,ATT,2
38,RandomForestClassifier,0.5343107066264762,POS,ATT,2
39,RandomForestClassifier,0.539266993084407,POS,ATT,2
40,RandomForestClassifier,0.5420175980868905,POS,ATT,2
41,RandomForestClassifier,0.5382746789483248,POS,ATT,2
42,RandomForestClassifier,0.5328131679620767,POS,ATT,2
43,RandomForestClassifier,0.5435047432352015,POS,ATT,2
44,RandomForestClassifier,0.5323871263607962,POS,ATT,2
45,RandomForestClassifier,0.5408998361089777,POS,ATT,2
46,RandomForestClassifier,0.5415997788559075,POS,ATT,2
47,RandomForestClassifier,0.5333544285449391,POS,ATT,2
48,RandomForestClassifier,0.5371183881816208,POS,ATT,2
49,RandomForestClassifier,0.5397482677184653,POS,ATT,2
50,RandomForestClassifier,0.5347152423358796,POS,ATT,2
51,RandomForestClassifier,0.5346156526899863,POS,ATT,2
52,RandomForestClassifier,0.5358533747663647,POS,ATT,2
53,RandomForestClassifier,0.5331726018647985,POS,ATT,2
54,RandomForestClassifier,0.5399703180010984,POS,ATT,2
55,RandomForestClassifier,0.5321557463393617,POS,ATT,2
56,RandomForestClassifier,0.534723039403318,POS,ATT,2
57,RandomForestClassifier,0.5368085203028141,POS,ATT,2
58,RandomForestClassifier,0.5340749515465502,POS,ATT,2
59,RandomForestClassifier,0.5408234869755002,POS,ATT,2
60,RandomForestClassifier,0.5449286199157519,POS,ATT,2
61,RandomForestClassifier,0.5284365447235013,POS,ATT,2
62,RandomForestClassifier,0.5409452437725994,POS,ATT,2
63,RandomForestClassifier,0.5385924070236918,POS,ATT,2
64,RandomForestClassifier,0.542535651969226,POS,ATT,2
65,RandomForestClassifier,0.5359366207465666,POS,ATT,2
66,RandomForestClassifier,0.5364981305364671,POS,ATT,2
67,RandomForestClassifier,0.5384828262693669,POS,ATT,2
68,RandomForestClassifier,0.52248490632529,POS,ATT,2
69,RandomForestClassifier,0.5406204460877494,POS,ATT,2
70,RandomForestClassifier,0.542675795405255,POS,ATT,2
71,RandomForestClassifier,0.5343778862740606,POS,ATT,2
72,RandomForestClassifier,0.5396015888300433,POS,ATT,2
73,RandomForestClassifier,0.5487975527308747,POS,ATT,2
74,RandomForestClassifier,0.5365157796667983,POS,ATT,2
75,RandomForestClassifier,0.5467969042320644,POS,ATT,2
76,RandomForestClassifier,0.54514605891276,POS,ATT,2
77,RandomForestClassifier,0.5341460960044455,POS,ATT,2
78,RandomForestClassifier,0.5377525146843782,POS,ATT,2
79,RandomForestClassifier,0.537124407542118,POS,ATT,2
80,RandomForestClassifier,0.5447591466832933,POS,ATT,2
81,RandomForestClassifier,0.5369919627935098,POS,ATT,2
82,RandomForestClassifier,0.5375742711147502,POS,ATT,2
83,RandomForestClassifier,0.5406360655938542,POS,ATT,2
84,RandomForestClassifier,0.5457888373471542,POS,ATT,2
85,RandomForestClassifier,0.5489377634805497,POS,ATT,2
86,RandomForestClassifier,0.5376957306089148,POS,ATT,2
87,RandomForestClassifier,0.5396107753640946,POS,ATT,2
88,RandomForestClassifier,0.5426935589378734,POS,ATT,2
89,RandomForestClassifier,0.5290619449475462,POS,ATT,2
90,RandomForestClassifier,0.5330910569680141,POS,ATT,2
91,RandomForestClassifier,0.5395079779962598,POS,ATT,2
92,RandomForestClassifier,0.5364707938848146,POS,ATT,2
93,RandomForestClassifier,0.5414016817466346,POS,ATT,2
94,RandomForestClassifier,0.5336043340271373,POS,ATT,2
95,RandomForestClassifier,0.5400538165152167,POS,ATT,2
96,RandomForestClassifier,0.5375296753367216,POS,ATT,2
97,RandomForestClassifier,0.5316371690853288,POS,ATT,2
98,RandomForestClassifier,0.5202526491869679,POS,ATT,2
99,RandomForestClassifier,0.535585532660845,POS,ATT,2
100,RandomForestClassifier,0.5377681459209175,POS,ATT,2
1,LogisticRegression,0.5054416566800326,ATT,POS,3
2,LogisticRegression,0.4989453800723757,ATT,POS,3
3,LogisticRegression,0.5109568880128866,ATT,POS,3
4,LogisticRegression,0.5037887542394367,ATT,POS,3
5,LogisticRegression,0.5099358457432397,ATT,POS,3
6,LogisticRegression,0.5052880624838415,ATT,POS,3
7,LogisticRegression,0.5066572931850547,ATT,POS,3
8,LogisticRegression,0.5008706347694396,ATT,POS,3
9,LogisticRegression,0.5032746263609047,ATT,POS,3
10,LogisticRegression,0.5026772316550252,ATT,POS,3
11,LogisticRegression,0.4946376467075909,ATT,POS,3
12,LogisticRegression,0.50926787787431,ATT,POS,3
13,LogisticRegression,0.49515800861772397,ATT,POS,3
14,LogisticRegression,0.5070038715466136,ATT,POS,3
15,LogisticRegression,0.5044810288637568,ATT,POS,3
16,LogisticRegression,0.4980259787815605,ATT,POS,3
17,LogisticRegression,0.5016978843619311,ATT,POS,3
18,LogisticRegression,0.5040922420287723,ATT,POS,3
19,LogisticRegression,0.5108975793028736,ATT,POS,3
20,LogisticRegression,0.49864477374209737,ATT,POS,3
21,LogisticRegression,0.5065281121243228,ATT,POS,3
22,LogisticRegression,0.4974843239251871,ATT,POS,3
23,LogisticRegression,0.5066015996516633,ATT,POS,3
24,LogisticRegression,0.5020324219017323,ATT,POS,3
25,LogisticRegression,0.4944383034131483,ATT,POS,3
26,LogisticRegression,0.5107012628810849,ATT,POS,3
27,LogisticRegression,0.4962702821573044,ATT,POS,3
28,LogisticRegression,0.5016141151281397,ATT,POS,3
29,LogisticRegression,0.5021987341070524,ATT,POS,3
30,LogisticRegression,0.5035952715440125,ATT,POS,3
31,LogisticRegression,0.5016832645105646,ATT,POS,3
32,LogisticRegression,0.5016452578532835,ATT,POS,3
33,LogisticRegression,0.5027201209912058,ATT,POS,3
34,LogisticRegression,0.5022112401413896,ATT,POS,3
35,LogisticRegression,0.5009597296767248,ATT,POS,3
36,LogisticRegression,0.5068384470231342,ATT,POS,3
37,LogisticRegression,0.5056354030494769,ATT,POS,3
38,LogisticRegression,0.508450511031632,ATT,POS,3
39,LogisticRegression,0.5011262586360503,ATT,POS,3
40,LogisticRegression,0.5020364789265352,ATT,POS,3
41,LogisticRegression,0.508223760893129,ATT,POS,3
42,LogisticRegression,0.505392036693686,ATT,POS,3
43,LogisticRegression,0.4962928711346117,ATT,POS,3
44,LogisticRegression,0.502239057885842,ATT,POS,3
45,LogisticRegression,0.4970567224389457,ATT,POS,3
46,LogisticRegression,0.5013929646057014,ATT,POS,3
47,LogisticRegression,0.5090816663635176,ATT,POS,3
48,LogisticRegression,0.5024951414984178,ATT,POS,3
49,LogisticRegression,0.5010211954340906,ATT,POS,3
50,LogisticRegression,0.501431019516613,ATT,POS,3
51,LogisticRegression,0.5033008758712187,ATT,POS,3
52,LogisticRegression,0.506572911340986,ATT,POS,3
53,LogisticRegression,0.507524533335361,ATT,POS,3
54,LogisticRegression,0.5053619095071156,ATT,POS,3
55,LogisticRegression,0.5017523154095699,ATT,POS,3
56,LogisticRegression,0.5075451511401549,ATT,POS,3
57,LogisticRegression,0.5072910814912419,ATT,POS,3
58,LogisticRegression,0.4983529642940828,ATT,POS,3
59,LogisticRegression,0.5027726732147821,ATT,POS,3
60,LogisticRegression,0.5010029444516146,ATT,POS,3
61,LogisticRegression,0.5054247024940455,ATT,POS,3
62,LogisticRegression,0.497860993758718,ATT,POS,3
63,LogisticRegression,0.4983195184977527,ATT,POS,3
64,LogisticRegression,0.5060928412942897,ATT,POS,3
65,LogisticRegression,0.5050017048537907,ATT,POS,3
66,LogisticRegression,0.49904022606363024,ATT,POS,3
67,LogisticRegression,0.5061889197041733,ATT,POS,3
68,LogisticRegression,0.5029678627705803,ATT,POS,3
69,LogisticRegression,0.5060310196740876,ATT,POS,3
70,LogisticRegression,0.49894350167737056,ATT,POS,3
71,LogisticRegression,0.503877259428889,ATT,POS,3
72,LogisticRegression,0.49868710941955474,ATT,POS,3
73,LogisticRegression,0.5026836052206365,ATT,POS,3
74,LogisticRegression,0.5063309779743512,ATT,POS,3
75,LogisticRegression,0.5035548698615473,ATT,POS,3
76,LogisticRegression,0.5014486685395956,ATT,POS,3
77,LogisticRegression,0.5024444966933135,ATT,POS,3
78,LogisticRegression,0.5025141379615323,ATT,POS,3
79,LogisticRegression,0.5097714966623444,ATT,POS,3
80,LogisticRegression,0.5049281795925391,ATT,POS,3
81,LogisticRegression,0.5041488403997085,ATT,POS,3
82,LogisticRegression,0.5010712889751351,ATT,POS,3
83,LogisticRegression,0.4986851438867995,ATT,POS,3
84,LogisticRegression,0.5099498990798023,ATT,POS,3
85,LogisticRegression,0.507368028324925,ATT,POS,3
86,LogisticRegression,0.5038280156554613,ATT,POS,3
87,LogisticRegression,0.5079873836287325,ATT,POS,3
88,LogisticRegression,0.5063226188617925,ATT,POS,3
89,LogisticRegression,0.5065793370338207,ATT,POS,3
90,LogisticRegression,0.4975157777626592,ATT,POS,3
91,LogisticRegression,0.5003092847667197,ATT,POS,3
92,LogisticRegression,0.5106068758600528,ATT,POS,3
93,LogisticRegression,0.5031515697310819,ATT,POS,3
94,LogisticRegression,0.49834991177845234,ATT,POS,3
95,LogisticRegression,0.5074215667206137,ATT,POS,3
96,LogisticRegression,0.5124126472389323,ATT,POS,3
97,LogisticRegression,0.5024002740997546,ATT,POS,3
98,LogisticRegression,0.5013760491987374,ATT,POS,3
99,LogisticRegression,0.5026553707814267,ATT,POS,3
100,LogisticRegression,0.5032056804004374,ATT,POS,3
1,RandomForestClassifier,0.506968115940869,ATT,POS,3
2,RandomForestClassifier,0.4989453800723757,ATT,POS,3
3,RandomForestClassifier,0.5104232158400784,ATT,POS,3
4,RandomForestClassifier,0.5057308559755122,ATT,POS,3
5,RandomForestClassifier,0.5094726128297309,ATT,POS,3
6,RandomForestClassifier,0.5065884418019974,ATT,POS,3
7,RandomForestClassifier,0.5069302528118445,ATT,POS,3
8,RandomForestClassifier,0.5024458618558814,ATT,POS,3
9,RandomForestClassifier,0.503852157286125,ATT,POS,3
10,RandomForestClassifier,0.5026772316550252,ATT,POS,3
11,RandomForestClassifier,0.4970851577360478,ATT,POS,3
12,RandomForestClassifier,0.5100222225735638,ATT,POS,3
13,RandomForestClassifier,0.49598346858689296,ATT,POS,3
14,RandomForestClassifier,0.5070519957434598,ATT,POS,3
15,RandomForestClassifier,0.5044810288637568,ATT,POS,3
16,RandomForestClassifier,0.4997369205649179,ATT,POS,3
17,RandomForestClassifier,0.5043895411964499,ATT,POS,3
18,RandomForestClassifier,0.5039867894079146,ATT,POS,3
19,RandomForestClassifier,0.5137866319185287,ATT,POS,3
20,RandomForestClassifier,0.4990669344002657,ATT,POS,3
21,RandomForestClassifier,0.5079999539752387,ATT,POS,3
22,RandomForestClassifier,0.4989401202457745,ATT,POS,3
23,RandomForestClassifier,0.5074912510607882,ATT,POS,3
24,RandomForestClassifier,0.5037349779469117,ATT,POS,3
25,RandomForestClassifier,0.4944383034131483,ATT,POS,3
26,RandomForestClassifier,0.5111714941408184,ATT,POS,3
27,RandomForestClassifier,0.49778604124945774,ATT,POS,3
28,RandomForestClassifier,0.5025224238240311,ATT,POS,3
29,RandomForestClassifier,0.5030934956250434,ATT,POS,3
30,RandomForestClassifier,0.5035904686430603,ATT,POS,3
31,RandomForestClassifier,0.5016832645105646,ATT,POS,3
32,RandomForestClassifier,0.5028649308688534,ATT,POS,3
33,RandomForestClassifier,0.5027201209912058,ATT,POS,3
34,RandomForestClassifier,0.5052240754692063,ATT,POS,3
35,RandomForestClassifier,0.5012525065139344,ATT,POS,3
36,RandomForestClassifier,0.5084945681428432,ATT,POS,3
37,RandomForestClassifier,0.5056354030494769,ATT,POS,3
38,RandomForestClassifier,0.5091076345992767,ATT,POS,3
39,RandomForestClassifier,0.5012031035749707,ATT,POS,3
40,RandomForestClassifier,0.5029405579075794,ATT,POS,3
41,RandomForestClassifier,0.5096429616944848,ATT,POS,3
42,RandomForestClassifier,0.505392036693686,ATT,POS,3
43,RandomForestClassifier,0.4963417972513728,ATT,POS,3
44,RandomForestClassifier,0.5047937719583651,ATT,POS,3
45,RandomForestClassifier,0.4968717764519786,ATT,POS,3
46,RandomForestClassifier,0.5013929646057014,ATT,POS,3
47,RandomForestClassifier,0.5117672871518213,ATT,POS,3
48,RandomForestClassifier,0.5024951414984178,ATT,POS,3
49,RandomForestClassifier,0.501868072157139,ATT,POS,3
50,RandomForestClassifier,0.5039208213889944,ATT,POS,3
51,RandomForestClassifier,0.5049730755146269,ATT,POS,3
52,RandomForestClassifier,0.5060466382052285,ATT,POS,3
53,RandomForestClassifier,0.509715034719457,ATT,POS,3
54,RandomForestClassifier,0.5059413969328787,ATT,POS,3
55,RandomForestClassifier,0.5020229567926285,ATT,POS,3
56,RandomForestClassifier,0.5075451511401549,ATT,POS,3
57,RandomForestClassifier,0.5072172330614417,ATT,POS,3
58,RandomForestClassifier,0.4976879268540857,ATT,POS,3
59,RandomForestClassifier,0.5039519423320792,ATT,POS,3
60,RandomForestClassifier,0.5014261030688129,ATT,POS,3
61,RandomForestClassifier,0.5067800902177765,ATT,POS,3
62,RandomForestClassifier,0.497860993758718,ATT,POS,3
63,RandomForestClassifier,0.49858575022921336,ATT,POS,3
64,RandomForestClassifier,0.506424109953172,ATT,POS,3
65,RandomForestClassifier,0.5066546326400261,ATT,POS,3
66,RandomForestClassifier,0.5001123554811366,ATT,POS,3
67,RandomForestClassifier,0.5074027717748003,ATT,POS,3
68,RandomForestClassifier,0.503718721395028,ATT,POS,3
69,RandomForestClassifier,0.5060310196740876,ATT,POS,3
70,RandomForestClassifier,0.4995759299076221,ATT,POS,3
71,RandomForestClassifier,0.503877259428889,ATT,POS,3
72,RandomForestClassifier,0.498185545596984,ATT,POS,3
73,RandomForestClassifier,0.5026836052206365,ATT,POS,3
74,RandomForestClassifier,0.5064115381366805,ATT,POS,3
75,RandomForestClassifier,0.5033696224213937,ATT,POS,3
76,RandomForestClassifier,0.5036780743248651,ATT,POS,3
77,RandomForestClassifier,0.5029136859798498,ATT,POS,3
78,RandomForestClassifier,0.502957756399251,ATT,POS,3
79,RandomForestClassifier,0.5097644431638092,ATT,POS,3
80,RandomForestClassifier,0.5062739430539256,ATT,POS,3
81,RandomForestClassifier,0.5044102189456775,ATT,POS,3
82,RandomForestClassifier,0.5053106132610274,ATT,POS,3
83,RandomForestClassifier,0.49923957054570234,ATT,POS,3
84,RandomForestClassifier,0.5119866121408789,ATT,POS,3
85,RandomForestClassifier,0.507368028324925,ATT,POS,3
86,RandomForestClassifier,0.5038280156554613,ATT,POS,3
87,RandomForestClassifier,0.5080903856447506,ATT,POS,3
88,RandomForestClassifier,0.5063376779574863,ATT,POS,3
89,RandomForestClassifier,0.5067831373035534,ATT,POS,3
90,RandomForestClassifier,0.4975157777626592,ATT,POS,3
91,RandomForestClassifier,0.5023032759770687,ATT,POS,3
92,RandomForestClassifier,0.51060092289905,ATT,POS,3
93,RandomForestClassifier,0.5045429893683553,ATT,POS,3
94,RandomForestClassifier,0.49834991177845234,ATT,POS,3
95,RandomForestClassifier,0.5082665398831736,ATT,POS,3
96,RandomForestClassifier,0.5134708363851767,ATT,POS,3
97,RandomForestClassifier,0.502357796242776,ATT,POS,3
98,RandomForestClassifier,0.5041973453288078,ATT,POS,3
99,RandomForestClassifier,0.5025458663139045,ATT,POS,3
100,RandomForestClassifier,0.5035225366105489,ATT,POS,3
1,LogisticRegression,0.4900815281874735,POS,ATT,3
2,LogisticRegression,0.535230773706406,POS,ATT,3
3,LogisticRegression,0.5017128328787231,POS,ATT,3
4,LogisticRegression,0.5229568759732578,POS,ATT,3
5,LogisticRegression,0.5029388667581047,POS,ATT,3
6,LogisticRegression,0.5015609940373509,POS,ATT,3
7,LogisticRegression,0.5151847534538035,POS,ATT,3
8,LogisticRegression,0.5184244687409294,POS,ATT,3
9,LogisticRegression,0.5248550438974713,POS,ATT,3
10,LogisticRegression,0.49394367089076985,POS,ATT,3
11,LogisticRegression,0.5140246150101767,POS,ATT,3
12,LogisticRegression,0.5389999750188813,POS,ATT,3
13,LogisticRegression,0.48423561251743985,POS,ATT,3
14,LogisticRegression,0.5224920002373681,POS,ATT,3
15,LogisticRegression,0.46906683284462836,POS,ATT,3
16,LogisticRegression,0.5226188962015613,POS,ATT,3
17,LogisticRegression,0.5297918368184992,POS,ATT,3
18,LogisticRegression,0.5211182818474062,POS,ATT,3
19,LogisticRegression,0.4990946151940562,POS,ATT,3
20,LogisticRegression,0.5148789720841719,POS,ATT,3
21,LogisticRegression,0.5171645418339879,POS,ATT,3
22,LogisticRegression,0.5051748681576806,POS,ATT,3
23,LogisticRegression,0.47819876008259116,POS,ATT,3
24,LogisticRegression,0.4795766256573054,POS,ATT,3
25,LogisticRegression,0.5204860809841949,POS,ATT,3
26,LogisticRegression,0.5170676916847499,POS,ATT,3
27,LogisticRegression,0.523498729658134,POS,ATT,3
28,LogisticRegression,0.5369257383191323,POS,ATT,3
29,LogisticRegression,0.49652552701974784,POS,ATT,3
30,LogisticRegression,0.5349725999570911,POS,ATT,3
31,LogisticRegression,0.5372511342504683,POS,ATT,3
32,LogisticRegression,0.5365914833870726,POS,ATT,3
33,LogisticRegression,0.5389358256813892,POS,ATT,3
34,LogisticRegression,0.495015776707892,POS,ATT,3
35,LogisticRegression,0.5193647016238215,POS,ATT,3
36,LogisticRegression,0.4947015541316602,POS,ATT,3
37,LogisticRegression,0.5171955124401905,POS,ATT,3
38,LogisticRegression,0.5327159042383093,POS,ATT,3
39,LogisticRegression,0.5009192253273613,POS,ATT,3
40,LogisticRegression,0.5133884860924676,POS,ATT,3
41,LogisticRegression,0.504781751970838,POS,ATT,3
42,LogisticRegression,0.5142455689254919,POS,ATT,3
43,LogisticRegression,0.521317899573658,POS,ATT,3
44,LogisticRegression,0.49908643318488966,POS,ATT,3
45,LogisticRegression,0.5031351073276646,POS,ATT,3
46,LogisticRegression,0.5255751117689843,POS,ATT,3
47,LogisticRegression,0.5210819417656685,POS,ATT,3
48,LogisticRegression,0.5110892342920583,POS,ATT,3
49,LogisticRegression,0.5304293228964605,POS,ATT,3
50,LogisticRegression,0.5213317994261997,POS,ATT,3
