,df,model,pval,t,window,ps_corrected
0,15,LogisticRegression,0.00015474852980206834,5.011941091063882,1,0.0006189941192082733
1,15,LogisticRegression,0.0007651648662743994,4.204982477822524,2,0.0030606594650975975
3,15,LogisticRegression,0.29438230197474535,1.0865645362816887,3,1.0
2,15,LogisticRegression,0.0161942984533316,2.7080768818274383,4,0.0647771938133264
4,15,RandomForestClassifier,9.951139745077213e-05,5.241655534480472,1,0.0003980455898030885
5,15,RandomForestClassifier,0.0009090467728310886,4.119796593553795,2,0.0036361870913243543
7,15,RandomForestClassifier,0.22735972978078045,1.2587487463043725,3,0.9094389191231218
6,15,RandomForestClassifier,0.011605663846734945,2.8733143399875547,4,0.04642265538693978
