"","firstgabor","corrAns","blocks.thisRepN","blocks.thisTrialN","blocks.thisN","blocks.thisIndex","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","key_resp_2.keys","key_resp_2.rt","resp.keys","resp.corr","resp.rt","resp_mrating.keys","resp_mrating.rt","lumi","mean","luminance","expName","participant","frameRate","session","date","blocks.thisTrial","X"
"2750",2,"down",5,0,5,0,2,5,25,9,1,1.0353706254,2,1,0.505243992634,1,0.999475234979,0.3825,0.692307692308,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2751",2,"down",5,0,5,0,2,6,26,7,2,0.341265896473,2,1,2.10529296557,1,1.01107666151,0.3825,0.703703703704,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2752",1,"left",5,0,5,0,2,7,27,0,1,0.294216073056,1,1,0.823301645944,3,0.375470719613,0.3825,0.714285714286,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2753",1,"left",5,0,5,0,2,8,28,2,2,0.364832966485,1,1,1.28180497607,2,0.622913789538,0.3825,0.724137931034,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2754",2,"down",5,0,5,0,2,9,29,5,1,0.541251420195,1,0,0.870111609781,1,0.611099068937,0.3825,0.7,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2755",2,"down",5,0,5,0,3,0,30,9,2,0.329495836723,2,1,1.1289393471,2,1.21090818229,0.3825,0.709677419355,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2756",1,"left",5,0,5,0,3,1,31,6,2,0.341276291671,1,1,2.09355409142,1,0.681669376477,0.3825,0.71875,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2757",2,"down",5,0,5,0,3,2,32,3,1,0.247131213971,2,1,0.38781405531,2,0.928704338609,0.3825,0.727272727273,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2758",2,"down",5,0,5,0,3,3,33,5,2,0.28241059263,2,1,1.6112226563,2,1.41106079921,0.3825,0.735294117647,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2759",1,"left",5,0,5,0,3,4,34,0,2,0.270754880064,1,1,0.975968611121,1,0.916863437507,0.3825,0.742857142857,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2760",2,"down",5,0,5,0,3,5,35,7,2,0.400133905557,2,1,2.63464149848,3,0.328775872975,0.3825,0.75,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2761",2,"down",5,0,5,0,3,6,36,1,1,0.294226853262,2,1,0.48186596123,2,0.846404012084,0.3825,0.756756756757,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2762",1,"left",5,0,5,0,3,7,37,2,2,0.600073998413,1,1,0.458335851923,2,0.799337248344,0.3825,0.763157894737,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2763",1,"left",5,0,5,0,3,8,38,8,2,2.11759356545,1,1,0.59889549091,2,2.41161443978,0.3825,0.769230769231,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2764",1,"left",5,0,5,0,3,9,39,4,2,0.282478353924,2,0,1.30536550095,1,0.387552635318,0.3825,0.75,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2765",2,"down",5,0,5,0,4,0,40,7,2,0.694158629959,2,1,1.30474910418,1,0.788226321181,0.3825,0.756097560976,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2766",1,"left",5,0,5,0,4,1,41,6,1,0.517746721373,1,1,0.446601982864,1,1.39931845999,0.3825,0.761904761905,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2767",1,"left",5,0,5,0,4,2,42,4,1,0.470693047883,1,1,0.470101291584,2,0.975768022291,0.3825,0.767441860465,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2768",1,"left",5,0,5,0,4,3,43,0,2,0.811901193253,2,0,0.658288265015,1,1.05812186484,0.3825,0.75,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2769",2,"down",5,0,5,0,4,4,44,9,2,0.329297942944,2,1,0.705419324981,2,0.646386147744,0.3825,0.755555555556,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2770",2,"down",5,0,5,0,4,5,45,1,1,1.62348629547,2,1,0.387237314297,3,0.941105425409,0.3825,0.760869565217,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2771",2,"down",5,0,5,0,4,6,46,3,2,0.282465648681,1,0,0.670095670476,2,1.35223013583,0.3825,0.744680851064,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2772",1,"left",5,0,5,0,4,7,47,8,2,0.211832199936,1,1,1.05836788453,1,1.36398364027,0.3825,0.75,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2773",2,"down",5,0,5,0,4,8,48,5,2,0.705988365848,2,1,0.587738747872,3,0.669954757786,0.3825,0.755102040816,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2774",1,"left",5,0,5,0,4,9,49,2,1,0.753021633948,2,0,0.717160509181,2,2.15217877585,0.3825,0.74,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2775",NA,"",5,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2776",2,"down",6,0,6,0,0,0,0,3,2,0.588302013627,1,0,0.740516980172,2,1.17549443607,0.3825,0,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2777",1,"left",6,0,6,0,0,1,1,2,2,1.09418280842,2,0,1.55239815304,2,0.952277183733,0.3825,0,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2778",1,"left",6,0,6,0,0,2,2,4,1,0.694161325011,1,1,0.764265773654,3,1.09340278353,0.3825,0.333333333333,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2779",1,"left",6,0,6,0,0,3,3,0,1,0.541252575218,1,1,0.705439345364,2,1.30514643177,0.3825,0.5,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2780",2,"down",6,0,6,0,0,4,4,7,2,0.553009929725,2,1,1.16418792517,3,0.669890461559,0.3825,0.6,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2781",2,"down",6,0,6,0,0,5,5,1,1,0.317790073202,1,0,0.717262151121,3,0.858122865857,0.3825,0.5,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2782",1,"left",6,0,6,0,0,6,6,8,1,0.376586855926,1,1,0.670089895367,1,0.740498114811,0.3825,0.571428571429,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2783",1,"left",6,0,6,0,0,7,7,6,2,0.494190046559,1,1,0.752469533406,1,0.646378062589,0.3825,0.625,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2784",2,"down",6,0,6,0,0,8,8,5,2,0.588312793833,2,1,0.481925637369,2,0.705149819836,0.3825,0.666666666667,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2785",2,"down",6,0,6,0,0,9,9,9,2,0.647108806543,2,1,0.693655040342,2,0.893439205222,0.3825,0.7,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2786",2,"down",6,0,6,0,1,0,10,3,2,0.270716764337,1,0,0.670079500168,1,0.764066339847,0.3825,0.636363636364,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2787",1,"left",6,0,6,0,1,1,11,4,2,1.07064076389,1,1,0.611285797502,3,0.564025760072,0.3825,0.666666666667,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2788",2,"down",6,0,6,0,1,2,12,7,2,0.494215457044,1,0,0.576072640108,2,0.599306293754,0.3825,0.615384615385,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2789",1,"left",6,0,6,0,1,3,13,6,2,0.258945549565,2,0,0.952449282019,1,0.575820075284,0.3825,0.571428571429,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2790",1,"left",6,0,6,0,1,4,14,2,1,0.328963371555,1,1,0.505923915617,2,0.587590905048,0.3825,0.6,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2791",1,"left",6,0,6,0,1,5,15,0,1,1.00005621107,1,1,0.399526363956,1,0.728743070349,0.3825,0.625,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2792",1,"left",6,0,6,0,1,6,16,8,2,0.294182192409,2,0,0.564247524307,1,0.822903933351,0.3825,0.588235294118,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2793",2,"down",6,0,6,0,1,7,17,1,1,0.306078919577,2,1,0.846428652555,1,0.564085051205,0.3825,0.611111111111,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2794",2,"down",6,0,6,0,1,8,18,9,2,0.623443559654,2,1,0.846718563091,3,1.69337591001,0.3825,0.631578947368,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2795",2,"down",6,0,6,0,1,9,19,5,2,0.470638761847,2,1,1.50543880635,1,0.552202184301,0.3825,0.65,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2796",2,"down",6,0,6,0,2,0,20,7,1,0.659204582512,2,1,1.08150105126,2,0.975811143114,0.3825,0.666666666667,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2797",1,"left",6,0,6,0,2,1,21,4,2,0.305982282732,1,1,1.19948231911,1,0.39925685881,0.3825,0.681818181818,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2798",1,"left",6,0,6,0,2,2,22,2,2,0.364673188435,1,1,0.552446663969,1,0.505307518847,0.3825,0.695652173913,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2799",1,"left",6,0,6,0,2,3,23,0,2,0.635061926508,1,1,0.787771242492,2,1.01109514186,0.3825,0.708333333333,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2800",2,"down",6,0,6,0,2,4,24,1,2,0.529457874998,1,0,0.481902536929,1,0.764020908979,0.3825,0.68,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2801",1,"left",6,0,6,0,2,5,25,8,1,1.17648698502,2,0,0.317204862027,2,3.775543409,0.3825,0.653846153846,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2802",2,"down",6,0,6,0,2,6,26,9,2,0.541247185115,1,0,0.493660276443,1,0.681677076624,0.3825,0.62962962963,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2803",1,"left",6,0,6,0,2,7,27,6,1,0.68244670632,2,0,0.481727743591,2,1.24646322622,0.3825,0.607142857143,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2804",2,"down",6,0,6,0,2,8,28,3,2,1.11755583473,2,1,0.482013419046,3,0.411117780294,0.3825,0.620689655172,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2805",2,"down",6,0,6,0,2,9,29,5,2,0.517710145675,1,0,0.446654343865,3,0.622846798259,0.3825,0.6,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2806",2,"down",6,0,6,0,3,0,30,1,2,0.282434078079,1,0,0.55248439469,1,0.646433888654,0.3825,0.58064516129,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2807",2,"down",6,0,6,0,3,1,31,5,1,0.647180802917,1,0,2.12880189947,2,0.717058482232,0.3825,0.5625,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2808",2,"down",6,0,6,0,3,2,32,7,1,0.541218309563,2,1,0.423010272381,3,0.35237759365,0.3825,0.575757575758,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2809",1,"left",6,0,6,0,3,3,33,8,2,0.458912977943,1,1,0.705376204159,1,0.775851799891,0.3825,0.588235294118,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2810",1,"left",6,0,6,0,3,4,34,2,2,0.317732322099,2,0,0.975937040518,1,0.740538540583,0.3825,0.571428571429,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2811",2,"down",6,0,6,0,3,5,35,9,1,0.317750802451,2,1,0.399509423632,1,1.37582377136,0.3825,0.583333333333,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2812",2,"down",6,0,6,0,3,6,36,3,1,0.71775958062,2,1,0.728878592937,3,1.61103361769,0.3825,0.594594594595,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2813",1,"left",6,0,6,0,3,7,37,6,1,0.258954404734,1,1,0.893627473816,3,0.740472704326,0.3825,0.605263157895,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2814",1,"left",6,0,6,0,3,8,38,4,1,0.764805553962,2,0,0.517179220537,1,0.716976475666,0.3825,0.589743589744,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2815",1,"left",6,0,6,0,3,9,39,0,1,0.553011084747,1,1,0.705423560064,2,1.09340470856,0.3825,0.6,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2816",2,"down",6,0,6,0,4,0,40,9,2,0.329539727561,2,1,1.0700655629,1,1.21116305716,0.3825,0.609756097561,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2817",1,"left",6,0,6,0,4,1,41,4,1,0.4942393275,1,1,0.387906072066,1,0.810903254197,0.3825,0.619047619048,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2818",2,"down",6,0,6,0,4,2,42,3,2,0.29424610363,2,1,0.717177449503,1,1.39927341413,0.3825,0.627906976744,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2819",1,"left",6,0,6,0,4,3,43,8,1,0.964749881899,1,1,0.964211256614,1,1.58748810809,0.3825,0.636363636364,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2820",2,"down",6,0,6,0,4,4,44,7,2,0.847063914685,2,1,0.59938676029,2,0.658295580154,0.3825,0.644444444444,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2821",1,"left",6,0,6,0,4,5,45,6,1,0.753046659426,1,1,0.599499952451,1,0.728724204989,0.3825,0.652173913043,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2822",1,"left",6,0,6,0,4,6,46,2,2,0.364850291817,1,1,0.646559016045,1,1.57567800757,0.3825,0.659574468085,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2823",1,"left",6,0,6,0,4,7,47,0,2,0.729474199309,2,0,0.705500946541,3,0.399206422846,0.3825,0.645833333333,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2824",2,"down",6,0,6,0,4,8,48,1,2,0.917683118159,1,0,0.517215411228,2,0.45813872816,0.3825,0.632653061224,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2825",2,"down",6,0,6,0,4,9,49,5,2,1.10595055813,2,1,0.728900153348,1,0.952235217932,0.3825,0.64,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2826",NA,"",6,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2827",1,"left",7,0,7,0,0,0,0,2,2,0.588273908091,2,0,0.846366281365,1,0.516750322347,0.3825,0,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2828",1,"left",7,0,7,0,0,1,1,4,2,1.11771253272,1,1,1.37595890893,2,0.728695714444,0.3825,0.5,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2829",1,"left",7,0,7,0,0,2,2,8,2,0.553098481415,1,1,0.587726427637,3,0.399319230001,0.3825,0.666666666667,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2830",2,"down",7,0,7,0,0,3,3,9,1,1.20006599026,2,1,0.517246211816,1,0.575738838733,0.3825,0.75,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2831",2,"down",7,0,7,0,0,4,4,7,1,0.353043656369,2,1,0.446588122601,1,0.317012358351,0.3825,0.8,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2832",1,"left",7,0,7,0,0,5,5,6,2,0.37655143525,1,1,0.576041839518,2,0.528971995721,0.3825,0.833333333333,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2833",2,"down",7,0,7,0,0,6,6,3,1,1.27060896228,2,1,0.528930414926,2,0.752289734973,0.3825,0.857142857143,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2834",1,"left",7,0,7,0,0,7,7,0,2,0.494161941022,2,0,0.728967144628,1,0.610429541152,0.3825,0.75,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2835",2,"down",7,0,7,0,0,8,8,5,1,1.48236531577,1,0,0.96422049679,1,1.3051429667,0.3825,0.666666666667,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2836",2,"down",7,0,7,0,0,9,9,1,1,0.811848062238,2,1,0.6819219413,1,0.811049941999,0.3825,0.7,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2837",1,"left",7,0,7,0,1,0,10,0,2,0.882363313727,1,1,3.84638245167,1,0.705197560747,0.3825,0.727272727273,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2838",2,"down",7,0,7,0,1,1,11,3,2,0.87067141047,1,0,0.775932266427,1,0.752327080685,0.3825,0.666666666667,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2839",2,"down",7,0,7,0,1,2,12,5,2,1.35299553045,2,1,0.764148346412,1,1.04634872503,0.3825,0.692307692308,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2840",2,"down",7,0,7,0,1,3,13,7,2,0.411904350314,2,1,0.752402157119,1,0.622905704385,0.3825,0.714285714286,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2841",1,"left",7,0,7,0,1,4,14,6,1,1.63533682176,2,0,0.528878053927,1,1.68150651837,0.3825,0.666666666667,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2842",1,"left",7,0,7,0,1,5,15,2,1,1.52942784442,2,0,0.693653115307,1,0.634589522487,0.3825,0.625,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2843",2,"down",7,0,7,0,1,6,16,1,1,1.21185684041,1,0,0.539788392259,1,0.74129931511,0.3825,0.588235294118,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2844",2,"down",7,0,7,0,1,7,17,9,1,0.858935231368,1,0,3.03452707429,2,1.16403931233,0.3825,0.555555555556,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2845",1,"left",7,0,7,0,1,8,18,8,1,0.694197900709,2,0,1.77597731229,1,0.422770027793,0.3825,0.526315789474,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2846",1,"left",7,0,7,0,1,9,19,4,1,0.682442086231,1,1,0.4819429627,3,0.52870018053,0.3825,0.55,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2847",2,"down",7,0,7,0,2,0,20,5,1,1.28232550601,2,1,0.528981620904,2,0.71695568527,0.3825,0.571428571429,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2848",1,"left",7,0,7,0,2,1,21,2,2,0.447219919664,1,1,1.54051374611,1,0.587585514945,0.3825,0.590909090909,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2849",1,"left",7,0,7,0,2,2,22,0,1,0.85842317159,1,1,1.01125684495,2,0.775810219096,0.3825,0.608695652174,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2850",2,"down",7,0,7,0,2,3,23,1,1,0.976326667957,2,1,0.493664126517,1,0.564051555564,0.3825,0.625,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2851",1,"left",7,0,7,0,2,4,24,4,1,0.517692435337,2,0,0.458360107386,2,0.846426727519,0.3825,0.6,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2852",2,"down",7,0,7,0,2,5,25,7,1,0.988280761221,2,1,0.376007419862,3,0.434538932522,0.3825,0.615384615385,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2853",2,"down",7,0,7,0,2,6,26,3,1,0.800080697541,2,1,0.787734666794,2,1.30518955259,0.3825,0.62962962963,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2854",1,"left",7,0,7,0,2,7,27,8,1,2.5058446041,1,1,3.92866468285,2,0.764138721229,0.3825,0.642857142857,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2855",2,"down",7,0,7,0,2,8,28,9,2,1.74117765279,2,1,0.775942276618,1,0.528770251868,0.3825,0.655172413793,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2856",1,"left",7,0,7,0,2,9,29,6,1,0.858901735729,1,1,0.505388370391,1,1.0937207996,0.3825,0.666666666667,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2857",1,"left",7,0,7,0,3,0,30,0,1,0.658939697453,2,0,0.540699704661,3,0.999303136693,0.3825,0.645161290323,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2858",1,"left",7,0,7,0,3,1,31,6,2,5.05853497773,1,1,0.670110300756,2,0.552270330602,0.3825,0.65625,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2859",2,"down",7,0,7,0,3,2,32,1,2,0.988294236478,1,0,0.858376585701,1,0.881633339789,0.3825,0.636363636364,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2860",2,"down",7,0,7,0,3,3,33,9,1,0.729476509354,1,0,0.599555008503,2,0.940467853234,0.3825,0.617647058824,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2861",1,"left",7,0,7,0,3,4,34,2,1,0.917776289939,2,0,0.717094287916,1,0.834590831512,0.3825,0.6,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2862",2,"down",7,0,7,0,3,5,35,5,1,1.1413146384,2,1,0.69359151413,1,0.799268332028,0.3825,0.611111111111,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2863",1,"left",7,0,7,0,3,6,36,4,2,0.799935934776,2,0,0.929045070116,1,0.893413409729,0.3825,0.594594594595,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2864",2,"down",7,0,7,0,3,7,37,3,1,1.21180871449,1,0,0.705428950166,1,1.44627472662,0.3825,0.578947368421,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2865",1,"left",7,0,7,0,3,8,38,8,1,0.600022792435,2,0,0.587754918181,3,0.622866048627,0.3825,0.564102564103,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2866",2,"down",7,0,7,0,3,9,39,7,1,0.635396882903,1,0,0.75243988784,2,0.552223744712,0.3825,0.55,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2867",2,"down",7,0,7,0,4,0,40,1,1,0.917574931093,2,1,0.834965058658,1,1.36395322469,0.3825,0.560975609756,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2868",1,"left",7,0,7,0,4,1,41,4,1,5.34070532577,1,1,0.717376498304,1,1.32867923613,0.3825,0.571428571429,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2869",1,"left",7,0,7,0,4,2,42,2,1,0.835402427009,2,0,1.47006279085,1,0.834566576049,0.3825,0.558139534884,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2870",2,"down",7,0,7,0,4,3,43,9,2,0.894191509587,2,1,0.493578269877,1,0.446503035975,0.3825,0.568181818182,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2871",2,"down",7,0,7,0,4,4,44,7,2,0.882387954198,1,0,0.681848789902,1,0.97578688765,0.3825,0.555555555556,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2872",2,"down",7,0,7,0,4,5,45,5,1,0.941971691949,1,0,0.43472797113,2,0.76399472848,0.3825,0.54347826087,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
"2873",1,"left",7,0,7,0,4,6,46,6,1,0.682480971975,1,1,0.505479232126,2,0.728653748643,0.3825,0.553191489362,0.3825,"metacognition_realexp","ddb",85.3468778853,1,"2013_Nov_20_1121","None",NA
