experiment,model,model1,model2,model3,model4,sig21,sig32,sig42,sub,window
e1,RandomForestClassifier,0.5080690789473683,0.5649901315789474,0.7020789473684212,0.5716611842105263,0.00019996000799840029,0.00019996000799840029,0.002055588882223555,sk,2
e1,LogisticRegression,0.5542770270270271,0.5317837837837838,0.7092128378378377,0.5189594594594594,1.0,0.00019996000799840029,0.9999560087982402,sk,3
e1,RandomForestClassifier,0.5511013513513514,0.514222972972973,0.6772263513513511,0.5050675675675677,1.0,0.00019996000799840029,0.996002799440112,sk,3
e1,LogisticRegression,0.5405243055555555,0.5943090277777778,0.703642361111111,0.5782430555555556,0.00019996000799840029,0.00019996000799840029,1.0,sk,4
e1,RandomForestClassifier,0.5065104166666666,0.5822256944444445,0.7168368055555555,0.5884027777777778,0.00019996000799840029,0.00019996000799840029,0.013903219356128775,sk,4
e1,LogisticRegression,0.50873125,0.535975,0.6701541666666665,0.5394395833333333,0.0002039592081583683,0.00019996000799840029,0.06697860427914418,yv,1
e1,RandomForestClassifier,0.49141041666666674,0.5414875,0.6660291666666667,0.54974375,0.00019996000799840029,0.00019996000799840029,0.00020595880823835229,yv,1
e1,LogisticRegression,0.5392184107685627,0.5267629179331308,0.6620147633521494,0.5325227963525836,0.9998760247950408,0.00019996000799840029,0.049266146770645884,yv,2
e1,RandomForestClassifier,0.5367260095527573,0.5132066869300912,0.6579331306990881,0.5280547112462006,1.0,0.00019996000799840029,0.00019996000799840029,yv,2
e1,LogisticRegression,0.4601607789855073,0.4472033514492753,0.6123165760869567,0.4593840579710144,0.9999360127974404,0.00019996000799840029,0.0002139572085582883,yv,3
e1,RandomForestClassifier,0.4562703804347826,0.4427558876811595,0.617379981884058,0.44456068840579704,0.999880023995201,0.00019996000799840029,0.24991601679664066,yv,3
e1,LogisticRegression,0.5636342155009453,0.5607939508506616,0.65515595463138,0.5498156899810965,0.7766566686662668,0.00019996000799840029,0.999874025194961,yv,4
e1,RandomForestClassifier,0.5636342155009453,0.5454773156899811,0.6525756143667297,0.5463516068052932,1.0,0.00019996000799840029,0.3579584083183363,yv,4
e2,LogisticRegression,0.6092916666666667,0.637922619047619,0.6350357142857144,0.6371190476190476,0.00019996000799840029,0.9861607678464307,0.7135352929414117,ack,1
e2,RandomForestClassifier,0.6092916666666667,0.6387678571428572,0.633827380952381,0.6369047619047619,0.00019996000799840029,0.9954109178164368,0.8908398320335933,ack,1
e2,LogisticRegression,0.577988110137672,0.5701376720901127,0.5682478097622028,0.5683854818523154,0.9970125974805041,0.7829894021195761,0.8328754249150169,ack,2
e2,RandomForestClassifier,0.577988110137672,0.5695118898623279,0.5673279098873591,0.5663266583229036,0.995588882223555,0.8314397120575886,0.9579564087182563,ack,2
e2,LogisticRegression,0.59715744400527,0.5917523056653492,0.5912351778656126,0.580836627140975,0.9991801639672065,0.604747050589882,1.0,ack,3
e2,RandomForestClassifier,0.59715744400527,0.5932147562582345,0.588731884057971,0.5838866930171278,0.9435892821435715,0.9790001999600078,1.0,ack,3
e2,LogisticRegression,0.5227256944444444,0.5018888888888889,0.4821493055555555,0.4823680555555555,0.9999980003999202,1.0,1.0,ack,4
e2,RandomForestClassifier,0.5145520833333334,0.4990347222222222,0.4868090277777779,0.4846180555555556,1.0,0.9994861027794442,1.0,ack,4
e2,LogisticRegression,0.5786738648947951,0.5685022148394241,0.6679844961240312,0.5997646733111849,1.0,0.00019996000799840029,0.00019996000799840029,cc,1
e2,RandomForestClassifier,0.5786738648947951,0.574858803986711,0.6756478405315615,0.5904900332225914,0.9915856828634274,0.00019996000799840029,0.00019996000799840029,cc,1
e2,LogisticRegression,0.5519889663182346,0.5424477351916376,0.6895528455284554,0.555156794425087,0.9865706858628274,0.00019996000799840029,0.00020395920815836826,cc,2
e2,RandomForestClassifier,0.5351074332171893,0.556506968641115,0.6934727061556332,0.5703368176538909,0.00019996000799840029,0.00019996000799840029,0.00019996000799840029,cc,2
e2,LogisticRegression,0.5138170731707318,0.5161463414634146,0.6684115853658539,0.5248292682926828,0.28989602079584087,0.00019996000799840029,0.06772245550889823,cc,3
e2,RandomForestClassifier,0.5050914634146342,0.5275975609756096,0.6767408536585368,0.5380487804878049,0.00019996000799840029,0.00019996000799840029,0.00023595280943811237,cc,3
e2,LogisticRegression,0.4782019230769231,0.4925096153846154,0.6769807692307694,0.4935288461538461,0.002087582483503299,0.00019996000799840029,0.4230653869226154,cc,4
e2,RandomForestClassifier,0.46547756410256413,0.489650641025641,0.6695705128205129,0.5012660256410257,0.00019996000799840029,0.00019996000799840029,0.00030393921215756846,cc,4
e2,LogisticRegression,0.46434567901234564,0.5031827160493827,0.49392592592592593,0.5007061728395062,0.00019996000799840029,0.9914397120575886,0.7490801839632074,ck,1
e2,RandomForestClassifier,0.4604888888888889,0.49867407407407405,0.4889827160493827,0.49800493827160486,0.00019996000799840029,0.9949690061987603,0.5859868026394721,ck,1
e2,LogisticRegression,0.5126136363636363,0.5215392561983471,0.5101058884297521,0.5229054752066117,0.034271145770845834,0.999866026794641,0.36316336732653476,ck,2
e2,RandomForestClassifier,0.5203564049586776,0.5183626033057851,0.5136751033057851,0.520885847107438,0.6963127374525093,0.9364427114577086,0.24970005998800243,ck,2
e2,LogisticRegression,0.4632395889670092,0.4831233098972417,0.4762303948080043,0.47747431043807465,0.0002639472105578884,0.9707898420315937,0.9591141771645673,ck,3
e2,RandomForestClassifier,0.44624121146565715,0.4764386154678204,0.4711952406706328,0.4719902650081124,0.00019996000799840029,0.9315156968606279,0.8912837432513498,ck,3
e2,LogisticRegression,0.46371525808281333,0.447229154849688,0.471851956891662,0.4273085649461146,0.99999400119976,0.00019996000799840029,1.0,ck,4
e2,RandomForestClassifier,0.4577027793533749,0.4443079977311401,0.466633579126489,0.42672433352240496,0.9998960207958407,0.00019996000799840029,1.0,ck,4
e2,LogisticRegression,0.6259985096870342,0.6165946348733234,0.7439418777943367,0.6416741182314952,1.0,0.00019996000799840029,0.00019996000799840029,cpj,1
e2,RandomForestClassifier,0.6259985096870342,0.6238772975658221,0.741870342771982,0.604883258817685,0.8503399320135974,0.00019996000799840029,1.0,cpj,1
e2,LogisticRegression,0.5759270833333333,0.5982760416666667,0.7210520833333333,0.6159609375,0.00019996000799840029,0.00019996000799840029,0.00019996000799840029,cpj,2
e2,RandomForestClassifier,0.5759270833333333,0.6004427083333334,0.7218489583333333,0.5894973958333333,0.00019996000799840029,0.00019996000799840029,0.9999980003999202,cpj,2
e2,LogisticRegression,0.5637315472936031,0.5597457627118644,0.6867277200656098,0.5802897758337889,0.8094801039792042,0.00019996000799840029,0.00019996000799840029,cpj,3
e2,RandomForestClassifier,0.5577829414980864,0.5676298523783488,0.6994122471295791,0.568026243849098,0.00035792841431713657,0.00019996000799840029,0.44536692661467703,cpj,3
e2,LogisticRegression,0.5642982456140351,0.5656140350877192,0.7077589134125637,0.5755885681946803,0.307996400719856,0.00019996000799840029,0.0015076984603079387,cpj,4
e2,RandomForestClassifier,0.5642982456140351,0.5753367289190718,0.7131182795698925,0.566799660441426,0.0002959408118376325,0.00019996000799840029,0.9996600679864026,cpj,4
e2,LogisticRegression,0.5870545905707195,0.6620868486352356,0.711970223325062,0.6568461538461539,0.00019996000799840029,0.00019996000799840029,0.994259148170366,em,1
e2,RandomForestClassifier,0.5870545905707195,0.6620868486352356,0.7109131513647643,0.6626129032258065,0.00019996000799840029,0.00019996000799840029,0.40930213957208567,em,1
e2,LogisticRegression,0.5291692708333333,0.5709401041666666,0.6772187500000001,0.5879609374999999,0.00019996000799840029,0.00019996000799840029,0.00019996000799840029,em,2
e2,RandomForestClassifier,0.5143046874999999,0.5820390625,0.6702812499999997,0.5938984375,0.00019996000799840029,0.00019996000799840029,0.00020195960807838426,em,2
e2,LogisticRegression,0.5356666666666665,0.5858413978494623,0.6792338709677419,0.6170591397849463,0.00019996000799840029,0.00019996000799840029,0.00019996000799840029,em,3
e2,RandomForestClassifier,0.523537634408602,0.5981209677419355,0.6820887096774193,0.6281344086021506,0.00019996000799840029,0.00019996000799840029,0.00019996000799840029,em,3
e2,LogisticRegression,0.5516972222222222,0.5975527777777777,0.6800444444444445,0.6108194444444446,0.00019996000799840029,0.00019996000799840029,0.00019996000799840029,em,4
e2,RandomForestClassifier,0.5486305555555555,0.6174527777777777,0.6856166666666667,0.6256527777777777,0.00019996000799840029,0.00019996000799840029,0.00033593281343731246,em,4
e2,LogisticRegression,0.6432338028169015,0.8374084507042252,0.8352478873239435,0.8369859154929578,0.00019996000799840029,0.8707918416316734,0.6006878624275145,es,1
e2,RandomForestClassifier,0.6432338028169015,0.8374084507042252,0.8415802816901409,0.8400619718309857,0.00019996000799840029,0.010325934813037391,0.053997200559888034,es,1
e2,LogisticRegression,0.6036279761904761,0.7808184523809524,0.7825773809523809,0.7664375,0.00019996000799840029,0.21169366126774644,1.0,es,2
e2,RandomForestClassifier,0.6036279761904761,0.7837470238095237,0.7990267857142856,0.7875565476190477,0.00019996000799840029,0.00019996000799840029,0.03519896020795841,es,2
e2,LogisticRegression,0.5980545343137255,0.7444638480392156,0.7459375,0.7490655637254904,0.00019996000799840029,0.28453109378124375,0.04009598080383923,es,3
e2,RandomForestClassifier,0.5980545343137255,0.757202818627451,0.758872549019608,0.7606832107843138,0.00019996000799840029,0.18652069586082784,0.027730453909218154,es,3
e2,LogisticRegression,0.5529387626262626,0.7610511363636364,0.7672316919191922,0.7465593434343434,0.00019996000799840029,0.0013537292541491706,1.0,es,4
e2,RandomForestClassifier,0.5469476010101011,0.7294602272727273,0.7539236111111112,0.725965909090909,0.00019996000799840029,0.00019996000799840029,0.9340911817636472,es,4
e2,LogisticRegression,0.5497577519379846,0.6269089147286823,0.6466182170542635,0.6118507751937985,0.00019996000799840029,0.0002699460107978404,0.9999800039992002,fd,1
e2,RandomForestClassifier,0.5171996124031008,0.6046608527131784,0.6309980620155039,0.5823740310077519,0.00019996000799840029,0.00019996000799840029,0.9999960007998401,fd,1
e2,LogisticRegression,0.5306277056277056,0.5649134199134199,0.6010714285714286,0.55995670995671,0.0002979404119176164,0.00019996000799840029,0.734273145370926,fd,2
e2,RandomForestClassifier,0.5177056277056277,0.5373809523809523,0.5783658008658008,0.5413852813852814,0.0017076584683063387,0.00019996000799840029,0.25246950609878027,fd,2
e2,LogisticRegression,0.6279772727272728,0.6206704545454544,0.6362045454545454,0.6083636363636363,0.9979344131173766,0.0003499300139972005,0.9998800239952008,fd,3
e2,RandomForestClassifier,0.6279772727272728,0.6173522727272728,0.6284772727272727,0.6103636363636363,0.9969366126774646,0.0009738052389522094,0.9811877624475105,fd,3
e2,LogisticRegression,0.5753947368421053,0.5650837320574162,0.5779904306220096,0.5507655502392345,0.9774665066986603,0.005086982603479304,0.9999800039992002,fd,4
e2,RandomForestClassifier,0.5753947368421053,0.5635765550239235,0.5896650717703349,0.5344258373205742,0.9811077784443111,0.00019996000799840029,1.0,fd,4
e2,LogisticRegression,0.46443686868686873,0.503949494949495,0.497689393939394,0.530260101010101,0.00019996000799840029,0.9730293941211758,0.00019996000799840029,jmac,1
e2,RandomForestClassifier,0.48699747474747473,0.5182727272727272,0.5153055555555557,0.5344166666666667,0.00019996000799840029,0.8047490501899621,0.00022795440911817631,jmac,1
e2,LogisticRegression,0.5429840848806365,0.5508275862068965,0.5312785145888594,0.5297745358090186,0.00035592881423715257,1.0,1.0,jmac,2
e2,RandomForestClassifier,0.5362625994694958,0.5559787798408488,0.5361697612732096,0.531185676392573,0.00020195960807838426,1.0,1.0,jmac,2
e2,LogisticRegression,0.5206102900930487,0.5394444444444444,0.5223371647509578,0.5495457033388067,0.0011837632473505296,1.0,0.00024795040991801634,jmac,3
e2,RandomForestClassifier,0.4914367816091953,0.5579282977558839,0.543223864258347,0.5703995621237,0.00019996000799840029,1.0,0.0002039592081583683,jmac,3
e2,LogisticRegression,0.5462269585253456,0.5760771889400922,0.5596947004608295,0.5701958525345622,0.00019996000799840029,1.0,0.9916916616676663,jmac,4
e2,RandomForestClassifier,0.5431624423963134,0.5919642857142857,0.5775691244239632,0.5854205069124424,0.00019996000799840029,1.0,0.9995880823835231,jmac,4
e2,LogisticRegression,0.5682988721804512,0.5591791979949875,0.5971397243107769,0.5730043859649123,0.9999960007998401,0.00019996000799840029,0.00019996000799840029,lidia,1
e2,RandomForestClassifier,0.5641008771929826,0.5629135338345865,0.5937124060150375,0.5797901002506266,0.6866306738652268,0.00019996000799840029,0.00019996000799840029,lidia,1
e2,LogisticRegression,0.5166413974950561,0.5490145023071853,0.5988694792353328,0.5509657218193804,0.00019996000799840029,0.00019996000799840029,0.23074785042991405,lidia,2
e2,RandomForestClassifier,0.5059558338826631,0.5580454845088991,0.6001417270929467,0.567762030323006,0.00019996000799840029,0.00019996000799840029,0.00022195560887822434,lidia,2
e2,LogisticRegression,0.48693749999999997,0.495625,0.5803472222222221,0.48561458333333335,0.07819836032793442,0.00019996000799840029,0.9976544691061788,lidia,3
e2,RandomForestClassifier,0.4865138888888889,0.4690972222222223,0.568236111111111,0.4508784722222222,0.9999560087982404,0.00019996000799840029,1.0,lidia,3
e2,LogisticRegression,0.4721016081871345,0.46117324561403494,0.5504166666666666,0.43686403508771937,0.9884363127374526,0.00019996000799840029,1.0,lidia,4
e2,RandomForestClassifier,0.5503983918128654,0.5317068713450293,0.5746637426900585,0.511951754385965,1.0,0.00019996000799840029,1.0,lidia,4
