experiment,model,model1,model2,model3,model4,sig21,sig32,sig42,sub,window
e1,LogisticRegression,0.6039111389236546,0.7057363370880267,0.7090821860659156,0.7058093450146017,0.00019996000799840029,0.009574085182963408,0.4892301539692061,ah,1
e1,RandomForestClassifier,0.6039111389236546,0.7076220275344179,0.7103754693366711,0.6996641635377554,0.00019996000799840029,0.039442111577684465,1.0,ah,1
e1,LogisticRegression,0.5878847826086957,0.661895652173913,0.6675065217391304,0.6579978260869566,0.00019996000799840029,0.0021075784843031394,1.0,ah,2
e1,RandomForestClassifier,0.5878847826086957,0.6656086956521738,0.6699847826086954,0.6594760869565218,0.00019996000799840029,0.0035672865426914615,1.0,ah,2
e1,LogisticRegression,0.5556961451247165,0.6587687074829931,0.6689614512471654,0.6535283446712018,0.00019996000799840029,0.00019996000799840029,0.9999980003999202,ah,3
e1,RandomForestClassifier,0.553936507936508,0.657952380952381,0.6690249433106574,0.6553197278911564,0.00019996000799840029,0.00019996000799840029,0.9888902219556088,ah,3
e1,LogisticRegression,0.5887547348484848,0.6609398674242422,0.6743016098484848,0.6557859848484848,0.00019996000799840029,0.00019996000799840029,1.0,ah,4
e1,RandomForestClassifier,0.5887547348484848,0.6647703598484846,0.6755894886363635,0.65609375,0.00019996000799840029,0.00019996000799840029,1.0,ah,4
e1,LogisticRegression,0.5548194444444445,0.691888888888889,0.7472361111111111,0.6694513888888889,0.00019996000799840029,0.00019996000799840029,0.9999780043991201,av,1
e1,RandomForestClassifier,0.5457083333333335,0.7126666666666668,0.7599444444444445,0.6786041666666667,0.00019996000799840029,0.00019996000799840029,1.0,av,1
e1,LogisticRegression,0.5629545454545455,0.7066477272727273,0.7633735795454545,0.7097443181818183,0.00019996000799840029,0.00019996000799840029,0.2992201559688062,av,2
e1,RandomForestClassifier,0.5629545454545455,0.7168039772727274,0.7664133522727272,0.6898863636363636,0.00019996000799840029,0.00019996000799840029,1.0,av,2
e1,LogisticRegression,0.5660029069767442,0.6984375,0.7373837209302324,0.7068677325581395,0.00019996000799840029,0.00019996000799840029,0.10652069586082781,av,3
e1,RandomForestClassifier,0.5660029069767442,0.7041933139534884,0.74328488372093,0.6603997093023256,0.00019996000799840029,0.00019996000799840029,1.0,av,3
e1,LogisticRegression,0.5669642857142857,0.6841145833333333,0.7172470238095238,0.6587053571428573,0.00019996000799840029,0.00019996000799840029,1.0,av,4
e1,RandomForestClassifier,0.5669642857142857,0.6904836309523809,0.7200297619047621,0.6674702380952381,0.00019996000799840029,0.00019996000799840029,0.9999980003999202,av,4
e1,LogisticRegression,0.5221102564102565,0.5665897435897436,0.6044153846153847,0.5827307692307692,0.00019996000799840029,0.00019996000799840029,0.00019996000799840029,bj,1
e1,RandomForestClassifier,0.5831820512820513,0.598,0.6216820512820513,0.600423076923077,0.0008818236352729454,0.00019996000799840029,0.15493901219756048,bj,1
e1,LogisticRegression,0.5212045940170941,0.556343482905983,0.5953392094017095,0.5579166666666666,0.00019996000799840029,0.00019996000799840029,0.28903419316136775,bj,2
e1,RandomForestClassifier,0.5153285256410257,0.5614449786324787,0.5990625,0.5517200854700856,0.00019996000799840029,0.00019996000799840029,1.0,bj,2
e1,LogisticRegression,0.502102463605823,0.5689977603583427,0.6164249720044793,0.5726231802911534,0.00019996000799840029,0.00019996000799840029,0.08792841431713658,bj,3
e1,RandomForestClassifier,0.5093309070548713,0.5529619260918253,0.608479843225084,0.5525279955207167,0.00019996000799840029,0.00019996000799840029,0.5541991601679664,bj,3
e1,LogisticRegression,0.457388366627497,0.43668918918918914,0.5417068155111635,0.49394535840188014,1.0,0.00019996000799840029,0.00019996000799840029,bj,4
e1,RandomForestClassifier,0.44845769682726194,0.4388396004700353,0.5414247943595769,0.48279964747356047,0.9998860227954408,0.00019996000799840029,0.00019996000799840029,bj,4
e1,LogisticRegression,0.6075249999999999,0.6184041666666665,0.6903520833333333,0.6163625,0.00020195960807838426,0.00019996000799840029,0.8887062587482504,cm,1
e1,RandomForestClassifier,0.6040958333333333,0.6192979166666667,0.6888020833333331,0.6197125,0.00020195960807838426,0.00019996000799840029,0.39724455108978207,cm,1
e1,LogisticRegression,0.5472970039079461,0.5670147633521494,0.6570516717325229,0.5613178462874511,0.00019996000799840029,0.00019996000799840029,0.9969186162767447,cm,2
e1,RandomForestClassifier,0.5396634824142423,0.5645570994355189,0.6521493703864525,0.568165436387321,0.00019996000799840029,0.00019996000799840029,0.024267146570685863,cm,2
e1,LogisticRegression,0.5309510869565218,0.521893115942029,0.6205321557971015,0.5070901268115943,0.999126174765047,0.00019996000799840029,1.0,cm,3
e1,RandomForestClassifier,0.5272418478260871,0.522572463768116,0.6176471920289855,0.5059307065217391,0.9154529094181164,0.00019996000799840029,1.0,cm,3
e1,LogisticRegression,0.46441371158392436,0.44675413711583917,0.5547612293144208,0.4649054373522458,1.0,0.00019996000799840029,0.00019996000799840029,cm,4
e1,RandomForestClassifier,0.444678486997636,0.4356477541371158,0.5508794326241135,0.4551843971631204,0.9999280143971205,0.00019996000799840029,0.00019996000799840029,cm,4
e1,LogisticRegression,0.6001488469601677,0.593922431865828,0.6567085953878405,0.5884067085953878,0.9999580083983203,0.00019996000799840029,1.0,db,1
e1,RandomForestClassifier,0.6001488469601677,0.5871593291404611,0.6468301886792451,0.5804234800838574,0.99999400119976,0.00019996000799840029,0.9999360127974404,db,1
e1,LogisticRegression,0.5661057692307692,0.5559047202797203,0.6243225524475524,0.5458741258741259,1.0,0.00019996000799840029,1.0,db,2
e1,RandomForestClassifier,0.5571394230769231,0.5506402972027973,0.6166630244755243,0.5510511363636363,0.9939312137572486,0.00019996000799840029,0.42129174165166977,db,2
e1,LogisticRegression,0.5567077063383493,0.5585225718194254,0.6282398540811673,0.560093479252166,0.30217756448710253,0.00019996000799840029,0.20919016196760654,db,3
e1,RandomForestClassifier,0.5567077063383493,0.5597902416780666,0.6268946648426812,0.5598563611491109,0.2183943211357729,0.00019996000799840029,0.49168966206758646,db,3
e1,LogisticRegression,0.4744874228761272,0.47812529663028003,0.5644613194114855,0.453970099667774,0.19986402719456106,0.00019996000799840029,1.0,db,4
e1,RandomForestClassifier,0.5237280493592786,0.5141670621737067,0.5923493118177503,0.49894399620313235,0.9875104979004199,0.00019996000799840029,0.9999760047990403,db,4
e1,LogisticRegression,0.5313763213530656,0.5779112050739957,0.5722727272727274,0.5786342494714587,0.00019996000799840029,0.9918356328734251,0.3364807038592281,ddb,1
e1,RandomForestClassifier,0.5210084566596195,0.5719915433403805,0.5765137420718817,0.5792135306553912,0.00019996000799840029,0.048698260347930414,0.0004999000199960007,ddb,1
e1,LogisticRegression,0.5063778659611993,0.4847067901234567,0.4990630511463845,0.48648589065255726,1.0,0.00020595880823835229,0.30993201359728056,ddb,2
e1,RandomForestClassifier,0.49104276895943566,0.47104717813051145,0.48204805996472655,0.4857363315696649,1.0,0.00023395320935812834,0.00019996000799840029,ddb,2
e1,LogisticRegression,0.49849516797054755,0.4735526921306949,0.49520938794293606,0.47736999539806724,1.0,0.00019996000799840029,0.12421515696860629,ddb,3
e1,RandomForestClassifier,0.4908927749654854,0.4743350207086977,0.4879981592268752,0.4736976530142659,1.0,0.00019996000799840029,0.5905978804239153,ddb,3
e1,LogisticRegression,0.5141872278664731,0.5247194000967587,0.5167610062893082,0.5040735365263667,0.003283343331333733,0.9840351929614078,1.0,ddb,4
e1,RandomForestClassifier,0.5000169327527818,0.5153676826318336,0.5110861151427188,0.49767779390420896,0.00033593281343731246,0.9041931613677262,1.0,ddb,4
e1,LogisticRegression,0.5432007575757577,0.5845286195286196,0.6627840909090907,0.5770349326599327,0.00019996000799840029,0.00019996000799840029,0.9999960007998401,fcm,1
e1,RandomForestClassifier,0.5390888047138048,0.5853914141414142,0.6621611952861953,0.5754692760942761,0.00019996000799840029,0.00019996000799840029,1.0,fcm,1
e1,LogisticRegression,0.5443050699300699,0.5273164335664335,0.6452578671328673,0.5090428321678321,0.9999840031993601,0.00019996000799840029,1.0,fcm,2
e1,RandomForestClassifier,0.5269798951048952,0.5161494755244757,0.6245541958041957,0.5022202797202797,0.9963307338532295,0.00019996000799840029,1.0,fcm,2
e1,LogisticRegression,0.4770702234382124,0.471014591883265,0.58531235750114,0.46040811673506615,0.930647870425915,0.00019996000799840029,0.9996400719856028,fcm,3
e1,RandomForestClassifier,0.4645348837209302,0.46377336981304146,0.5808390332877338,0.45648654810761513,0.5875064987002598,0.00019996000799840029,0.9976304739052188,fcm,3
e1,LogisticRegression,0.49805,0.5400952380952382,0.6127857142857143,0.5255500000000001,0.00019996000799840029,0.00019996000799840029,1.0,fcm,4
e1,RandomForestClassifier,0.5509119047619049,0.5618285714285715,0.6307666666666666,0.5498214285714287,0.0008658268346330733,0.00019996000799840029,1.0,fcm,4
e1,LogisticRegression,0.54048125,0.5403645833333334,0.6080770833333333,0.5434166666666667,0.5205198960207958,0.00019996000799840029,0.05034393121375725,kf,1
e1,RandomForestClassifier,0.5340229166666667,0.5352270833333332,0.6025770833333334,0.5407624999999999,0.3924475104979004,0.00019996000799840029,0.00024595080983803234,kf,1
e1,LogisticRegression,0.4915827181936605,0.5489535388623534,0.6188905775075988,0.5336257056013894,0.00019996000799840029,0.00019996000799840029,0.9999040191961606,kf,2
e1,RandomForestClassifier,0.4849305254016501,0.5424359531046461,0.6147394702561876,0.535983499782892,0.00019996000799840029,0.00019996000799840029,0.9909218156368726,kf,2
e1,LogisticRegression,0.5594089673913044,0.5647871376811594,0.6242980072463767,0.5695878623188405,0.06070785842831434,0.00019996000799840029,0.021603679264147163,kf,3
e1,RandomForestClassifier,0.5564832427536232,0.5641485507246377,0.6250951086956522,0.5666123188405797,0.021335732853429313,0.00019996000799840029,0.12984203159368127,kf,3
e1,LogisticRegression,0.5187234042553192,0.5163995271867612,0.5688416075650118,0.5085933806146573,0.7346610677864427,0.00019996000799840029,0.9683183363327335,kf,4
e1,RandomForestClassifier,0.5068794326241135,0.5086690307328605,0.5766004728132387,0.5140260047281324,0.3411237752449511,0.00019996000799840029,0.0010837832433513298,kf,4
e1,LogisticRegression,0.5531166666666666,0.5707208333333332,0.5869979166666667,0.5651833333333333,0.00019996000799840029,0.00019996000799840029,0.9760047990401918,kk,1
e1,RandomForestClassifier,0.5730083333333333,0.5800624999999999,0.5932083333333334,0.5822374999999999,0.02539692061587683,0.00019996000799840029,0.14869026194761048,kk,1
e1,LogisticRegression,0.5525184541901867,0.6029005644811115,0.622907077724707,0.5897481545809814,0.00019996000799840029,0.00019996000799840029,1.0,kk,2
e1,RandomForestClassifier,0.5438601823708207,0.6031480677377333,0.6203017802865828,0.5975553625705601,0.00019996000799840029,0.00019996000799840029,0.9999980003999202,kk,2
e1,LogisticRegression,0.4636526268115942,0.5417640398550724,0.5723120471014492,0.5427151268115942,0.00019996000799840029,0.00019996000799840029,0.38921215756848626,kk,3
e1,RandomForestClassifier,0.4817504528985508,0.541057518115942,0.5654687500000001,0.5443138586956522,0.00019996000799840029,0.00019996000799840029,0.10026994601079782,kk,3
e1,LogisticRegression,0.5424479166666667,0.5284777462121212,0.5706131628787877,0.5286316287878787,0.9999240151969605,0.00019996000799840029,0.48631673665266945,kk,4
e1,RandomForestClassifier,0.5276609848484849,0.5360250946969697,0.5726964962121213,0.5330303030303031,0.025486902619476108,0.00019996000799840029,0.8317636472705459,kk,4
e1,LogisticRegression,0.5272867132867134,0.566018648018648,0.6339090909090909,0.598041958041958,0.00019996000799840029,0.00019996000799840029,0.00019996000799840029,ml,1
e1,RandomForestClassifier,0.5230442890442891,0.5614778554778554,0.6287575757575756,0.5834731934731934,0.00019996000799840029,0.00019996000799840029,0.00019996000799840029,ml,1
e1,LogisticRegression,0.53774658203125,0.5435791015625,0.63009765625,0.540654296875,0.07295940811837631,0.00019996000799840029,0.8670085982803442,ml,2
e1,RandomForestClassifier,0.55181396484375,0.55712890625,0.6389794921875,0.5546435546875,0.08706058788242352,0.00019996000799840029,0.8489522095580884,ml,2
e1,LogisticRegression,0.5678776241679467,0.5787173579109063,0.6519534050179213,0.58,0.00038992201559688057,0.00019996000799840029,0.292621475704859,ml,3
e1,RandomForestClassifier,0.5678776241679467,0.5675243215565796,0.6485739887352792,0.5786379928315413,0.5434633073385323,0.00019996000799840029,0.0002279544091181763,ml,3
e1,LogisticRegression,0.5454220430107527,0.5709435483870968,0.6385295698924732,0.5693252688172042,0.00019996000799840029,0.00019996000799840029,0.7003079384123174,ml,4
e1,RandomForestClassifier,0.5454220430107527,0.5657822580645161,0.6382123655913978,0.5628844086021505,0.00019996000799840029,0.00019996000799840029,0.8299440111977604,ml,4
e1,LogisticRegression,0.5770385487528344,0.5902879818594104,0.6565464852607711,0.5848775510204082,0.0002099580083983203,0.00019996000799840029,0.9983783243351332,qa,1
e1,RandomForestClassifier,0.5724625850340136,0.585453514739229,0.6513696145124716,0.5803333333333334,0.00022995400919816034,0.00019996000799840029,1.0,qa,1
e1,LogisticRegression,0.6106712523719164,0.6214919354838709,0.6933159392789372,0.6137167931688804,0.00019996000799840029,0.00019996000799840029,0.9996420715856827,qa,2
e1,RandomForestClassifier,0.6106712523719164,0.6085175521821632,0.6795683111954459,0.6038259013282732,0.7598400319936013,0.00019996000799840029,0.999862027594481,qa,2
e1,LogisticRegression,0.5306706408345753,0.5112369597615499,0.5852632886239444,0.4997789369100844,1.0,0.00019996000799840029,0.9998560287942411,qa,3
e1,RandomForestClassifier,0.5111475409836066,0.5065921510183806,0.6001664182811723,0.509535519125683,0.8656508698260348,0.00019996000799840029,0.17154569086182764,qa,3
e1,LogisticRegression,0.55121875,0.5743802083333333,0.6399244791666666,0.5737213541666667,0.00019996000799840029,0.00019996000799840029,0.5959028194361127,qa,4
e1,RandomForestClassifier,0.5425520833333333,0.5702916666666666,0.6338463541666667,0.5630651041666667,0.00019996000799840029,0.00019996000799840029,0.9999960007998401,qa,4
e1,LogisticRegression,0.5713878205128206,0.586903846153846,0.7310512820512821,0.5797660256410255,0.00019996000799840029,0.00019996000799840029,0.9997840431913615,sk,1
e1,RandomForestClassifier,0.5713878205128206,0.5862884615384615,0.7326346153846154,0.5830224358974359,0.00020395920815836826,0.00019996000799840029,0.9145110977804439,sk,1
e1,LogisticRegression,0.5145098684210526,0.5709375,0.690657894736842,0.5646875000000001,0.00019996000799840029,0.00019996000799840029,0.9594621075784842,sk,2
