DecisionTreeClassifier_win1_awareness,DecisionTreeClassifier_win1_confidence,DecisionTreeClassifier_win1_correct,DecisionTreeClassifier_win2_awareness,DecisionTreeClassifier_win2_confidence,DecisionTreeClassifier_win2_correct,DecisionTreeClassifier_win3_awareness,DecisionTreeClassifier_win3_confidence,DecisionTreeClassifier_win3_correct
0.4180523344519903,0.2891685272652003,0.2927791382828094,0.3211079962682447,0.09225958726944226,0.5866324164623127,0.2757576459304124,0.3196116725133588,0.40463068155622894
0.1752966982405504,0.7519688014856724,0.07273450027377741,0.6589315553621742,0.2737620493691964,0.06730639526862932,0.5591206421347574,0.2014538696950885,0.2394254881701541
0.1897576828912245,0.5963036949630208,0.21393862214575454,0.6390260967544542,0.17524561015742715,0.1857282930881186,0.3060871535186769,0.2790440028746464,0.4148688436066765
0.40654946308736295,0.5757175264470269,0.017733010465610138,0.3286145215543557,0.605746907176632,0.06563857126901193,0.42585466525508026,0.2815673418320097,0.2925779929129103
0.389504305511481,0.5837025825997508,0.026793111888768237,0.2986433976619236,0.5403088981658726,0.16104770417220382,0.4284889779471195,0.17624810576297478,0.3952629162899061
0.27751110463240464,0.5952165232884177,0.12727237207917774,0.3905966355689622,0.3394710609047173,0.2699323035263206,0.2409206993480401,0.5129199784192784,0.2461593222326817
0.21622761427142026,0.7688984547872445,0.014873930941335219,0.2464008408952628,0.3972488610855126,0.3563502980192244,0.29667860041232064,0.5502299020484973,0.153091497539182
0.8367881432289722,0.12009658096134655,0.0431152758096812,0.7990857479343317,0.16135906729554808,0.03955518477012019,0.9083030995616408,0.06597822899471044,0.02571867144364888
0.5883337291400988,0.3712713166701224,0.04039495418977892,0.3220839800413072,0.6051385992285313,0.07277742073016155,0.40424766282829533,0.2610845991320871,0.33466773803961736
0.0810146630254724,0.5082056333588766,0.4107797036156509,0.07226738380460014,0.5538449958277334,0.3738876203676663,0.07463005183776415,0.6728614310739728,0.2525085170882628
0.10761319883537496,0.8191351634765696,0.07325163768805547,0.2935202355568612,0.6229579410983316,0.08352182334480722,0.7305878269788201,0.13624295030695133,0.13316922271422835
0.7987388424825395,0.16764186243621285,0.03361929508124765,0.8468831818526072,0.09521181027083243,0.057905007876560284,0.8357704960656227,0.07486457225351062,0.0893649316808666
0.2234129228650144,0.6801926192841496,0.09639445785083584,0.5300105581212283,0.2006778283969776,0.26931161348179394,0.4673572345053985,0.2640721676045575,0.2685705978900439
0.1370450769311897,0.8577197099237348,0.005235213145075493,0.09542516547805438,0.8364179293968508,0.06815690512509462,0.2972701088647116,0.5600862344873857,0.14264365664790282
0.5784710257570108,0.41475561814014,0.006773356102849056,0.11256696298351183,0.8670244243254243,0.02040861269106396,0.130294485482027,0.4376562471347799,0.4320492673831932
