DecisionTreeClassifier_win1_awareness,DecisionTreeClassifier_win1_confidence,DecisionTreeClassifier_win1_correct,DecisionTreeClassifier_win2_awareness,DecisionTreeClassifier_win2_confidence,DecisionTreeClassifier_win2_correct,DecisionTreeClassifier_win3_awareness,DecisionTreeClassifier_win3_confidence,DecisionTreeClassifier_win3_correct
0.3334119151720671,0.4504918948880738,0.2160961899398589,0.41012121936653023,0.19425678053490011,0.3956220000985695,0.25836557516368075,0.37883309486191336,0.362801329974406
0.7560178496556003,0.13674236982036464,0.10723978052403464,0.20119171462651508,0.3735850428161597,0.4252232425573254,0.2811558990807295,0.4052846669964924,0.31355943392277835
0.6797159310567913,0.1958472245382315,0.1244368444049773,0.34374331553583665,0.2989236556072509,0.3573330288569124,0.30639583182436303,0.3502115946088442,0.3433925735667927
0.5069904223443432,0.2553808051884163,0.23762877246724046,0.4071490774304122,0.31927962082951444,0.2735713017400737,0.27001233044663403,0.28710313037103075,0.44288453918233534
0.2431544646511207,0.39454754511088813,0.3622979902379911,0.3303755949815813,0.3776251864185176,0.29199921859990097,0.2521044181568983,0.35212021544535205,0.39577536639774985
0.1228539234810502,0.34110605481296996,0.5360400217059799,0.4742247805172552,0.2370866261172913,0.2886885933654534,0.10455297236559756,0.6601356408138482,0.23531138682055425
0.3807154570998877,0.3731317187266261,0.2461528241734864,0.6088367612537495,0.1259038163414953,0.2652594224047549,0.3254614687243613,0.2813445217270686,0.39319400954857
0.3749774140657108,0.4570360782843687,0.1679865076499207,0.15799447653969115,0.7399651093428673,0.10204041411744166,0.23349972090110785,0.4712749509748717,0.29522532812402075
0.4500133625778509,0.5177045022956832,0.032282135126465966,0.13218097561616615,0.3822930989513612,0.4855259254324727,0.1863051165294025,0.43858470063079547,0.3751101828398017
0.12558651447165198,0.6964497498152786,0.17796373571306925,0.33604602374951986,0.5380897864692339,0.12586418978124625,0.3292691820962932,0.22545295788886785,0.44527786001483904
0.6872243316090008,0.2495320108373141,0.06324365755368512,0.2777831079051448,0.4791157342008121,0.2431011578940433,0.7915737677745743,0.14120325937855518,0.06722297284687075
0.5738068472825097,0.20880094717100814,0.21739220554648192,0.3826772087885653,0.270315304496277,0.3470074867151575,0.501632928537934,0.2434415548720596,0.2549255165900064
0.25836505480308075,0.492233753019017,0.2494011921779021,0.21730485208461825,0.568029962099305,0.2146651858160768,0.3123082246391196,0.3538504742049667,0.3338413011559137
0.3663680125147977,0.6145505498899426,0.019081437595259355,0.5465255725657376,0.4413371947430445,0.012137232691217694,0.39578877602608303,0.5809530721009185,0.023258151872998428
0.3752775813632904,0.4907286603581887,0.1339937582785206,0.4396310613206317,0.1973967433227524,0.3629721953566159,0.3463841195221603,0.2436516542938151,0.4099642261840248
0.385041422521156,0.5389411468151112,0.0760174306637328,0.31083115692021906,0.3967543476585778,0.29241449542120324,0.19786170204247144,0.29648791853578993,0.5056503794217386
