DecisionTreeClassifier_win1_RT_awareness,DecisionTreeClassifier_win1_RT_confidence,DecisionTreeClassifier_win1_RT_correct,DecisionTreeClassifier_win1_awareness,DecisionTreeClassifier_win1_confidence,DecisionTreeClassifier_win1_correct,DecisionTreeClassifier_win2_RT_awareness,DecisionTreeClassifier_win2_RT_confidence,DecisionTreeClassifier_win2_RT_correct,DecisionTreeClassifier_win2_awareness,DecisionTreeClassifier_win2_confidence,DecisionTreeClassifier_win2_correct,DecisionTreeClassifier_win3_RT_awareness,DecisionTreeClassifier_win3_RT_confidence,DecisionTreeClassifier_win3_RT_correct,DecisionTreeClassifier_win3_awareness,DecisionTreeClassifier_win3_confidence,DecisionTreeClassifier_win3_correct
0.231829760737228,0.4125992068076521,0.1198231801363298,0.1028281517955346,0.04559174418334802,0.08732795633990725,0.4398745478952534,0.12177782960050565,0.17751566084288284,0.14709993632499072,0.0006769095137876089,0.11305511582258007,0.2294287579509985,0.4225053807979526,0.3381937170288142,0.0017492473621824182,0.0006576470481958916,0.007465249811856324
0.01677748952313967,0.16900007826578736,0.17491831283357664,0.09900700223874044,0.5390057785835084,0.0012913385552473411,0.14146402954063453,0.1607104265380868,0.3515655161573524,0.2504738511613438,0.09359563697719823,0.0021905396253840376,0.15011279050819712,0.34320885754671593,0.43225393222839065,0.06297017948312038,0.008795401222059428,0.002658839011516377
0.484045863968323,0.14393282740839455,0.1801618658941579,0.003296391224031196,0.1863956358377519,0.0021674156673416106,0.12650500864755507,0.5047833597407777,0.30329284121705324,0.0411324039944494,0.005368845736450833,0.01891754066371409,0.5353206130117221,0.32372276435077074,0.1296324983990716,0.0006691857401989989,0.007097664698125994,0.0035572738001105877
0.0861727558442907,0.1536717257297756,0.2310351590657015,0.03223207114844598,0.4968882882117859,0.0,0.32224269552768514,0.2556705340180322,0.32443013358531353,0.010677817220195776,0.08509258446791225,0.0018862351808610989,0.19820359284709327,0.518068311073552,0.20351216334710756,0.01451576348754309,0.04581131519098138,0.019888854053722614
0.11263140851403512,0.07663740913140109,0.00993674465047388,0.3204397921562899,0.4801395388832617,0.00021510666453831021,0.08420361868113893,0.2739603691733504,0.5316083727793951,0.008697404642291429,0.0989984167989817,0.002531817924842191,0.4019037322008907,0.3535450808162107,0.19707025041041104,0.03441229435410564,0.0028802761996012736,0.010188366018780606
0.0894497348820722,0.043834783817206,0.02466002133636235,0.3480575101542297,0.4930421062834519,0.0009558435266777273,0.12070263406050598,0.1854654891009266,0.1548796098585624,0.15983107994192922,0.3781197701162104,0.0010014169218654145,0.16526265502905965,0.6324867868796425,0.12622594853826888,0.061311795058995325,0.012161599511281995,0.0025512149827515147
0.1006846125538972,0.05658754644356497,0.014791847483561238,0.7537198872079219,0.07175130823194008,0.0024647980791144045,0.2269701712699997,0.06930974991844127,0.06702051135062598,0.5583475950871524,0.07835197237378072,0.0,0.1319974118179559,0.26794663283802866,0.05078611990680236,0.5389956280237167,0.00848957250737175,0.0017846349061245046
0.2415383022575168,0.5032944170106304,0.18871795174077874,0.031073032433834805,0.032967095422462366,0.002409201134777161,0.08894827322843354,0.4563262122906538,0.417836754927379,0.004412680042387775,0.025335065257707092,0.0071410142534387485,0.30998604017305115,0.4235745829842503,0.25677203860563474,0.003250883809479249,0.0012745109813575698,0.0051419434462271615
0.2950303883231509,0.09839482853100634,0.18224266520041849,0.2767123293238096,0.14591545873573433,0.001704329885880454,0.3884498733452962,0.18915718848081955,0.1929824403332797,0.04125623246919043,0.18539510046628824,0.002759164905125786,0.19556460139294504,0.18459014713511415,0.5780927301731797,0.01868557995531496,0.020664000293674423,0.002402941049771448
0.316595543734352,0.3855852699079443,0.2342676565252845,0.015003551389278447,0.048331280669215736,0.000216697773925232,0.19852768174448535,0.3333075059332543,0.2589275592914281,0.05192782330230588,0.15340391089474978,0.0039055188337767297,0.14296583807841165,0.29070783357397323,0.3032945527688539,0.024377895282744998,0.2357589537357037,0.002894926560312509
0.07920720318430728,0.3871128636885869,0.09898708281024024,0.006090981777210971,0.4253616618076672,0.003240206731987683,0.07550086164606988,0.3327164181643386,0.2983683442518532,0.06221305146604625,0.2300083511303428,0.001192973341349243,0.3423867011191649,0.3095127968302427,0.24597552271568224,0.09029292226956184,0.01183205706534833,0.0
0.020158959207731617,0.1315861303436375,0.1384520444622548,0.586205508946448,0.12139080937811385,0.002206547661814079,0.20179398590001044,0.14477245879864756,0.21457839909895826,0.4307195947334261,0.004212342281368659,0.003923219187588885,0.10439854519746933,0.2861338407661211,0.16928296857018907,0.4225539130719074,0.016381071516687287,0.0012496608776258456
0.08239430742268093,0.21671872674171166,0.3747105401494825,0.00708285917059385,0.3182371062213321,0.0008564602941991402,0.2289884764263372,0.3668219778654392,0.3971106332140612,0.002733959497738696,0.0016307650981766456,0.002714187898247023,0.3437212435429664,0.5039275451551771,0.14087365513568684,0.0018537735146120372,0.0024964054763348693,0.007127377175222626
0.11945385583820654,0.019054846834648517,0.06099261051264649,0.47439874343915606,0.32575693067774664,0.0003430126975958736,0.228127788672515,0.2466883177420364,0.09565345237227092,0.0,0.4295304412131776,0.0,0.3712619954766269,0.22811934085841995,0.16683629923628568,0.0020763496301465147,0.10329678454919007,0.12840923024933082
0.0547028019453933,0.1481324073031385,0.01902389757533535,0.08588743417793297,0.6922534589981999,0.0,0.18447381859963566,0.02598236579037494,0.10954205705070336,0.026689867103161263,0.6423231090188486,0.010988782437276488,0.22787792738200915,0.1808835390621612,0.29105702204754835,0.07500720124329863,0.21608895861810504,0.009085351646877524
