,DecisionTreeClassifier_win1_awareness,DecisionTreeClassifier_win1_confidence,DecisionTreeClassifier_win1_correct,DecisionTreeClassifier_win2_awareness,DecisionTreeClassifier_win2_confidence,DecisionTreeClassifier_win2_correct,DecisionTreeClassifier_win3_awareness,DecisionTreeClassifier_win3_confidence,DecisionTreeClassifier_win3_correct
0,0.20116487588652368,0.6953926093392547,0.10344251477422148,0.5086400190228848,0.2353451207891752,0.2560148601879402,0.4866217027237312,0.2533761931586625,0.2600021041176061
1,0.4271815904822911,0.5568951598138121,0.015923249703897066,0.33264710794693536,0.6016666512858958,0.06568624076716886,0.45310814154156,0.27759728317761023,0.2692945752808293
2,0.4079806887151679,0.2998138432049068,0.2922054680799256,0.3365645920595361,0.08948734992288818,0.5739480580175752,0.29257055224879364,0.3490022605292986,0.3584271872219077
3,0.25004328330842024,0.623294597539405,0.12666211915217504,0.37953513089076,0.3477713550869984,0.2726935140222416,0.2595952035203545,0.5168395123791971,0.22356528410044826
4,0.13975411714393027,0.8538126252973828,0.006433257558687042,0.09183311109441487,0.8426076709474889,0.06555921795809608,0.2693889811370593,0.5805550475767539,0.15005597128618664
5,0.3904388646334256,0.5849362240191831,0.024624911347391115,0.3128859291793881,0.5431152062392853,0.14399886458132607,0.43356475406972345,0.18262643918441465,0.3838088067458617
6,0.19348131983132835,0.609518719068001,0.1969999611006706,0.6414943263257065,0.17177831672263286,0.18672735695166054,0.3069192954387427,0.267029172203088,0.4260515323581696
7,0.7984178340669712,0.16835986165850236,0.03322230427452625,0.8475156207743061,0.08989065970300214,0.06259371952269169,0.8435300966293612,0.07191786959136025,0.08455203377927885
8,0.8387378869848608,0.11810811113911075,0.0431540018760289,0.8053570792292151,0.15725995876362134,0.03738296200716317,0.9130351364759436,0.05870310379367207,0.028261759730384483
9,0.5572940608266442,0.435853252246782,0.0068526869265738005,0.1163533708307866,0.8619843457074525,0.02166228346176094,0.12473169258247915,0.4422650333270183,0.4330032740905027
10,0.17750688897834085,0.7465962209037869,0.07589689011787179,0.6814194276338849,0.24438736058745955,0.07419321177865572,0.5548192365749425,0.2021446349375408,0.2430361284875165
11,0.0942555360897523,0.5009727876878355,0.4047716762224121,0.07324316506621424,0.5456493885879642,0.3811074463458215,0.07512431897151836,0.6796582426046703,0.2452174384238111
12,0.2123110512457808,0.7724614094681627,0.015227539286056281,0.2448947997374018,0.3677863479320155,0.3873188523305829,0.3071504381973853,0.5385942422308976,0.1542553195717171
13,0.10280940187116766,0.8271922950523516,0.06999830307648057,0.3043523722450752,0.6179602310023995,0.07768739675252521,0.7332168971582516,0.13522344306589976,0.1315596597758486
14,0.5812188680841412,0.3848897238750207,0.03389140804083825,0.3200710692248887,0.6109040621271821,0.06902486864792902,0.3986621990362431,0.2680913139087513,0.3332464870550055
