DecisionTreeClassifier_win1_RT_awareness,DecisionTreeClassifier_win1_RT_confidence,DecisionTreeClassifier_win1_RT_correct,DecisionTreeClassifier_win2_RT_awareness,DecisionTreeClassifier_win2_RT_confidence,DecisionTreeClassifier_win2_RT_correct,DecisionTreeClassifier_win3_RT_awareness,DecisionTreeClassifier_win3_RT_confidence,DecisionTreeClassifier_win3_RT_correct
0.2730467319728995,0.5387473974260183,0.18820587060108232,0.09018979442017926,0.4720654174353354,0.4377447881444856,0.3132714522096781,0.4243617159955392,0.26236683179478304
0.5805764287914856,0.13131747536360786,0.2881060958449064,0.5132616977424044,0.13045120149280082,0.3562871007647948,0.5118955071874125,0.35674039084894976,0.13136410196363793
0.09965153941901632,0.19947709099466115,0.7008713695863222,0.4023223873348106,0.11050684286205527,0.48717076980313395,0.1688266145158316,0.3703013851529834,0.4608720003311846
0.4224740136769223,0.18958614074959773,0.3879398455734804,0.1381137079806297,0.28507853623437995,0.5768077557849904,0.4131361379494257,0.36898988528410137,0.21787397676647302
0.5712432876750906,0.16158877198219646,0.26716794034271285,0.590937741490188,0.24241705465033314,0.1666452038594788,0.21555885636703745,0.63672443717349,0.14771670645947213
0.3145775277229172,0.5074297360301459,0.17799273624693668,0.5826717718145019,0.10201189589992693,0.31531633228557115,0.2326676817803665,0.4234568757365437,0.3438754424830897
0.6499705645343953,0.16049378433875447,0.18953565112685006,0.14594120208182226,0.5402989806666817,0.31375981725149626,0.5386975125630596,0.3247189836759851,0.1365835037609551
0.1760769542479415,0.2420647650802423,0.5818582806718162,0.29992300958174106,0.2974216431042122,0.4026553473140466,0.21867316828408828,0.5616586806969671,0.21966815101894466
0.3288852213029497,0.3998579798085744,0.2712567988884761,0.2562209022393449,0.3813914269158543,0.3623876708448005,0.21360943329809334,0.3596225337663413,0.42676803293556537
0.1768484428518472,0.2720597212674985,0.5510918358806546,0.4843968983286002,0.2640640246229841,0.25153907704841594,0.207417454973664,0.17050286186604247,0.6220796831602935
0.3685979909855307,0.38681110562266413,0.24459090339180506,0.5555627434866179,0.3356209835538399,0.1088162729595423,0.34906193472152885,0.3532299538460868,0.29770811143238396
0.11750390746824894,0.28346137417607103,0.5990347183556803,0.2663228040415219,0.44948532847908707,0.2841918674793911,0.17117314582101895,0.5679098282912031,0.26091702588777793
0.5779555607395779,0.02232023935795773,0.3997241999024645,0.5599320659680572,0.25209422281001825,0.18797371122192466,0.4338216380534897,0.2512632968751816,0.3149150650713285
0.6283052227947887,0.18800381691547524,0.18369096028973594,0.7200613161136326,0.11592279967440396,0.16401588421196345,0.3262104066943258,0.3959452461613175,0.27784434714435674
0.3272206525687231,0.30226404996316497,0.3705152974681119,0.23669064018935926,0.36734986256421104,0.3959594972464297,0.3506472360987704,0.5072704134661369,0.14208235043509276
