DecisionTreeClassifier_win1_RT_awareness,DecisionTreeClassifier_win1_RT_confidence,DecisionTreeClassifier_win1_RT_correct,DecisionTreeClassifier_win1_awareness,DecisionTreeClassifier_win1_confidence,DecisionTreeClassifier_win1_correct,DecisionTreeClassifier_win2_RT_awareness,DecisionTreeClassifier_win2_RT_confidence,DecisionTreeClassifier_win2_RT_correct,DecisionTreeClassifier_win2_awareness,DecisionTreeClassifier_win2_confidence,DecisionTreeClassifier_win2_correct,DecisionTreeClassifier_win3_RT_awareness,DecisionTreeClassifier_win3_RT_confidence,DecisionTreeClassifier_win3_RT_correct,DecisionTreeClassifier_win3_awareness,DecisionTreeClassifier_win3_confidence,DecisionTreeClassifier_win3_correct
0.14441570960829705,0.382895493711516,0.2367456762096885,0.060798409803058735,0.14331458846836906,0.031830122199070436,0.29491715539725105,0.3475198414022082,0.2853507903616197,0.03354464602179698,0.01024919800165488,0.028418368815469375,0.27597278267702,0.5025600592169687,0.21300538495075408,0.0010540442503727083,0.001782647589581654,0.0056250813153029796
0.2473231317881548,0.12071024459902625,0.1861059295869777,0.4022979431390066,0.040422830044930684,0.0031399208419039537,0.42698725099705703,0.23703229787216365,0.2947373825538611,0.032143200583263365,0.004545401515994554,0.004554466477660484,0.5624134991461557,0.13907028694903056,0.20523645040238214,0.020076371514524287,0.06602273820306027,0.0071806537848468875
0.2269945755440885,0.1469009310866518,0.32776208985087124,0.2943551972724593,0.003083574425133995,0.0009036318207951867,0.21315584066425708,0.27438861272911785,0.4855609903898226,0.01912748071428554,0.004003774475350723,0.00376330102716624,0.30044779390688753,0.1390915772922728,0.5370132541641355,0.007002691249727573,0.0072940070982345845,0.0091506762887421
0.3705397297398501,0.1458337373047847,0.450686465473169,0.00199093664507866,0.0244589589565721,0.006490171880545411,0.2478887833831893,0.4241022524891238,0.2797885518142698,0.03259165310220033,0.004931861214389267,0.010696897996827366,0.3136072671169293,0.5353683086601017,0.13226335528316382,0.0028880394715790035,0.003467194942473328,0.01240583452575284
0.3069509214990662,0.29282787736532995,0.2652154188593695,0.07241137094106928,0.054902880539442735,0.007691530795722212,0.12504921231119254,0.3719606737301105,0.29194521828711245,0.20850949863557272,0.0,0.002535397036011667,0.27506408276267685,0.21982559240470592,0.4688894119294174,0.010679739209935105,0.0133098423583598,0.012231331334904793
0.2746200883456236,0.3506878955747083,0.3193319729589836,0.0015159412041328688,0.004308820829468477,0.04953528108708324,0.14364938306918812,0.19158468393354086,0.5756500100632538,0.05273487062534568,0.0331310544255,0.0032499978831715226,0.15159869361233244,0.6324233671352198,0.1773224475080462,0.002071589273028223,0.03271476505285173,0.0038691374185214774
0.10857088051556917,0.23613884923538875,0.5381646150684708,0.10319358443799492,0.010501263909244616,0.0034308068333316856,0.15822970340263404,0.33775614384898056,0.3519888651029006,0.13621104875318213,0.010005071359057824,0.0058091675332448325,0.3995063425939835,0.2821948362692873,0.17684402917127484,0.006791603739277269,0.010404365517851708,0.1242588227083254
0.29946435786796555,0.1876035012606728,0.12221270575406455,0.3549524755995421,0.03550890692505896,0.0002580525926960193,0.4053733930797064,0.2820796144732417,0.2008158650204823,0.02365289416345505,0.0867886925936315,0.0012895406694830652,0.4792051763587886,0.15300187316484712,0.2429027480149984,0.12249208734923014,0.0023981151121358108,0.0
0.08867958349161988,0.4625806148857901,0.08120319380025269,0.1628974193197369,0.2023753024673384,0.00226388603526178,0.18431040346381736,0.5027152280139648,0.12588344978276456,0.010579384343478805,0.020187092976471244,0.15632444141950333,0.03422636731559009,0.5727784274332597,0.33071373385832303,0.02390111303692391,0.01565963005625573,0.022720728299647483
0.3762718347556429,0.31455412586277964,0.21141846826541166,0.07084918995522407,0.02159238305570631,0.005313998105235385,0.12695860327202166,0.3667304534930579,0.3202552309588109,0.016022038997058584,0.17003367327905106,0.0,0.4330375429344962,0.2909303590911501,0.2580910158264719,0.005103834732241411,0.012213770908669536,0.0006234765069707478
