DecisionTreeClassifier_win1_RT_awareness,DecisionTreeClassifier_win1_RT_confidence,DecisionTreeClassifier_win1_RT_correct,DecisionTreeClassifier_win2_RT_awareness,DecisionTreeClassifier_win2_RT_confidence,DecisionTreeClassifier_win2_RT_correct,DecisionTreeClassifier_win3_RT_awareness,DecisionTreeClassifier_win3_RT_confidence,DecisionTreeClassifier_win3_RT_correct
0.3332431432372169,0.3419121832342216,0.3248446735285613,0.20594918590774053,0.1981427170962073,0.5959080969960521,0.14857985968946086,0.6410032557994907,0.21041688451104845
0.3031189460117274,0.3933731003079987,0.303507953680274,0.14218123603204344,0.4197688614654265,0.4380499025025302,0.2910773306811476,0.22262992339720128,0.4862927459216511
0.3072519801170159,0.5117489861709901,0.1809990337119939,0.29374120705765383,0.5586481810969331,0.14761061184541338,0.04160123958071619,0.5954893502317526,0.3629094101875312
0.12047688123917505,0.5456488356222561,0.3338742831385689,0.34361735935061416,0.3612949138461509,0.2950877268032352,0.2717279835692767,0.5058141847009399,0.2224578317297836
0.3769466437587586,0.15288057993632007,0.4701727763049214,0.2639972798805628,0.4504989067235631,0.28550381339587383,0.3135275030904322,0.5355686520477366,0.15090384486183134
0.5536983895773198,0.18275654647244133,0.2635450639502389,0.4412532848020436,0.2344443263425923,0.32430238885536444,0.6032179666097388,0.14752068958485687,0.24926134380540416
0.2024032604317626,0.4335117256695641,0.3640850138986733,0.29202173792505315,0.4144766332429601,0.2935016288319866,0.5182428167216855,0.13670942837222866,0.3450477549060856
0.12760051912193401,0.2661074882580454,0.6062919926200206,0.2526520764073717,0.3248785818023013,0.4224693417903267,0.4607283668606231,0.30570290795357635,0.2335687251858005
0.29085641045170674,0.19983770185951585,0.5093058876887775,0.5047058056537989,0.23484226654324866,0.2604519278029521,0.7430454414366551,0.16805706198919204,0.08889749657415325
0.15531015021645125,0.4124976209434567,0.4321922288400921,0.24832020838192065,0.4172073659730138,0.33447242564506546,0.26225489841314065,0.4332302501236691,0.30451485146319035
0.3669416594770539,0.31759402065288883,0.3154643198700573,0.2342354034114697,0.28374368705264913,0.4820209095358812,0.3109874428931343,0.14073026571325836,0.5482822913936074
0.3785986985830652,0.363623865519812,0.2577774358971227,0.2377300436225536,0.4141458064000661,0.34812414997738045,0.4366052522989137,0.298761924236305,0.26463282346478123
0.4227716493181076,0.2980256863839582,0.27920266429793433,0.2320727592130968,0.2515906716040441,0.5163365691828591,0.29890962870787924,0.4030168320102212,0.2980735392818998
0.35153657874548216,0.3754360622912935,0.27302735896322444,0.4042722119603443,0.3411574981642848,0.2545702898753707,0.3221878702342608,0.325098698778682,0.3527134309870574
0.5763148488350076,0.17584351874684806,0.24784163241814436,0.27688598286217464,0.14628802955720135,0.5768259875806243,0.2495543957240142,0.4632154396019221,0.2872301646740637
0.32787445948301835,0.4523316143309588,0.21979392618602284,0.2178385009189948,0.4026235116512532,0.3795379874297519,0.4905603451336992,0.3360079776228582,0.17343167724344233
